"","human_gene","nematode_gene"
"5790","SPCS2","spcs-2"
"5791","SPCS3","spcs-3"
"5792","SRM","spds-1"
"5793","MYO6","spe-15"
"5794","VIPAS39","spe-39"
"5795","DCST1","spe-42"
"5796","GMEB1","spe-44"
"5797","DCST1","spe-49"
"5798","ATP6V1B2","spe-5"
"5799","SPART","spg-20"
"5800","SYNPR","sph-1"
"5801","SPHK1","sphk-1"
"5802","SPNS1","spin-1"
"5803","SPNS1","spin-2"
"5804","SPNS1","spin-3"
"5805","SPNS1","spin-4"
"5806","SRPK3","spk-1"
"5807","SGPL1","spl-2"
"5808","SGPL1","spl-3"
"5809","SPO11","spo-11"
"5810","SPON1","spon-1"
"5811","SPOPL","spop-1"
"5812","SFTPB","spp-10"
"5813","RCOR1","spr-1"
"5814","SETSIP","spr-2"
"5815","ZBTB4","spr-3"
"5816","ZFAT","spr-4"
"5817","PAOX","spr-5"
"5818","GPR139","sprr-1"
"5819","GPR139","sprr-3"
"5820","SPSB4","spsb-1"
"5821","SPSB1","spsb-2"
"5822","SUPT16H","spt-16"
"5823","SUPT4H1","spt-4"
"5824","SUPT5H","spt-5"
"5825","SP7","sptf-1"
"5826","SP5","sptf-2"
"5827","SPTLC1","sptl-1"
"5828","GMIP","spv-1"
"5829","TRIP11","sql-1"
"5830","SQOR","sqrd-1"
"5831","SQSTM1","sqst-1"
"5832","SQSTM1","sqst-2"
"5833","SQSTM1","sqst-3"
"5834","SQSTM1","sqst-4"
"5835","UXS1","sqv-1"
"5836","B3GALT6","sqv-2"
"5837","B4GALT7","sqv-3"
"5838","UGDH","sqv-4"
"5839","CHSY1","sqv-5"
"5840","XYLT2","sqv-6"
"5841","SLC35D2","sqv-7"
"5842","SLC35A2","srf-3"
"5843","SRGAP1","srgp-1"
"5844","OPN5","sro-1"
"5845","SRP68","srpa-68"
"5846","SRP72","srpa-72"
"5847","MFSD1","srsx-34"
"5848","GPR139","srw-1"
"5849","GPR139","srw-10"
"5850","GPR139","srw-100"
"5851","GPR139","srw-101"
"5852","GPR139","srw-102"
"5853","GPR139","srw-103"
"5854","GPR139","srw-107"
"5855","GPR139","srw-109"
"5856","GPR142","srw-11"
"5857","GPR139","srw-111"
"5858","GPR139","srw-112"
"5859","GPR139","srw-113"
"5860","GPR139","srw-115"
"5861","GPR139","srw-117"
"5862","GPR139","srw-118"
"5863","GPR139","srw-119"
"5864","GPR139","srw-12"
"5865","GPR139","srw-120"
"5866","GPR139","srw-121"
"5867","GPR139","srw-122"
"5868","GPR139","srw-123"
"5869","GPR139","srw-124"
"5870","GPR139","srw-127"
"5871","GPR139","srw-129"
"5872","GPR139","srw-13"
"5873","GPR139","srw-130"
"5874","GPR139","srw-133"
"5875","GPR139","srw-134"
"5876","GPR139","srw-136"
"5877","GPR139","srw-137"
"5878","GPR139","srw-138"
"5879","GPR139","srw-139"
"5880","GPR142","srw-14"
"5881","GPR139","srw-140"
"5882","GPR139","srw-141"
"5883","GPR139","srw-142"
"5884","GPR139","srw-143"
"5885","GPR139","srw-144"
"5886","GPR139","srw-15"
"5887","GPR139","srw-16"
"5888","GPR139","srw-17"
"5889","GPR139","srw-19"
"5890","GPR139","srw-2"
"5891","GPR139","srw-20"
"5892","GPR139","srw-21"
"5893","GPR142","srw-22"
"5894","GPR139","srw-23"
"5895","GPR139","srw-24"
"5896","GPR142","srw-26"
"5897","GPR139","srw-29"
"5898","GPR139","srw-3"
"5899","GPR142","srw-31"
"5900","GPR139","srw-32"
"5901","GPR139","srw-33"
"5902","GPR139","srw-34"
"5903","GPR139","srw-35"
"5904","GPR139","srw-38"
"5905","GPR139","srw-4"
"5906","GPR139","srw-40"
"5907","GPR139","srw-41"
"5908","GPR139","srw-42"
"5909","GPR139","srw-43"
"5910","GPR139","srw-44"
"5911","GPR139","srw-48"
"5912","GPR139","srw-51"
"5913","GPR139","srw-53"
"5914","GPR139","srw-54"
"5915","GPR139","srw-55"
"5916","GPR139","srw-56"
"5917","GPR139","srw-57"
"5918","GPR139","srw-59"
"5919","GPR139","srw-6"
"5920","GPR139","srw-60"
"5921","GPR139","srw-61"
"5922","GPR139","srw-62"
"5923","GPR139","srw-63"
"5924","GPR139","srw-66"
"5925","GPR139","srw-67"
"5926","GPR139","srw-68"
"5927","GPR139","srw-69"
"5928","GPR139","srw-7"
"5929","GPR139","srw-71"
"5930","GPR139","srw-73"
"5931","GPR139","srw-76"
"5932","GPR139","srw-77"
"5933","GPR139","srw-79"
"5934","GPR139","srw-8"
"5935","GPR139","srw-82"
"5936","GPR139","srw-83"
"5937","GPR139","srw-84"
"5938","GPR142","srw-85"
"5939","GPR139","srw-87"
"5940","GPR139","srw-88"
"5941","GPR139","srw-89"
"5942","GPR139","srw-9"
"5943","GPR139","srw-90"
"5944","GPR139","srw-91"
"5945","GPR139","srw-94"
"5946","GPR139","srw-95"
"5947","GPR139","srw-97"
"5948","GPR139","srw-98"
"5949","GPR139","srw-99"
"5950","SSB","ssb-1"
"5951","SSU72","ssup-72"
"5952","STAT1","sta-1"
"5953","STAT1","sta-2"
"5954","STAM","stam-1"
"5955","ADAD2","stau-1"
"5956","HSPA13","stc-1"
"5957","CACNG7","stg-1"
"5958","CACNG5","stg-2"
"5959","TOMM34","sti-1"
"5960","STIM1","stim-1"
"5961","TFIP11","stip-1"
"5962","STOML2","stl-1"
"5963","SNTB1","stn-1"
"5964","SNTG1","stn-2"
"5965","STOM","sto-1"
"5966","STOM","sto-2"
"5967","STOM","sto-3"
"5968","STOM","sto-4"
"5969","STOM","sto-5"
"5970","STOM","sto-6"
"5971","SLC22A8","str-176"
"5972","STT3B","stt-3"
"5973","SUCLA2","suca-1"
"5974","SUCLG2","sucg-1"
"5975","ANAPC5","such-1"
"5976","SUCLG1","sucl-1"
"5977","SUCLG1","sucl-2"
"5978","SUCO","suco-1"
"5979","CSTF3","suf-1"
"5980","SULF2","sul-1"
"5981","ARSL","sul-2"
"5982","ARSH","sul-3"
"5983","SLC26A2","sulp-6"
"5984","INO80D","sumv-1"
"5985","KANSL3","sumv-2"
"5986","SUOX","suox-1"
"5987","RBM38","sup-12"
"5988","ADAM10","sup-17"
"5989","IYD","sup-18"
"5990","RMDN2","sup-35"
"5991","MYEF2","sup-46"
"5992","MED23","sur-2"
"5993","AACS","sur-5"
"5994","PPP2R2A","sur-6"
"5995","ZC3H14","sut-2"
"5996","SVOP","svop-1"
"5997","DCAF7","swan-1"
"5998","DCAF7","swan-2"
"5999","WDR82","swd-2.1"
"6000","WDR82","swd-2.2"
"6001","MBLAC1","swip-10"
"6002","SMARCD3","swsn-2.2"
"6003","ARID2","swsn-7"
"6004","BRD9","swsn-9"
"6005","SLC50A1","swt-6"
"6006","SLC50A1","swt-7"
"6007","SYDE1","syd-1"
"6008","PPFIA1","syd-2"
"6009","FAM47B","sydn-1"
"6010","XAB2","syf-1"
"6011","SYF2","syf-2"
"6012","CRNKL1","syf-3"
"6013","KIRREL2","syg-1"
"6014","LINGO3","sym-1"
"6015","ESRP1","sym-2"
"6016","EEIG2","sym-3"
"6017","WDR44","sym-4"
"6018","SYMPK","symk-1"
"6019","GOLGB1","syp-1"
"6020","STX16","syx-16"
"6021","STX17","syx-17"
"6022","STX18","syx-18"
"6023","STX19","syx-3"
"6024","STX11","syx-4"
"6025","STX5","syx-5"
"6026","STX10","syx-6"
"6027","STX12","syx-7"
"6028","PPP1R2C","szy-2"
"6029","FAM162A","taap-1"
"6030","TACO1","taco-1"
"6031","RTF2","tads-1"
"6032","TAF1","taf-1"
"6033","TAF10","taf-10"
"6034","TAF11","taf-11.1"
"6035","TAF11","taf-11.2"
"6036","TAF12","taf-12"
"6037","TAF13","taf-13"
"6038","TAF2","taf-2"
"6039","TAF4B","taf-4"
"6040","TAF5","taf-5"
"6041","TAF6L","taf-6.1"
"6042","TAF6L","taf-6.2"
"6043","TAF7","taf-7.1"
"6044","TAF7","taf-7.2"
"6045","TAF8","taf-8"
"6046","TAF9B","taf-9"
"6047","SAC3D1","tag-115"
"6048","PUS3","tag-124"
"6049","CYB5D2","tag-131"
"6050","HIP1","tag-138"
"6051","TSR1","tag-151"
"6052","CSNK1A1L","tag-191"
"6053","CTSF","tag-196"
"6054","CHIC2","tag-266"
"6055","PLGRKT","tag-280"
"6056","PLGRKT","tag-281"
"6057","SPINT4","tag-290"
"6058","RYBP","tag-294"
"6059","CPTP","tag-296"
"6060","POLDIP2","tag-307"
"6061","TMEM65","tag-321"
"6062","FAM98B","tag-322"
"6063","ARHGAP15","tag-325"
"6064","GMPPB","tag-335"
"6065","STARD3NL","tag-340"
"6066","PAF1","tag-343"
"6067","TSSK3","tag-344"
"6068","HERPUD1","tag-353"
"6069","CHERP","tag-65"
"6070","SMAD7","tag-68"
"6071","RNMT","tag-72"
"6072","GALK2","tag-96"
"6073","TALDO1","tald-1"
"6074","PARP3","tank-1"
"6075","TARS3","tars-1"
"6076","TASP1","tasp-1"
"6077","ATP9A","tat-5"
"6078","ATP9A","tat-6"
"6079","TAT","tatn-1"
"6080","CNGA4","tax-2"
"6081","CNGA3","tax-4"
"6082","PPP3CB","tax-6"
"6083","TUBB4B","tbb-4"
"6084","TBC1D23","tbc-1"
"6085","TBC1D16","tbc-16"
"6086","SGSM3","tbc-18"
"6087","TBC1D20","tbc-20"
"6088","TBC1D24","tbc-7"
"6089","TBCA","tbca-1"
"6090","TBCC","tbcc-1"
"6091","TBCD","tbcd-1"
"6092","TBCE","tbce-1"
"6093","TBCK","tbck-1"
"6094","DBH","tbh-1"
"6095","TBXT","tbx-37"
"6096","TBX10","tbx-38"
"6097","TBX10","tbx-40"
"6098","TBX10","tbx-43"
"6099","TBX10","tbx-8"
"6100","TBXT","tbx-9"
"6101","WRAP53","tcab-1"
"6102","ELOA","tceb-3"
"6103","TPT1","tct-1"
"6104","TCTN1","tctn-1"
"6105","GADL1","tdc-1"
"6106","TDO2","tdo-2"
"6107","TARDBP","tdp-1"
"6108","TDP1","tdpo-1"
"6109","TDP2","tdpt-1"
"6110","CD2BP2","teg-1"
"6111","SF3B3","teg-4"
"6112","TENT5C","tent-5"
"6113","CD109","tep-1"
"6114","TES","tes-1"
"6115","SPOCK3","test-1"
"6116","TFB1M","tfbm-1"
"6117","TFG","tfg-1"
"6118","GTF3C1","tftc-1"
"6119","GTF3C3","tftc-3"
"6120","GTF3C5","tftc-5"
"6121","C5orf15","tgn-38"
"6122","TGS1","tgs-1"
"6123","QTRT1","tgt-1"
"6124","QTRT2","tgt-2"
"6125","TK1","thk-1"
"6126","THOC1","thoc-1"
"6127","THOC2","thoc-2"
"6128","THOC5","thoc-5"
"6129","THOC7","thoc-7"
"6130","TIMELESS","tim-1"
"6131","TIMM17B","timm-17B.1"
"6132","TIMM17B","timm-17B.2"
"6133","TIMM23","timm-23"
"6134","TIMM10","tin-10"
"6135","TIMM13","tin-13"
"6136","TIMM44","tin-44"
"6137","TIMM9","tin-9.1"
"6138","TIPIN","tipn-1"
"6139","SARM1","tir-1"
"6140","TACR1","tkr-1"
"6141","TACR2","tkr-2"
"6142","GPR83","tkr-3"
"6143","TKTL1","tkt-1"
"6144","TBPL1","tlf-1"
"6145","TOLLIP","tli-1"
"6146","TLK1","tlk-1"
"6147","TLN2","tln-1"
"6148","ZNF703","tlp-1"
"6149","TMBIM4","tmbi-4"
"6150","TMC7","tmc-1"
"6151","TMC8","tmc-2"
"6152","TMED10","tmed-10"
"6153","TMED4","tmed-12"
"6154","TMED7","tmed-3"
"6155","TMED9","tmed-4"
"6156","TMEM120B","tmem-120"
"6157","TMEM131","tmem-131"
"6158","TMEM135","tmem-135"
"6159","TMEM138","tmem-138"
"6160","TMEM208","tmem-208"
"6161","TMEM231","tmem-231"
"6162","TMEM258","tmem-258"
"6163","TMEM39A","tmem-39"
"6164","CALM3","tnc-2"
"6165","TNNI1","tni-1"
"6166","TNNI1","tni-3"
"6167","TNNI1","tni-4"
"6168","ANKRD45","tnsl-1"
"6169","TNNT2","tnt-3"
"6170","SLC30A6","toc-1"
"6171","FNBP1","toca-1"
"6172","FNBP1","toca-2"
"6173","HEATR1","toe-1"
"6174","ARK2C","toe-4"
"6175","STXBP5","tom-1"
"6176","TOMM20","tomm-20"
"6177","TOMM22","tomm-22"
"6178","TOMM40L","tomm-40"
"6179","TOP3A","top-3"
"6180","TOR1A","tor-1"
"6181","TOR1A","tor-2"
"6182","PRKCA","tpa-1"
"6183","TPH1","tph-1"
"6184","TPI1","tpi-1"
"6185","TPK1","tpk-1"
"6186","TPP2","tpp-2"
"6187","TPPP3","tppp-1"
"6188","TPRA1","tpra-1"
"6189","TPST1","tpst-1"
"6190","TPST2","tpst-2"
"6191","ZXDC","tra-1"
"6192","CAPN5","tra-3"
"6193","TRAK1","trak-1"
"6194","TRAM1","tram-1"
"6195","SSR1","trap-1"
"6196","SSR2","trap-2"
"6197","SSR3","trap-3"
"6198","SSR4","trap-4"
"6199","AADAC","trcs-1"
"6200","TTC27","trd-1"
"6201","TREH","tre-1"
"6202","TREH","tre-2"
"6203","TREH","tre-3"
"6204","TREH","tre-4"
"6205","TREH","tre-5"
"6206","TICRR","tres-1"
"6207","TRAF2","trf-1"
"6208","TRAF1","trf-2"
"6209","OPRK1","trhr-1"
"6210","TMEM38A","tric-1B.1"
"6211","TMEM38A","tric-1B.2"
"6212","TRIP4","trip-4"
"6213","TRMT1L","trm-1"
"6214","TRMT2A","trm-2A"
"6215","TRPC5","trp-2"
"6216","ANKRD61","trpa-1"
"6217","TRPA1","trpa-2"
"6218","TRPM4","trpl-2"
"6219","TRPM5","trpl-3"
"6220","TRPM5","trpl-4"
"6221","TRPM5","trpl-5"
"6222","TRAPPC1","trpp-1"
"6223","TRAPPC10","trpp-10"
"6224","TRAPPC11","trpp-11"
"6225","TRAPPC12","trpp-12"
"6226","TRAPPC3","trpp-3"
"6227","TRAPPC4","trpp-4"
"6228","TRAPPC5","trpp-5"
"6229","TRAPPC6B","trpp-6"
"6230","TRAPPC8","trpp-8"
"6231","TRAPPC9","trpp-9"
"6232","TERT","trt-1"
"6233","TXN2","trx-2"
"6234","NXNL2","trx-3"
"6235","NXN","trx-5"
"6236","TXNRD2","trxr-2"
"6237","TPSB2","try-1"
"6238","TSC22D3","tsct-1"
"6239","TSEN2","tsen-2"
"6240","TSEN34","tsen-34"
"6241","TSEN54","tsen-54"
"6242","TSFM","tsfm-1"
"6243","TSG101","tsg-101"
"6244","SND1","tsn-1"
"6245","CD63","tsp-7"
"6246","CD81","tsp-9"
"6247","TSPO","tspo-1"
"6248","TNPO3","tsr-1"
"6249","GTF2B","ttb-1"
"6250","CSNK1A1L","ttbk-2"
"6251","CSNK1A1L","ttbk-3"
"6252","CSNK1A1L","ttbk-4"
"6253","CSNK1A1L","ttbk-5"
"6254","CSNK1A1L","ttbk-6"
"6255","CSNK1A1L","ttbk-7"
"6256","TTC17","ttc-17"
"6257","TTC36","ttc-36"
"6258","TTC4","ttc-4"
"6259","TTLL11","ttll-11"
"6260","TTLL12","ttll-12"
"6261","TTLL6","ttll-15"
"6262","TTLL4","ttll-4"
"6263","TTLL9","ttll-9"
"6264","SLC30A4","ttm-1"
"6265","DEGS2","ttm-5"
"6266","SPEGNB","ttn-1"
"6267","TTYH1","ttyh-1"
"6268","TULP1","tub-1"
"6269","TULP4","tub-2"
"6270","TUFM","tufm-1"
"6271","EEF1A1","tufm-2"
"6272","CTU1","tut-1"
"6273","CTU2","tut-2"
"6274","TWF2","twf-2"
"6275","KCNK1","twk-21"
"6276","KCNK1","twk-22"
"6277","KCNK15","twk-26"
"6278","KCNK16","twk-33"
"6279","KCNK16","twk-34"
"6280","KCNK1","twk-45"
"6281","KCNK1","twk-46"
"6282","KCNK16","twk-6"
"6283","TWNK","twnk-1"
"6284","TAX1BP3","txbp-3"
"6285","TXNDC12","txdc-12.1"
"6286","TXNDC12","txdc-12.2"
"6287","TXNDC17","txdc-17"
"6288","TXNDC9","txdc-9"
"6289","TXNL1","txl-1"
"6290","NGLY1","txt-11"
"6291","VMO1","txt-3"
"6292","GOLT1B","txt-4"
"6293","GOLT1B","txt-8"
"6294","TYMS","tyms-1"
"6295","TYR","tyr-2"
"6296","TYRP1","tyr-4"
"6297","U2AF2","uaf-1"
"6298","U2AF1","uaf-2"
"6299","UBA2","uba-2"
"6300","UBA5","uba-5"
"6301","UBE2F","ubc-12"
"6302","UBE2N","ubc-13"
"6303","UBE2G2","ubc-14"
"6304","UBE2J2","ubc-15"
"6305","UBE2W","ubc-16"
"6306","BIRC6","ubc-17"
"6307","UBE2L6","ubc-18"
"6308","AKTIP","ubc-19"
"6309","FAF1","ubc-23"
"6310","UBE2L6","ubc-25"
"6311","UBE2J2","ubc-26"
"6312","UBE2J1","ubc-6"
"6313","UBE2G1","ubc-7"
"6314","UBE2H","ubc-8"
"6315","UBE2I","ubc-9"
"6316","UCHL3","ubh-1"
"6317","UCHL3","ubh-2"
"6318","UCHL3","ubh-3"
"6319","UCHL5","ubh-4"
"6320","UBL5","ubl-5"
"6321","UBC","ubq-1"
"6322","UBA52","ubq-2"
"6323","UBQLN1","ubql-1"
"6324","UBR2","ubr-1"
"6325","UBR4","ubr-4"
"6326","UBXN1","ubxn-1"
"6327","UBXN11","ubxn-2"
"6328","FAF1","ubxn-3"
"6329","UBXN4","ubxn-4"
"6330","UBXN6","ubxn-6"
"6331","SLC25A27","ucp-4"
"6332","UQCRC2","ucr-2.2"
"6333","ENTPD5","uda-1"
"6334","UBE2V2","uev-1"
"6335","DDRGK1","ufbp-1"
"6336","UFC1","ufc-1"
"6337","UFD1","ufd-1"
"6338","UBE4B","ufd-2"
"6339","PLAA","ufd-3"
"6340","UFL1","ufl-1"
"6341","UFM1","ufm-1"
"6342","UGGT2","uggt-1"
"6343","UGGT2","uggt-2"
"6344","UGT1A9","ugt-1"
"6345","UGT2B28","ugt-10"
"6346","UGT3A2","ugt-11"
"6347","UGT3A2","ugt-12"
"6348","UGT3A2","ugt-13"
"6349","UGT2B17","ugt-14"
"6350","UGT2B7","ugt-15"
"6351","UGT2B7","ugt-17"
"6352","UGT2B4","ugt-18"
"6353","UGT1A5","ugt-19"
"6354","UGT3A1","ugt-2"
"6355","UGT3A1","ugt-20"
"6356","UGT1A5","ugt-21"
"6357","UGT1A3","ugt-22"
"6358","UGT2B28","ugt-26"
"6359","UGT1A6","ugt-27"
"6360","UGT1A9","ugt-28"
"6361","UGT1A9","ugt-29"
"6362","UGT1A10","ugt-30"
"6363","UGT3A2","ugt-32"
"6364","UGT1A6","ugt-33"
"6365","UGT1A9","ugt-34"
"6366","UGT1A6","ugt-35"
"6367","UGT1A5","ugt-36"
"6368","UGT1A6","ugt-37"
"6369","UGT1A9","ugt-38"
"6370","UGT1A6","ugt-39"
"6371","UGT1A10","ugt-4"
"6372","UGT1A3","ugt-40"
"6373","UGT2B4","ugt-41"
"6374","UGT2B4","ugt-42"
"6375","UGT2B4","ugt-44"
"6376","UGT3A2","ugt-46"
"6377","UGT2B4","ugt-47"
"6378","UGT2B17","ugt-48"
"6379","UGT1A6","ugt-5"
"6380","UGT2B4","ugt-51"
"6381","UGT1A6","ugt-52"
"6382","UGT2B15","ugt-55"
"6383","UGT2B15","ugt-56"
"6384","UGT2A2","ugt-60"
"6385","UGT2B7","ugt-61"
"6386","UGT2B7","ugt-62"
"6387","UGT2B17","ugt-63"
"6388","UGT2B4","ugt-64"
"6389","UGT2B4","ugt-66"
"6390","UGT2B4","ugt-7"
"6391","UGT3A2","ugt-8"
"6392","UGT2A3","ugt-9"
"6393","SLC35A1","ugtp-1"
"6394","NAE1","ula-1"
"6395","SENP2","ulp-1"
"6396","SENP8","ulp-3"
"6397","SENP7","ulp-4"
"6398","UMPS","umps-1"
"6399","STOM","unc-1"
"6400","RIMS4","unc-10"
"6401","AP1M1","unc-101"
"6402","KCNH6","unc-103"
"6403","RAB2A","unc-108"
"6404","PICALM","unc-11"
"6405","FERMT2","unc-112"
"6406","ZYX","unc-115"
"6407","UNC119B","unc-119"
"6408","SRF","unc-120"
"6409","NODAL","unc-129"
"6410","MAPK8IP3","unc-16"
"6411","SLC18A3","unc-17"
"6412","STXBP1","unc-18"
"6413","OBSCN","unc-22"
"6414","BAG2","unc-23"
"6415","STOML1","unc-24"
"6416","GAD1","unc-25"
"6417","SYNJ1","unc-26"
"6418","TNNI1","unc-27"
"6419","EBF1","unc-3"
"6420","CADPS2","unc-31"
"6421","ATP6V0A1","unc-32"
"6422","SPRED2","unc-34"
"6423","CACNA2D1","unc-36"
"6424","TLE1","unc-37"
"6425","SIX4","unc-39"
"6426","STON2","unc-41"
"6427","ANK1","unc-44"
"6428","UNC45A","unc-45"
"6429","SLC32A1","unc-47"
"6430","UNC5C","unc-5"
"6431","UNC50","unc-50"
"6432","ULK2","unc-51"
"6433","NAV2","unc-53"
"6434","NR1I3","unc-55"
"6435","SH3GL3","unc-57"
"6436","SEPTIN7","unc-59"
"6437","NTN1","unc-6"
"6438","CFL1","unc-60"
"6439","SEPTIN6","unc-61"
"6440","MEIS1","unc-62"
"6441","STX1A","unc-64"
"6442","RYR2","unc-68"
"6443","SCOC","unc-69"
"6444","SPTB","unc-70"
"6445","ADAM33","unc-71"
"6446","CELF6","unc-75"
"6447","FEZ2","unc-76"
"6448","WDR1","unc-78"
"6449","UNC79","unc-79"
"6450","UNC80","unc-80"
"6451","SUN3","unc-84"
"6452","ASF1A","unc-85"
"6453","POU4F3","unc-86"
"6454","IGFN1","unc-89"
"6455","UNC93A","unc-93"
"6456","TMOD1","unc-94"
"6457","LIMS2","unc-97"
"6458","ZNF438","unc-98"
"6459","UNG","ung-1"
"6460","UNKL","unk-1"
"6461","UPB1","upb-1"
"6462","UPP1","upp-1"
"6463","URM1","urm-1"
"6464","USE1","use-1"
"6465","USO1","uso-1"
"6466","USP14","usp-14"
"6467","USP39","usp-39"
"6468","USP46","usp-46"
"6469","UTP20","utp-20"
"6470","KDM6A","utx-1"
"6471","MSX2","vab-15"
"6472","KANK3","vab-19"
"6473","EFNA4","vab-2"
"6474","ZC4H2","vab-23"
"6475","TMEM47","vab-9"
"6476","VAC14","vacl-14"
"6477","VAMP8","vamp-8"
"6478","VANGL1","vang-1"
"6479","VDAC1","vdac-1"
"6480","PGRMC1","vem-1"
"6481","HDLBP","vgln-1"
"6482","SLC17A7","vglu-2"
"6483","SLC17A7","vglu-3"
"6484","ATP6V1G2","vha-10"
"6485","ATP6V1C1","vha-11"
"6486","ATP6V1B2","vha-12"
"6487","ATP6V1A","vha-13"
"6488","ATP6V1D","vha-14"
"6489","ATP6V1H","vha-15"
"6490","ATP6V0D1","vha-16"
"6491","ATP6V0E2","vha-17"
"6492","ATP6V1H","vha-18"
"6493","ATP6AP1","vha-19"
"6494","ATP6V0C","vha-2"
"6495","ATP6AP2","vha-20"
"6496","ATP6V0C","vha-3"
"6497","ATP6V0B","vha-4"
"6498","ATP6V1E1","vha-8"
"6499","ATP6V1F","vha-9"
"6500","WASL","viro-2"
"6501","VMO1","vmo-1"
"6502","ANKZF1","vms-1"
"6503","SLC17A9","vnut-1"
"6504","SLC18B1","vpat-1"
"6505","VAPA","vpr-1"
"6506","VPS11","vps-11"
"6507","PIK3R4","vps-15"
"6508","VPS16","vps-16"
"6509","VPS18","vps-18"
"6510","CHMP2A","vps-2"
"6511","CHMP6","vps-20"
"6512","SNF8","vps-22"
"6513","CHMP3","vps-24"
"6514","VPS25","vps-25"
"6515","VPS26C","vps-26"
"6516","VPS28","vps-28"
"6517","VPS29","vps-29"
"6518","CHMP4B","vps-32.1"
"6519","VPS33A","vps-33.1"
"6520","VPS33B","vps-33.2"
"6521","PIK3C3","vps-34"
"6522","VPS35","vps-35"
"6523","VPS36","vps-36"
"6524","VPS37B","vps-37"
"6525","VPS39","vps-39"
"6526","VPS4B","vps-4"
"6527","VPS41","vps-41"
"6528","VPS45","vps-45"
"6529","VPS50","vps-50"
"6530","VPS51","vps-51"
"6531","VPS52","vps-52"
"6532","VPS53","vps-53"
"6533","VPS54","vps-54"
"6534","CHMP5","vps-60"
"6535","VPS8","vps-8"
"6536","VRK1","vrk-1"
"6537","VTI1A","vti-1"
"6538","VWA8","vwa-8"
"6539","WAC","wac-1.2"
"6540","AGO1","wago-1"
"6541","AGO4","wago-10"
"6542","AGO1","wago-4"
"6543","AGO3","wago-5"
"6544","AIFM1","wah-1"
"6545","WAPL","wapl-1"
"6546","WARS1","wars-1"
"6547","WBP2","wbp-2"
"6548","WDFY2","wdfy-2"
"6549","WDFY3","wdfy-3"
"6550","WDR12","wdr-12"
"6551","WDR20","wdr-20"
"6552","DCAF11","wdr-23"
"6553","WDR37","wdr-37"
"6554","WDR4","wdr-4"
"6555","WDR46","wdr-46"
"6556","WDR48","wdr-48"
"6557","DYNC2I1","wdr-60"
"6558","WDR83","wdr-83"
"6559","PKMYT1","wee-1.1"
"6560","PKMYT1","wee-1.3"
"6561","ABCG2","wht-1"
"6562","ABCG2","wht-4"
"6563","WIPF1","wip-1"
"6564","WNK4","wnk-1"
"6565","WRN","wrn-1"
"6566","DHH","wrt-3"
"6567","DHH","wrt-4"
"6568","DHH","wrt-5"
"6569","DHH","wrt-6"
"6570","DHH","wrt-7"
"6571","DHH","wrt-8"
"6572","LATS2","wts-1"
"6573","WASF3","wve-1"
"6574","WWP1","wwp-1"
"6575","DYNC2LI1","xbx-1"
"6576","XDH","xdh-1"
"6577","ATRX","xnp-1"
"6578","XPA","xpa-1"
"6579","ERCC3","xpb-1"
"6580","XPC","xpc-1"
"6581","ERCC2","xpd-1"
"6582","ERCC4","xpf-1"
"6583","XPO1","xpo-1"
"6584","CSE1L","xpo-2"
"6585","XPOT","xpo-3"
"6586","XRN1","xrn-1"
"6587","XRN2","xrn-2"
"6588","WWTR1","yap-1"
"6589","YARS2","yars-2"
"6590","YIF1A","yif-1"
"6591","YJU2","yju-2"
"6592","YKT6","ykt-6"
"6593","YME1L1","ymel-1"
"6594","REEP5","yop-1"
"6595","HINFP","zag-1"
"6596","MAP3K20","zak-1"
"6597","FBXL22","zeel-1"
"6598","KIF23","zen-4"
"6599","ZER1","zer-1"
"6600","ZFHX2","zfh-2"
"6601","JADE1","zfp-1"
"6602","ZFR","zfr-1"
"6603","ZGPAT","zgpa-1"
"6604","ZNHIT1","zhit-1"
"6605","ZNHIT2","zhit-2"
"6606","ZNHIT6","zhit-3"
"6607","RNF212","zhp-1"
"6608","RNF212","zhp-2"
"6609","RNF212B","zhp-3"
"6610","RNF212B","zhp-4"
"6611","BSG","zig-11"
"6612","CEBPD","zip-4"
"6613","HLF","zip-6"
"6614","SLC39A11","zipt-11"
"6615","SLC39A13","zipt-13"
"6616","SLC39A8","zipt-15"
"6617","SLC39A1","zipt-2.1"
"6618","SLC39A1","zipt-2.2"
"6619","SLC39A3","zipt-3"
"6620","SLC39A7","zipt-7.1"
"6621","SLC39A7","zipt-7.2"
"6622","SLC39A9","zipt-9"
"6623","MMP10","zmp-1"
"6624","MMP7","zmp-3"
"6625","MMP7","zmp-4"
"6626","MMP21","zmp-5"
"6627","MMP26","zmp-6"
"6628","ZNF207","znf-207"
"6629","ZNF593","znf-593"
"6630","ZNF598","znf-598"
"6631","ZNF622","znf-622"
"6632","ZNF706","znf-706"
"6633","HELZ2","znfx-1"
"6634","TJP3","zoo-1"
"6635","MYT1","ztf-11"
"6636","ZXDA","ztf-14"
"6637","ZNF302","ztf-15"
"6638","ZNF597","ztf-16"
"6639","ZFP42","ztf-17"
"6640","ZNF277","ztf-7"
"6641","ZWILCH","zwl-1"
"6642","ZYG11B","zyg-11"
"6643","HOOK2","zyg-12"
