"","human_gene","Sheep_gene"
"14201","TNFSF4","TNFSF4"
"14202","TNFSF8","TNFSF8"
"14203","TNIK","TNIK"
"14204","TNIP1","TNIP1"
"14205","TNIP2","TNIP2"
"14206","TNIP3","TNIP3"
"14207","TNK2","TNK2"
"14208","TNKS","TNKS"
"14209","TNKS1BP1","TNKS1BP1"
"14210","TNKS2","TNKS2"
"14211","TNMD","TNMD"
"14212","TNN","TNN"
"14213","TNNC1","TNNC1"
"14214","TNNC2","TNNC2"
"14215","TNNI1","TNNI1"
"14216","TNNI2","TNNI2"
"14217","TNNI3","TNNI3"
"14218","TNNI3K","TNNI3K"
"14219","TNNT1","TNNT1"
"14220","TNNT2","TNNT2"
"14221","TNNT3","TNNT3"
"14222","TNPO1","TNPO1"
"14223","TNPO2","TNPO2"
"14224","TNPO3","TNPO3"
"14225","TNR","TNR"
"14226","TNRC18","TNRC18"
"14227","TNRC6A","TNRC6A"
"14228","TNRC6B","TNRC6B"
"14229","TNRC6C","TNRC6C"
"14230","TNS1","TNS1"
"14231","TNS2","TNS2"
"14232","TNS3","TNS3"
"14233","TNS4","TNS4"
"14234","TNXB","TNXB"
"14235","TOB1","TOB1"
"14236","TOB2","TOB2"
"14237","TOE1","TOE1"
"14238","TOGARAM1","TOGARAM1"
"14239","TOGARAM2","TOGARAM2"
"14240","TOLLIP","TOLLIP"
"14241","TOM1","TOM1"
"14242","TOM1L1","TOM1L1"
"14243","TOM1L2","TOM1L2"
"14244","TOMM20L","TOMM20L"
"14245","TOMM22","TOMM22"
"14246","TOMM34","TOMM34"
"14247","TOMM40","TOMM40"
"14248","TOMM40L","TOMM40L"
"14249","TOMM5","TOMM5"
"14250","TOMM70","TOMM70"
"14251","TOMT","TOMT"
"14252","TONSL","TONSL"
"14253","TOP1","TOP1"
"14254","TOP2A","TOP2A"
"14255","TOP2B","TOP2B"
"14256","TOP3A","TOP3A"
"14257","TOP3B","TOP3B"
"14258","TOPAZ1","TOPAZ1"
"14259","TOPBP1","TOPBP1"
"14260","TOPORS","TOPORS"
"14261","TOR1A","TOR1A"
"14262","TOR1AIP1","TOR1AIP1"
"14263","TOR1AIP2","TOR1AIP2"
"14264","TOR1B","TOR1B"
"14265","TOR2A","TOR2A"
"14266","TOR3A","TOR3A"
"14267","TOR4A","TOR4A"
"14268","TOX","TOX"
"14269","TOX2","TOX2"
"14270","TOX3","TOX3"
"14271","TOX4","TOX4"
"14272","IFNW1","TP-1P8"
"14273","TP53","TP53"
"14274","TP53BP1","TP53BP1"
"14275","TP53BP2","TP53BP2"
"14276","TP53I11","TP53I11"
"14277","TP53I13","TP53I13"
"14278","TP53I3","TP53I3"
"14279","TP53INP1","TP53INP1"
"14280","TP53INP2","TP53INP2"
"14281","TP53RK","TP53RK"
"14282","TP53TG5","TP53TG5"
"14283","TP63","TP63"
"14284","TP73","TP73"
"14285","TPBG","TPBG"
"14286","TPBGL","TPBGL"
"14287","TPCN1","TPCN1"
"14288","TPCN2","TPCN2"
"14289","TPD52","TPD52"
"14290","TPD52L1","TPD52L1"
"14291","TPD52L2","TPD52L2"
"14292","TPGS1","TPGS1"
"14293","TPGS2","TPGS2"
"14294","TPH1","TPH1"
"14295","TPH2","TPH2"
"14296","TPI1","TPI1"
"14297","TPK1","TPK1"
"14298","TPM1","TPM1"
"14299","TPM4","TPM4"
"14300","TPMT","TPMT"
"14301","TPO","TPO"
"14302","TPP1","TPP1"
"14303","TPP2","TPP2"
"14304","TPPP","TPPP"
"14305","TPPP2","TPPP2"
"14306","TPPP3","TPPP3"
"14307","TPR","TPR"
"14308","TPRA1","TPRA1"
"14309","TPRG1","TPRG1"
"14310","TPRG1L","TPRG1L"
"14311","TPRKB","TPRKB"
"14312","TPRN","TPRN"
"14313","TPSB2","TPSB2"
"14314","TPST1","TPST1"
"14315","TPST2","TPST2"
"14316","TPX2","TPX2"
"14317","TRA2A","TRA2A"
"14318","TRA2B","TRA2B"
"14319","TRABD","TRABD"
"14320","TRABD2B","TRABD2B"
"14321","TRADD","TRADD"
"14322","TRAF1","TRAF1"
"14323","TRAF2","TRAF2"
"14324","TRAF3","TRAF3"
"14325","TRAF3IP1","TRAF3IP1"
"14326","TRAF3IP2","TRAF3IP2"
"14327","TRAF3IP3","TRAF3IP3"
"14328","TRAF4","TRAF4"
"14329","TRAF5","TRAF5"
"14330","TRAF6","TRAF6"
"14331","TRAF7","TRAF7"
"14332","TRAFD1","TRAFD1"
"14333","TRAIP","TRAIP"
"14334","TRAK1","TRAK1"
"14335","TRAK2","TRAK2"
"14336","TRAM1","TRAM1"
"14337","TRAM2","TRAM2"
"14338","TRANK1","TRANK1"
"14339","TRAP1","TRAP1"
"14340","TRAPPC1","TRAPPC1"
"14341","TRAPPC10","TRAPPC10"
"14342","TRAPPC11","TRAPPC11"
"14343","TRAPPC12","TRAPPC12"
"14344","TRAPPC13","TRAPPC13"
"14345","TRAPPC14","TRAPPC14"
"14346","TRAPPC2B","TRAPPC2"
"14347","TRAPPC2L","TRAPPC2L"
"14348","TRAPPC3","TRAPPC3"
"14349","TRAPPC3L","TRAPPC3L"
"14350","TRAPPC4","TRAPPC4"
"14351","TRAPPC5","TRAPPC5"
"14352","TRAPPC6A","TRAPPC6A"
"14353","TRAPPC6B","TRAPPC6B"
"14354","TRAPPC8","TRAPPC8"
"14355","TRAPPC9","TRAPPC9"
"14356","TRARG1","TRARG1"
"14357","TRAT1","TRAT1"
"14358","TRAV36DV7","TRAV36DV7"
"14359","TRAV39","TRAV39"
"14360","TRBV3-1","TRBV3-1"
"14361","TRBV30","TRBV30"
"14362","TRDN","TRDN"
"14363","TRDV2","TRDV2"
"14364","TRDV3","TRDV3"
"14365","TREH","TREH"
"14366","TREM2","TREM2"
"14367","TREML1","TREML1"
"14368","TREML2","TREML2"
"14369","TRERF1","TRERF1"
"14370","TREX1","TREX1"
"14371","TREX2","TREX2"
"14372","TRH","TRH"
"14373","TRHDE","TRHDE"
"14374","TRHR","TRHR"
"14375","TRIB1","TRIB1"
"14376","TRIB2","TRIB2"
"14377","TRIB3","TRIB3"
"14378","TRIL","TRIL"
"14379","TRIM10","TRIM10"
"14380","TRIM11","TRIM11"
"14381","TRIM13","TRIM13"
"14382","TRIM14","TRIM14"
"14383","TRIM15","TRIM15"
"14384","TRIM16","TRIM16"
"14385","TRIM17","TRIM17"
"14386","TRIM2","TRIM2"
"14387","TRIM21","TRIM21"
"14388","TRIM23","TRIM23"
"14389","TRIM24","TRIM24"
"14390","TRIM25","TRIM25"
"14391","TRIM27","TRIM27"
"14392","TRIM28","TRIM28"
"14393","TRIM29","TRIM29"
"14394","TRIM3","TRIM3"
"14395","TRIM32","TRIM32"
"14396","TRIM33","TRIM33"
"14397","TRIM34","TRIM34"
"14398","TRIM35","TRIM35"
"14399","TRIM36","TRIM36"
"14400","TRIM37","TRIM37"
"14401","TRIM38","TRIM38"
"14402","TRIM39","TRIM39"
"14403","TRIM4","TRIM4"
"14404","TRIM40","TRIM40"
"14405","TRIM41","TRIM41"
"14406","TRIM42","TRIM42"
"14407","TRIM44","TRIM44"
"14408","TRIM45","TRIM45"
"14409","TRIM46","TRIM46"
"14410","TRIM47","TRIM47"
"14411","TRIM50","TRIM50"
"14412","TRIM52","TRIM52"
"14413","TRIM55","TRIM55"
"14414","TRIM56","TRIM56"
"14415","TRIM58","TRIM58"
"14416","TRIM6","TRIM6"
"14417","TRIM62","TRIM62"
"14418","TRIM63","TRIM63"
"14419","TRIM66","TRIM66"
"14420","TRIM67","TRIM67"
"14421","TRIM68","TRIM68"
"14422","TRIM69","TRIM69"
"14423","TRIM7","TRIM7"
"14424","TRIM71","TRIM71"
"14425","TRIM72","TRIM72"
"14426","TRIM77","TRIM77"
"14427","TRIM8","TRIM8"
"14428","TRIM9","TRIM9"
"14429","TRIML1","TRIML1"
"14430","TRIML2","TRIML2"
"14431","TRIO","TRIO"
"14432","TRIP10","TRIP10"
"14433","TRIP11","TRIP11"
"14434","TRIP12","TRIP12"
"14435","TRIP13","TRIP13"
"14436","TRIP4","TRIP4"
"14437","TRIP6","TRIP6"
"14438","TRIQK","TRIQK"
"14439","TRIT1","TRIT1"
"14440","TRMO","TRMO"
"14441","TRMT1","TRMT1"
"14442","TRMT10A","TRMT10A"
"14443","TRMT10B","TRMT10B"
"14444","TRMT10C","TRMT10C"
"14445","TRMT11","TRMT11"
"14446","TRMT112","TRMT112"
"14447","TRMT12","TRMT12"
"14448","TRMT13","TRMT13"
"14449","TRMT1L","TRMT1L"
"14450","TRMT2A","TRMT2A"
"14451","TRMT44","TRMT44"
"14452","TRMT5","TRMT5"
"14453","TRMT6","TRMT6"
"14454","TRMT61A","TRMT61A"
"14455","TRMT61B","TRMT61B"
"14456","TRMT9B","TRMT9B"
"14457","TRMU","TRMU"
"14458","TRNP1","TRNP1"
"14459","TRNT1","TRNT1"
"14460","TROAP","TROAP"
"14461","TRPA1","TRPA1"
"14462","TRPC1","TRPC1"
"14463","TRPC3","TRPC3"
"14464","TRPC4","TRPC4"
"14465","TRPC4AP","TRPC4AP"
"14466","TRPC5","TRPC5"
"14467","TRPC6","TRPC6"
"14468","TRPC7","TRPC7"
"14469","TRPM1","TRPM1"
"14470","TRPM2","TRPM2"
"14471","TRPM3","TRPM3"
"14472","TRPM4","TRPM4"
"14473","TRPM5","TRPM5"
"14474","TRPM6","TRPM6"
"14475","TRPM7","TRPM7"
"14476","TRPM8","TRPM8"
"14477","TRPS1","TRPS1"
"14478","TRPT1","TRPT1"
"14479","TRPV1","TRPV1"
"14480","TRPV2","TRPV2"
"14481","TRPV3","TRPV3"
"14482","TRPV4","TRPV4"
"14483","TRPV5","TRPV5"
"14484","TRPV6","TRPV6"
"14485","TRUB1","TRUB1"
"14486","TRUB2","TRUB2"
"14487","TSACC","TSACC"
"14488","TSC1","TSC1"
"14489","TSC2","TSC2"
"14490","TSC22D1","TSC22D1"
"14491","TSC22D2","TSC22D2"
"14492","TSC22D3","TSC22D3"
"14493","TSC22D4","TSC22D4"
"14494","TSEN15","TSEN15"
"14495","TSEN2","TSEN2"
"14496","TSEN34","TSEN34"
"14497","TSEN54","TSEN54"
"14498","TSFM","TSFM"
"14499","TSG101","TSG101"
"14500","TSGA10","TSGA10"
"14501","TSGA10IP","TSGA10IP"
"14502","TSGA13","TSGA13"
"14503","TSHB","TSHB"
"14504","TSHR","TSHR"
"14505","TSHZ1","TSHZ1"
"14506","TSHZ2","TSHZ2"
"14507","TSHZ3","TSHZ3"
"14508","TSKS","TSKS"
"14509","TSKU","TSKU"
"14510","TSN","TSN"
"14511","TSNAX","TSNAX"
"14512","TSNAXIP1","TSNAXIP1"
"14513","TSPAN1","TSPAN1"
"14514","TSPAN10","TSPAN10"
"14515","TSPAN11","TSPAN11"
"14516","TSPAN12","TSPAN12"
"14517","TSPAN13","TSPAN13"
"14518","TSPAN14","TSPAN14"
"14519","TSPAN15","TSPAN15"
"14520","TSPAN17","TSPAN17"
"14521","TSPAN18","TSPAN18"
"14522","TSPAN19","TSPAN19"
"14523","TSPAN2","TSPAN2"
"14524","TSPAN3","TSPAN3"
"14525","TSPAN31","TSPAN31"
"14526","TSPAN33","TSPAN33"
"14527","TSPAN4","TSPAN4"
"14528","TSPAN5","TSPAN5"
"14529","TSPAN6","TSPAN6"
"14530","TSPAN7","TSPAN7"
"14531","TSPAN8","TSPAN8"
"14532","TSPAN9","TSPAN9"
"14533","TSPEAR","TSPEAR"
"14534","TSPO","TSPO"
"14535","TSPOAP1","TSPOAP1"
"14536","TSPYL1","TSPYL1"
"14537","TSPYL2","TSPYL2"
"14538","TSPYL4","TSPYL4"
"14539","TSPYL5","TSPYL5"
"14540","TSR1","TSR1"
"14541","TSR2","TSR2"
"14542","TSR3","TSR3"
"14543","TSSC4","TSSC4"
"14544","TSSK1B","TSSK1B"
"14545","TSSK3","TSSK3"
"14546","TSSK4","TSSK4"
"14547","TSSK6","TSSK6"
"14548","TST","TST"
"14549","TSTD1","TSTD1"
"14550","TSTD2","TSTD2"
"14551","TTBK1","TTBK1"
"14552","TTBK2","TTBK2"
"14553","TTC1","TTC1"
"14554","TTC12","TTC12"
"14555","TTC13","TTC13"
"14556","TTC14","TTC14"
"14557","TTC16","TTC16"
"14558","TTC17","TTC17"
"14559","TTC19","TTC19"
"14560","TTC21A","TTC21A"
"14561","TTC21B","TTC21B"
"14562","TTC22","TTC22"
"14563","TTC23","TTC23"
"14564","TTC23L","TTC23L"
"14565","TTC24","TTC24"
"14566","IFT56","TTC26"
"14567","TTC27","TTC27"
"14568","TTC28","TTC28"
"14569","TTC29","TTC29"
"14570","TTC3","TTC3"
"14571","TTC32","TTC32"
"14572","TTC33","TTC33"
"14573","TTC34","TTC34"
"14574","TTC36","TTC36"
"14575","TTC38","TTC38"
"14576","TTC39A","TTC39A"
"14577","TTC39B","TTC39B"
"14578","TTC39C","TTC39C"
"14579","TTC4","TTC4"
"14580","TTC5","TTC5"
"14581","TTC6","TTC6"
"14582","TTC7A","TTC7A"
"14583","TTC7B","TTC7B"
"14584","TTC8","TTC8"
"14585","TTC9","TTC9"
"14586","TTC9B","TTC9B"
"14587","TTC9C","TTC9C"
"14588","TTF1","TTF1"
"14589","TTF2","TTF2"
"14590","TTI1","TTI1"
"14591","TTI2","TTI2"
"14592","TTK","TTK"
"14593","TTLL1","TTLL1"
"14594","TTLL10","TTLL10"
"14595","TTLL11","TTLL11"
"14596","TTLL12","TTLL12"
"14597","TTLL2","TTLL2"
"14598","TTLL4","TTLL4"
"14599","TTLL5","TTLL5"
"14600","TTLL7","TTLL7"
"14601","TTLL9","TTLL9"
"14602","TTN","TTN"
"14603","TTPA","TTPA"
"14604","TTPAL","TTPAL"
"14605","TTR","TTR"
"14606","TTYH1","TTYH1"
"14607","TTYH2","TTYH2"
"14608","TTYH3","TTYH3"
"14609","TUB","TUB"
"14610","TUBA1A","TUBA1A"
"14611","TUBA4A","TUBA4A"
"14612","TUBA8","TUBA8"
"14613","TUBAL3","TUBAL3"
"14614","TUBB","TUBB"
"14615","TUBB1","TUBB1"
"14616","TUBB2B","TUBB2B"
"14617","TUBB3","TUBB3"
"14618","TUBB4A","TUBB4A"
"14619","TUBB4B","TUBB4B"
"14620","TUBB6","TUBB6"
"14621","TUBD1","TUBD1"
"14622","TUBE1","TUBE1"
"14623","TUBG1","TUBG1"
"14624","TUBG2","TUBG2"
"14625","TUBGCP2","TUBGCP2"
"14626","TUBGCP3","TUBGCP3"
"14627","TUBGCP4","TUBGCP4"
"14628","TUBGCP5","TUBGCP5"
"14629","TUBGCP6","TUBGCP6"
"14630","TUFM","TUFM"
"14631","TUFT1","TUFT1"
"14632","TUG1","TUG1"
"14633","TULP1","TULP1"
"14634","TULP2","TULP2"
"14635","TULP3","TULP3"
"14636","TULP4","TULP4"
"14637","TUNAR","TUNAR"
"14638","TUSC1","TUSC1"
"14639","TUSC2","TUSC2"
"14640","TUSC3","TUSC3"
"14641","TUT1","TUT1"
"14642","TUT4","TUT4"
"14643","TUT7","TUT7"
"14644","TVP23A","TVP23A"
"14645","TVP23B","TVP23B"
"14646","TWF1","TWF1"
"14647","TWF2","TWF2"
"14648","TWIST1","TWIST1"
"14649","TWIST2","TWIST2"
"14650","TWNK","TWNK"
"14651","TWSG1","TWSG1"
"14652","TXK","TXK"
"14653","TXLNA","TXLNA"
"14654","TXLNB","TXLNB"
"14655","TXLNG","TXLNG"
"14656","TXN","TXN"
"14657","TXN2","TXN2"
"14658","TXNDC11","TXNDC11"
"14659","TXNDC12","TXNDC12"
"14660","TXNDC15","TXNDC15"
"14661","TXNDC16","TXNDC16"
"14662","TXNDC5","TXNDC5"
"14663","TXNDC8","TXNDC8"
"14664","TXNDC9","TXNDC9"
"14665","TXNIP","TXNIP"
"14666","TXNL1","TXNL1"
"14667","TXNL4A","TXNL4A"
"14668","TXNL4B","TXNL4B"
"14669","TXNRD1","TXNRD1"
"14670","TXNRD2","TXNRD2"
"14671","TXNRD3","TXNRD3"
"14672","TYK2","TYK2"
"14673","TYMS","TYMS"
"14674","TYR","TYR"
"14675","TYRO3","TYRO3"
"14676","TYRP1","TYRP1"
"14677","TYSND1","TYSND1"
"14678","TYW3","TYW3"
"14679","TYW5","TYW5"
"14680","U1","U1"
"14681","RNU12","U12"
"14682","RNU2-1","U2"
"14683","U2AF1","U2AF1"
"14684","U2AF1L4","U2AF1L4"
"14685","U2AF2","U2AF2"
"14686","U2SURP","U2SURP"
"14687","SNORD3D","U3"
"14688","RNU4-2","U4"
"14689","RNU5B-1","U5"
"14690","RNU6-8","U6"
"14691","RNU7-1","U7"
"14692","SNORD118","U8"
"14693","UACA","UACA"
"14694","UAP1","UAP1"
"14695","UAP1L1","UAP1L1"
"14696","UBA1","UBA1"
"14697","UBA2","UBA2"
"14698","UBA3","UBA3"
"14699","UBA5","UBA5"
"14700","UBA52","UBA52"
"14701","UBA6","UBA6"
"14702","UBA7","UBA7"
"14703","UBAC1","UBAC1"
"14704","UBAC2","UBAC2"
"14705","UBALD1","UBALD1"
"14706","UBAP1","UBAP1"
"14707","UBAP1L","UBAP1L"
"14708","UBAP2","UBAP2"
"14709","UBAP2L","UBAP2L"
"14710","UBASH3A","UBASH3A"
"14711","UBASH3B","UBASH3B"
"14712","UBB","UBB"
"14713","UBC","UBC"
"14714","UBE2A","UBE2A"
"14715","UBE2B","UBE2B"
"14716","UBE2C","UBE2C"
"14717","UBE2D1","UBE2D1"
"14718","UBE2D2","UBE2D2"
"14719","UBE2D3","UBE2D3"
"14720","UBE2D4","UBE2D4"
"14721","UBE2E1","UBE2E1"
"14722","UBE2E2","UBE2E2"
"14723","UBE2E3","UBE2E3"
"14724","UBE2F","UBE2F"
"14725","UBE2G1","UBE2G1"
"14726","UBE2G2","UBE2G2"
"14727","UBE2H","UBE2H"
"14728","UBE2I","UBE2I"
"14729","UBE2J1","UBE2J1"
"14730","UBE2J2","UBE2J2"
"14731","UBE2K","UBE2K"
"14732","UBE2M","UBE2M"
"14733","UBE2N","UBE2N"
"14734","UBE2O","UBE2O"
"14735","UBE2Q2","UBE2Q2"
"14736","UBE2QL1","UBE2QL1"
"14737","UBE2R2","UBE2R2"
"14738","UBE2S","UBE2S"
"14739","UBE2T","UBE2T"
"14740","UBE2U","UBE2U"
"14741","UBE2W","UBE2W"
"14742","UBE2Z","UBE2Z"
"14743","UBE3A","UBE3A"
"14744","UBE3B","UBE3B"
"14745","UBE3C","UBE3C"
"14746","UBE3D","UBE3D"
"14747","UBE4A","UBE4A"
"14748","UBE4B","UBE4B"
"14749","UBFD1","UBFD1"
"14750","UBIAD1","UBIAD1"
"14751","UBL3","UBL3"
"14752","UBL4A","UBL4A"
"14753","UBL5","UBL5"
"14754","UBL7","UBL7"
"14755","UBLCP1","UBLCP1"
"14756","UBN1","UBN1"
"14757","UBN2","UBN2"
"14758","UBOX5","UBOX5"
"14759","UBP1","UBP1"
"14760","UBQLN1","UBQLN1"
"14761","UBQLN2","UBQLN2"
"14762","UBQLN3","UBQLN3"
"14763","UBQLN4","UBQLN4"
"14764","UBQLNL","UBQLNL"
"14765","UBR1","UBR1"
"14766","UBR2","UBR2"
"14767","UBR3","UBR3"
"14768","UBR4","UBR4"
"14769","UBR5","UBR5"
"14770","UBR7","UBR7"
"14771","UBTD1","UBTD1"
"14772","UBTD2","UBTD2"
"14773","UBTF","UBTF"
"14774","UBXN1","UBXN1"
"14775","UBXN10","UBXN10"
"14776","UBXN11","UBXN11"
"14777","UBXN2A","UBXN2A"
"14778","UBXN2B","UBXN2B"
"14779","UBXN4","UBXN4"
"14780","UBXN6","UBXN6"
"14781","UBXN7","UBXN7"
"14782","UBXN8","UBXN8"
"14783","UCHL1","UCHL1"
"14784","UCHL5","UCHL5"
"14785","UCK1","UCK1"
"14786","UCK2","UCK2"
"14787","UCKL1","UCKL1"
"14788","UCN","UCN"
"14789","UCN2","UCN2"
"14790","UCP1","UCP1"
"14791","UCP2","UCP2"
"14792","UCP3","UCP3"
"14793","UFC1","UFC1"
"14794","UFD1","UFD1"
"14795","UFL1","UFL1"
"14796","UFSP1","UFSP1"
"14797","UFSP2","UFSP2"
"14798","UGCG","UGCG"
"14799","UGDH","UGDH"
"14800","UGGT1","UGGT1"
"14801","UGGT2","UGGT2"
"14802","UGP2","UGP2"
"14803","UGT1A3","UGT1A9"
"14804","UGT8","UGT8"
"14805","UHMK1","UHMK1"
"14806","UHRF1","UHRF1"
"14807","UHRF2","UHRF2"
"14808","UIMC1","UIMC1"
"14809","ULK1","ULK1"
"14810","ULK2","ULK2"
"14811","ULK3","ULK3"
"14812","ULK4","ULK4"
"14813","UMAD1","UMAD1"
"14814","UMOD","UMOD"
"14815","UMODL1","UMODL1"
"14816","UMPS","UMPS"
"14817","UNC119","UNC119"
"14818","UNC119B","UNC119B"
"14819","UNC13A","UNC13A"
"14820","UNC13B","UNC13B"
"14821","UNC13C","UNC13C"
"14822","UNC13D","UNC13D"
"14823","UNC45A","UNC45A"
"14824","UNC45B","UNC45B"
"14825","UNC50","UNC50"
"14826","UNC5A","UNC5A"
"14827","UNC5B","UNC5B"
"14828","UNC5C","UNC5C"
"14829","UNC5CL","UNC5CL"
"14830","UNC5D","UNC5D"
"14831","UNC79","UNC79"
"14832","UNC80","UNC80"
"14833","UNC93A","UNC93A"
"14834","UNC93B1","UNC93B1"
"14835","UNCX","UNCX"
"14836","UNG","UNG"
"14837","UNK","UNK"
"14838","UNKL","UNKL"
"14839","UPB1","UPB1"
"14840","UPF1","UPF1"
"14841","UPF2","UPF2"
"14842","UPF3A","UPF3A"
"14843","UPF3B","UPF3B"
"14844","UPK1A","UPK1A"
"14845","UPK1B","UPK1B"
"14846","UPK2","UPK2"
"14847","UPK3A","UPK3A"
"14848","UPK3B","UPK3B"
"14849","UPP1","UPP1"
"14850","UPP2","UPP2"
"14851","UPRT","UPRT"
"14852","UQCC1","UQCC1"
"14853","UQCC2","UQCC2"
"14854","UQCC3","UQCC3"
"14855","UQCC4","UQCC4"
"14856","UQCR10","UQCR10"
"14857","UQCRB","UQCRB"
"14858","UQCRC1","UQCRC1"
"14859","UQCRC2","UQCRC2"
"14860","UQCRFS1","UQCRFS1"
"14861","UQCRH","UQCRH"
"14862","URB1","URB1"
"14863","URB2","URB2"
"14864","URGCP","URGCP"
"14865","URI1","URI1"
"14866","UROC1","UROC1"
"14867","UROD","UROD"
"14868","UROS","UROS"
"14869","USB1","USB1"
"14870","USE1","USE1"
"14871","USF1","USF1"
"14872","USF2","USF2"
"14873","USF3","USF3"
"14874","USH1C","USH1C"
"14875","USH1G","USH1G"
"14876","USH2A","USH2A"
"14877","USHBP1","USHBP1"
"14878","USO1","USO1"
"14879","USP1","USP1"
"14880","USP10","USP10"
"14881","USP12","USP12"
"14882","USP13","USP13"
"14883","USP14","USP14"
"14884","USP15","USP15"
"14885","USP16","USP16"
"14886","USP18","USP18"
"14887","USP19","USP19"
"14888","USP2","USP2"
"14889","USP20","USP20"
"14890","USP21","USP21"
"14891","USP22","USP22"
"14892","USP24","USP24"
"14893","USP25","USP25"
"14894","USP27X","USP27X"
"14895","USP28","USP28"
"14896","USP3","USP3"
"14897","USP30","USP30"
"14898","USP31","USP31"
"14899","USP33","USP33"
"14900","USP34","USP34"
"14901","USP35","USP35"
"14902","USP36","USP36"
"14903","USP37","USP37"
"14904","USP38","USP38"
"14905","USP39","USP39"
"14906","USP4","USP4"
"14907","USP40","USP40"
"14908","USP42","USP42"
"14909","USP43","USP43"
"14910","USP44","USP44"
"14911","USP45","USP45"
"14912","USP46","USP46"
"14913","USP47","USP47"
"14914","USP48","USP48"
"14915","USP49","USP49"
"14916","USP5","USP5"
"14917","USP50","USP50"
"14918","USP53","USP53"
"14919","USP54","USP54"
"14920","USP6NL","USP6NL"
"14921","USP7","USP7"
"14922","USP8","USP8"
"14923","USP9X","USP9X"
"14924","USPL1","USPL1"
"14925","UST","UST"
"14926","UTP11","UTP11"
"14927","UTP15","UTP15"
"14928","UTP18","UTP18"
"14929","UTP20","UTP20"
"14930","UTP23","UTP23"
"14931","UTP25","UTP25"
"14932","UTP3","UTP3"
"14933","UTP4","UTP4"
"14934","UTP6","UTP6"
"14935","UTS2","UTS2"
"14936","UVRAG","UVRAG"
"14937","UVSSA","UVSSA"
"14938","UXS1","UXS1"
"14939","UXT","UXT"
"14940","VAC14","VAC14"
"14941","VAMP1","VAMP1"
"14942","VAMP2","VAMP2"
"14943","VAMP4","VAMP4"
"14944","VAMP5","VAMP5"
"14945","VAMP7","VAMP7"
"14946","VAMP8","VAMP8"
"14947","VANGL1","VANGL1"
"14948","VANGL2","VANGL2"
"14949","VAPA","VAPA"
"14950","VAPB","VAPB"
"14951","VARS1","VARS1"
"14952","VARS2","VARS2"
"14953","VASH1","VASH1"
"14954","VASH2","VASH2"
"14955","VASN","VASN"
"14956","VASP","VASP"
"14957","VAT1","VAT1"
"14958","VAT1L","VAT1L"
"14959","VAV1","VAV1"
"14960","VAV2","VAV2"
"14961","VAV3","VAV3"
"14962","VAX1","VAX1"
"14963","VAX2","VAX2"
"14964","VCAN","VCAN"
"14965","VCL","VCL"
"14966","VCP","VCP"
"14967","VCPIP1","VCPIP1"
"14968","VCPKMT","VCPKMT"
"14969","VDAC1","VDAC1"
"14970","VDAC2","VDAC2"
"14971","VDAC3","VDAC3"
"14972","VDR","VDR"
"14973","VEGFA","VEGFA"
"14974","VEGFB","VEGFB"
"14975","VEGFC","VEGFC"
"14976","VEGFD","VEGFD"
"14977","VEPH1","VEPH1"
"14978","VEZF1","VEZF1"
"14979","VEZT","VEZT"
"14980","VGF","VGF"
"14981","VGLL1","VGLL1"
"14982","VGLL2","VGLL2"
"14983","VGLL3","VGLL3"
"14984","VGLL4","VGLL4"
"14985","VIL1","VIL1"
"14986","VILL","VILL"
"14987","VIM","VIM"
"14988","VIP","VIP"
"14989","VIPAS39","VIPAS39"
"14990","VIPR1","VIPR1"
"14991","VIPR2","VIPR2"
"14992","VIRMA","VIRMA"
"14993","VIT","VIT"
"14994","VKORC1","VKORC1"
"14995","VKORC1L1","VKORC1L1"
"14996","VLDLR","VLDLR"
"14997","VMA21","VMA21"
"14998","VMAC","VMAC"
"14999","VMO1","VMO1"
"15000","VMP1","VMP1"
"15001","VNN1","VNN1"
"15002","VNN2","VNN2"
"15003","VOPP1","VOPP1"
"15004","VPREB1","VPREB1"
"15005","VPREB3","VPREB3"
"15006","VPS11","VPS11"
"15007","VPS13A","VPS13A"
"15008","VPS13B","VPS13B"
"15009","VPS13C","VPS13C"
"15010","VPS13D","VPS13D"
"15011","VPS16","VPS16"
"15012","VPS18","VPS18"
"15013","VPS25","VPS25"
"15014","VPS26A","VPS26A"
"15015","VPS26B","VPS26B"
"15016","VPS26C","VPS26C"
"15017","VPS28","VPS28"
"15018","VPS29","VPS29"
"15019","VPS33A","VPS33A"
"15020","VPS33B","VPS33B"
"15021","VPS35","VPS35"
"15022","VPS35L","VPS35L"
"15023","VPS36","VPS36"
"15024","VPS37A","VPS37A"
"15025","VPS37B","VPS37B"
"15026","VPS37C","VPS37C"
"15027","VPS37D","VPS37D"
"15028","VPS39","VPS39"
"15029","VPS41","VPS41"
"15030","VPS45","VPS45"
"15031","VPS4A","VPS4A"
"15032","VPS4B","VPS4B"
"15033","VPS50","VPS50"
"15034","VPS51","VPS51"
"15035","VPS52","VPS52"
"15036","VPS53","VPS53"
"15037","VPS54","VPS54"
"15038","VPS72","VPS72"
"15039","VPS8","VPS8"
"15040","VPS9D1","VPS9D1"
"15041","VRK1","VRK1"
"15042","VRK2","VRK2"
"15043","VRK3","VRK3"
"15044","VSIG1","VSIG1"
"15045","VSIG10","VSIG10"
"15046","VSIG10L","VSIG10L"
