"","human_gene","pig_gene"
"13935","TINCR","TINCR"
"13936","TINF2","TINF2"
"13937","TIPARP","TIPARP"
"13938","TIPIN","TIPIN"
"13939","TIPRL","TIPRL"
"13940","TIRAP","TIRAP"
"13941","TJAP1","TJAP1"
"13942","TJP1","TJP1"
"13943","TJP2","TJP2"
"13944","TJP3","TJP3"
"13945","TK1","TK1"
"13946","TK2","TK2"
"13947","TKFC","TKFC"
"13948","TKT","TKT"
"13949","TKTL1","TKTL1"
"13950","TKTL2","TKTL2"
"13951","TLCD1","TLCD1"
"13952","TLCD2","TLCD2"
"13953","TLCD3A","TLCD3A"
"13954","TLCD3B","TLCD3B"
"13955","TLCD4","TLCD4"
"13956","TLCD5","TLCD5"
"13957","TLDC2","TLDC2"
"13958","TLE1","TLE1"
"13959","TLE3","TLE3"
"13960","TLE4","TLE4"
"13961","TLE5","TLE5"
"13962","TLE7","TLE7"
"13963","TLK1","TLK1"
"13964","TLK2","TLK2"
"13965","TLL1","TLL1"
"13966","TLL2","TLL2"
"13967","TLN1","TLN1"
"13968","TLN2","TLN2"
"13969","TLNRD1","TLNRD1"
"13970","TLR1","TLR1"
"13971","TLR10","TLR10"
"13972","TLR2","TLR2"
"13973","TLR3","TLR3"
"13974","TLR4","TLR4"
"13975","TLR5","TLR5"
"13976","TLR6","TLR6"
"13977","TLR7","TLR7"
"13978","TLR8","TLR8"
"13979","TLR9","TLR9"
"13980","TLX1","TLX1"
"13981","TLX2","TLX2"
"13982","TLX3","TLX3"
"13983","TM2D1","TM2D1"
"13984","TM2D2","TM2D2"
"13985","TM2D3","TM2D3"
"13986","TM4SF1","TM4SF1"
"13987","TM4SF18","TM4SF18"
"13988","TM4SF19","TM4SF19"
"13989","TM4SF20","TM4SF20"
"13990","TM4SF4","TM4SF4"
"13991","TM4SF5","TM4SF5"
"13992","TM6SF1","TM6SF1"
"13993","TM6SF2","TM6SF2"
"13994","TM7SF2","TM7SF2"
"13995","TM7SF3","TM7SF3"
"13996","TM9SF1","TM9SF1"
"13997","TM9SF2","TM9SF2"
"13998","TM9SF3","TM9SF3"
"13999","TM9SF4","TM9SF4"
"14000","TMA16","TMA16"
"14001","TMA7","TMA7"
"14002","TMBIM4","TMBIM4"
"14003","TMBIM6","TMBIM6"
"14004","TMC1","TMC1"
"14005","TMC2","TMC2"
"14006","TMC3","TMC3"
"14007","TMC4","TMC4"
"14008","TMC5","TMC5"
"14009","TMC6","TMC6"
"14010","TMC7","TMC7"
"14011","TMC8","TMC8"
"14012","TMCC1","TMCC1"
"14013","TMCC2","TMCC2"
"14014","TMCC3","TMCC3"
"14015","TMCO1","TMCO1"
"14016","TMCO2","TMCO2"
"14017","TMCO3","TMCO3"
"14018","TMCO4","TMCO4"
"14019","TMCO5A","TMCO5A"
"14020","TMCO6","TMCO6"
"14021","TMED1","TMED1"
"14022","TMED10","TMED10"
"14023","TMED2","TMED2"
"14024","TMED3","TMED3"
"14025","TMED4","TMED4"
"14026","TMED5","TMED5"
"14027","TMED6","TMED6"
"14028","TMED7","TMED7"
"14029","TMED8","TMED8"
"14030","TMED9","TMED9"
"14031","TMEFF1","TMEFF1"
"14032","TMEFF2","TMEFF2"
"14033","TMEM100","TMEM100"
"14034","TMEM101","TMEM101"
"14035","TMEM102","TMEM102"
"14036","TMEM104","TMEM104"
"14037","TMEM106A","TMEM106A"
"14038","TMEM106B","TMEM106B"
"14039","TMEM107","TMEM107"
"14040","TMEM108","TMEM108"
"14041","TMEM109","TMEM109"
"14042","TMEM11","TMEM11"
"14043","TMEM114","TMEM114"
"14044","TMEM115","TMEM115"
"14045","TMEM116","TMEM116"
"14046","TMEM117","TMEM117"
"14047","TMEM120A","TMEM120A"
"14048","TMEM120B","TMEM120B"
"14049","TMEM121","TMEM121"
"14050","TMEM125","TMEM125"
"14051","TMEM126A","TMEM126A"
"14052","TMEM126B","TMEM126B"
"14053","TMEM127","TMEM127"
"14054","TMEM128","TMEM128"
"14055","TMEM129","TMEM129"
"14056","TMEM130","TMEM130"
"14057","TMEM131","TMEM131"
"14058","TMEM131L","TMEM131L"
"14059","TMEM132A","TMEM132A"
"14060","TMEM132B","TMEM132B"
"14061","TMEM132C","TMEM132C"
"14062","TMEM132D","TMEM132D"
"14063","TMEM132E","TMEM132E"
"14064","TMEM134","TMEM134"
"14065","TMEM135","TMEM135"
"14066","TMEM138","TMEM138"
"14067","TMEM139","TMEM139"
"14068","TMEM140","TMEM140"
"14069","TMEM141","TMEM141"
"14070","TMEM143","TMEM143"
"14071","TMEM144","TMEM144"
"14072","TMEM145","TMEM145"
"14073","TMEM147","TMEM147"
"14074","TMEM14A","TMEM14A"
"14075","TMEM150A","TMEM150A"
"14076","TMEM150B","TMEM150B"
"14077","TMEM150C","TMEM150C"
"14078","TMEM151A","TMEM151A"
"14079","TMEM151B","TMEM151B"
"14080","TMEM154","TMEM154"
"14081","TMEM156","TMEM156"
"14082","TMEM158","TMEM158"
"14083","TMEM160","TMEM160"
"14084","TMEM161A","TMEM161A"
"14085","TMEM161B","TMEM161B"
"14086","TMEM163","TMEM163"
"14087","TMEM164","TMEM164"
"14088","TMEM165","TMEM165"
"14089","TMEM167A","TMEM167A"
"14090","TMEM167B","TMEM167B"
"14091","TMEM168","TMEM168"
"14092","TMEM169","TMEM169"
"14093","TMEM17","TMEM17"
"14094","TMEM170A","TMEM170A"
"14095","TMEM170B","TMEM170B"
"14096","TMEM171","TMEM171"
"14097","TMEM174","TMEM174"
"14098","TMEM175","TMEM175"
"14099","TMEM176B","TMEM176B"
"14100","TMEM177","TMEM177"
"14101","TMEM178A","TMEM178A"
"14102","TMEM178B","TMEM178B"
"14103","TMEM179","TMEM179"
"14104","TMEM179B","TMEM179B"
"14105","TMEM18","TMEM18"
"14106","TMEM181","TMEM181"
"14107","TMEM182","TMEM182"
"14108","TMEM183A","TMEM183A"
"14109","TMEM184A","TMEM184A"
"14110","TMEM184B","TMEM184B"
"14111","TMEM184C","TMEM184C"
"14112","TMEM185A","TMEM185A"
"14113","TMEM185B","TMEM185B"
"14114","TMEM186","TMEM186"
"14115","TMEM19","TMEM19"
"14116","TMEM190","TMEM190"
"14117","TMEM192","TMEM192"
"14118","TMEM196","TMEM196"
"14119","TMEM198","TMEM198"
"14120","TMEM199","TMEM199"
"14121","TMEM200A","TMEM200A"
"14122","TMEM200B","TMEM200B"
"14123","TMEM200C","TMEM200C"
"14124","TMEM201","TMEM201"
"14125","TMEM202","TMEM202"
"14126","TMEM203","TMEM203"
"14127","TMEM204","TMEM204"
"14128","TMEM205","TMEM205"
"14129","TMEM207","TMEM207"
"14130","TMEM209","TMEM209"
"14131","TMEM212","TMEM212"
"14132","TMEM213","TMEM213"
"14133","TMEM214","TMEM214"
"14134","TMEM215","TMEM215"
"14135","TMEM216","TMEM216"
"14136","TMEM217","TMEM217"
"14137","TMEM217B","TMEM217B"
"14138","TMEM218","TMEM218"
"14139","TMEM219","TMEM219"
"14140","TMEM220","TMEM220"
"14141","TMEM221","TMEM221"
"14142","TMEM222","TMEM222"
"14143","TMEM223","TMEM223"
"14144","TMEM225B","TMEM225B"
"14145","TMEM229A","TMEM229A"
"14146","TMEM230","TMEM230"
"14147","TMEM231","TMEM231"
"14148","TMEM232","TMEM232"
"14149","TMEM233","TMEM233"
"14150","TMEM234","TMEM234"
"14151","TMEM236","TMEM236"
"14152","TMEM237","TMEM237"
"14153","TMEM238","TMEM238"
"14154","TMEM238L","TMEM238L"
"14155","TMEM239","TMEM239"
"14156","TMEM240","TMEM240"
"14157","TMEM241","TMEM241"
"14158","TMEM242","TMEM242"
"14159","TMEM243","TMEM243"
"14160","TMEM244","TMEM244"
"14161","TMEM245","TMEM245"
"14162","TMEM248","TMEM248"
"14163","TMEM249","TMEM249"
"14164","TMEM25","TMEM25"
"14165","TMEM250","TMEM250"
"14166","TMEM252","TMEM252"
"14167","TMEM253","TMEM253"
"14168","TMEM254","TMEM254"
"14169","TMEM255A","TMEM255A"
"14170","TMEM255B","TMEM255B"
"14171","TMEM259","TMEM259"
"14172","TMEM26","TMEM26"
"14173","TMEM260","TMEM260"
"14174","TMEM262","TMEM262"
"14175","TMEM263","TMEM263"
"14176","TMEM265","TMEM265"
"14177","TMEM266","TMEM266"
"14178","TMEM267","TMEM267"
"14179","TMEM268","TMEM268"
"14180","TMEM270","TMEM270"
"14181","TMEM271","TMEM271"
"14182","TMEM272","TMEM272"
"14183","TMEM273","TMEM273"
"14184","TMEM275","TMEM275"
"14185","TMEM276","TMEM276"
"14186","TMEM30A","TMEM30A"
"14187","TMEM30B","TMEM30B"
"14188","TMEM31","TMEM31"
"14189","TMEM33","TMEM33"
"14190","TMEM35A","TMEM35A"
"14191","TMEM35B","TMEM35B"
"14192","TMEM38A","TMEM38A"
"14193","TMEM38B","TMEM38B"
"14194","TMEM39A","TMEM39A"
"14195","TMEM39B","TMEM39B"
"14196","TMEM40","TMEM40"
"14197","TMEM41A","TMEM41A"
"14198","TMEM41B","TMEM41B"
"14199","TMEM42","TMEM42"
"14200","TMEM43","TMEM43"
"14201","TMEM44","TMEM44"
"14202","TMEM45A","TMEM45A"
"14203","TMEM45B","TMEM45B"
"14204","TMEM47","TMEM47"
"14205","TMEM50A","TMEM50A"
"14206","TMEM50B","TMEM50B"
"14207","TMEM51","TMEM51"
"14208","TMEM52","TMEM52"
"14209","TMEM52B","TMEM52B"
"14210","TMEM53","TMEM53"
"14211","TMEM54","TMEM54"
"14212","TMEM59","TMEM59"
"14213","TMEM59L","TMEM59L"
"14214","TMEM60","TMEM60"
"14215","TMEM61","TMEM61"
"14216","TMEM62","TMEM62"
"14217","TMEM63A","TMEM63A"
"14218","TMEM63B","TMEM63B"
"14219","TMEM63C","TMEM63C"
"14220","TMEM64","TMEM64"
"14221","TMEM65","TMEM65"
"14222","TMEM67","TMEM67"
"14223","TMEM68","TMEM68"
"14224","TMEM69","TMEM69"
"14225","TMEM70","TMEM70"
"14226","TMEM71","TMEM71"
"14227","TMEM72","TMEM72"
"14228","TMEM74","TMEM74"
"14229","TMEM74B","TMEM74B"
"14230","TMEM79","TMEM79"
"14231","TMEM80","TMEM80"
"14232","TMEM81","TMEM81"
"14233","TMEM82","TMEM82"
"14234","TMEM86A","TMEM86A"
"14235","TMEM87A","TMEM87A"
"14236","TMEM87B","TMEM87B"
"14237","TMEM88","TMEM88"
"14238","TMEM88B","TMEM88B"
"14239","TMEM89","TMEM89"
"14240","TMEM8B","TMEM8B"
"14241","TMEM9","TMEM9"
"14242","TMEM91","TMEM91"
"14243","TMEM92","TMEM92"
"14244","TMEM94","TMEM94"
"14245","TMEM95","TMEM95"
"14246","TMEM97","TMEM97"
"14247","TMEM98","TMEM98"
"14248","TMEM9B","TMEM9B"
"14249","TMF1","TMF1"
"14250","TMIE","TMIE"
"14251","TMIGD1","TMIGD1"
"14252","TMIGD2","TMIGD2"
"14253","TMLHE","TMLHE"
"14254","TMOD1","TMOD1"
"14255","TMOD2","TMOD2"
"14256","TMOD3","TMOD3"
"14257","TMOD4","TMOD4"
"14258","TMPO","TMPO"
"14259","TMPPE","TMPPE"
"14260","TMPRSS11A","TMPRSS11A"
"14261","TMPRSS11B","TMPRSS11B"
"14262","TMPRSS11D","TMPRSS11D"
"14263","TMPRSS11E","TMPRSS11E"
"14264","TMPRSS11F","TMPRSS11F"
"14265","TMPRSS12","TMPRSS12"
"14266","TMPRSS13","TMPRSS13"
"14267","TMPRSS15","TMPRSS15"
"14268","TMPRSS2","TMPRSS2"
"14269","TMPRSS3","TMPRSS3"
"14270","TMPRSS4","TMPRSS4"
"14271","TMPRSS6","TMPRSS6"
"14272","TMPRSS7","TMPRSS7"
"14273","TMPRSS9","TMPRSS9"
"14274","TMSB4Y","TMSB4X"
"14275","TMT1A","TMT1A"
"14276","TMT1B","TMT1B"
"14277","TMTC1","TMTC1"
"14278","TMTC2","TMTC2"
"14279","TMTC3","TMTC3"
"14280","TMTC4","TMTC4"
"14281","TMUB1","TMUB1"
"14282","TMUB2","TMUB2"
"14283","TMX1","TMX1"
"14284","TMX2","TMX2"
"14285","TMX3","TMX3"
"14286","TMX4","TMX4"
"14287","TNC","TNC"
"14288","TNF","TNF"
"14289","TNFAIP1","TNFAIP1"
"14290","TNFAIP2","TNFAIP2"
"14291","TNFAIP3","TNFAIP3"
"14292","TNFAIP6","TNFAIP6"
"14293","TNFAIP8","TNFAIP8"
"14294","TNFAIP8L1","TNFAIP8L1"
"14295","TNFAIP8L2","TNFAIP8L2"
"14296","TNFAIP8L3","TNFAIP8L3"
"14297","TNFRSF11A","TNFRSF11A"
"14298","TNFRSF11B","TNFRSF11B"
"14299","TNFRSF12A","TNFRSF12A"
"14300","TNFRSF13C","TNFRSF13C"
"14301","TNFRSF17","TNFRSF17"
"14302","TNFRSF18","TNFRSF18"
"14303","TNFRSF19","TNFRSF19"
"14304","TNFRSF1A","TNFRSF1A"
"14305","TNFRSF1B","TNFRSF1B"
"14306","TNFRSF21","TNFRSF21"
"14307","TNFRSF25","TNFRSF25"
"14308","TNFRSF4","TNFRSF4"
"14309","TNFRSF9","TNFRSF9"
"14310","TNFSF11","TNFSF11"
"14311","TNFSF12","TNFSF12"
"14312","TNFSF13","TNFSF13"
"14313","TNFSF13B","TNFSF13B"
"14314","TNFSF14","TNFSF14"
"14315","TNFSF15","TNFSF15"
"14316","TNFSF18","TNFSF18"
"14317","TNFSF4","TNFSF4"
"14318","TNFSF8","TNFSF8"
"14319","TNFSF9","TNFSF9"
"14320","TNIK","TNIK"
"14321","TNIP1","TNIP1"
"14322","TNIP2","TNIP2"
"14323","TNIP3","TNIP3"
"14324","TNK1","TNK1"
"14325","TNK2","TNK2"
"14326","TNKS","TNKS"
"14327","TNKS2","TNKS2"
"14328","TNMD","TNMD"
"14329","TNN","TNN"
"14330","TNNC1","TNNC1"
"14331","TNNC2","TNNC2"
"14332","TNNI1","TNNI1"
"14333","TNNI2","TNNI2"
"14334","TNNI3","TNNI3"
"14335","TNNI3K","TNNI3K"
"14336","TNNT1","TNNT1"
"14337","TNNT2","TNNT2"
"14338","TNNT3","TNNT3"
"14339","TNP1","TNP1"
"14340","TNP2","TNP2"
"14341","TNPO1","TNPO1"
"14342","TNPO2","TNPO2"
"14343","TNPO3","TNPO3"
"14344","TNR","TNR"
"14345","TNRC18","TNRC18"
"14346","TNRC6A","TNRC6A"
"14347","TNRC6B","TNRC6B"
"14348","TNRC6C","TNRC6C"
"14349","TNS1","TNS1"
"14350","TNS2","TNS2"
"14351","TNS3","TNS3"
"14352","TNS4","TNS4"
"14353","TNXB","TNXB"
"14354","TOB2","TOB2"
"14355","TOE1","TOE1"
"14356","TOGARAM1","TOGARAM1"
"14357","TOGARAM2","TOGARAM2"
"14358","TOLLIP","TOLLIP"
"14359","TOM1","TOM1"
"14360","TOM1L1","TOM1L1"
"14361","TOM1L2","TOM1L2"
"14362","TOMM20","TOMM20"
"14363","TOMM20L","TOMM20L"
"14364","TOMM22","TOMM22"
"14365","TOMM34","TOMM34"
"14366","TOMM40","TOMM40"
"14367","TOMM40L","TOMM40L"
"14368","TOMM7","TOMM7"
"14369","TOMM70","TOMM70"
"14370","TOMT","TOMT"
"14371","TONSL","TONSL"
"14372","TOP1MT","TOP1MT"
"14373","TOP2A","TOP2A"
"14374","TOP2B","TOP2B"
"14375","TOP3A","TOP3A"
"14376","TOP3B","TOP3B"
"14377","TOPAZ1","TOPAZ1"
"14378","TOPBP1","TOPBP1"
"14379","TOPORS","TOPORS"
"14380","TOR1A","TOR1A"
"14381","TOR1AIP1","TOR1AIP1"
"14382","TOR1AIP2","TOR1AIP2"
"14383","TOR1B","TOR1B"
"14384","TOR2A","TOR2A"
"14385","TOR3A","TOR3A"
"14386","TOR4A","TOR4A"
"14387","TOX","TOX"
"14388","TOX2","TOX2"
"14389","TOX3","TOX3"
"14390","TOX4","TOX4"
"14391","TP53","TP53"
"14392","TP53BP1","TP53BP1"
"14393","TP53BP2","TP53BP2"
"14394","TP53I11","TP53I11"
"14395","TP53I13","TP53I13"
"14396","TP53I3","TP53I3"
"14397","TP53INP1","TP53INP1"
"14398","TP53INP2","TP53INP2"
"14399","TP53RK","TP53RK"
"14400","TP53TG5","TP53TG5"
"14401","TP63","TP63"
"14402","TP73","TP73"
"14403","TPBG","TPBG"
"14404","TPCN1","TPCN1"
"14405","TPCN2","TPCN2"
"14406","TPD52","TPD52"
"14407","TPD52L1","TPD52L1"
"14408","TPD52L2","TPD52L2"
"14409","TPD52L3","TPD52L3"
"14410","TPGS1","TPGS1"
"14411","TPGS2","TPGS2"
"14412","TPH1","TPH1"
"14413","TPH2","TPH2"
"14414","TPI1","TPI1"
"14415","TPK1","TPK1"
"14416","TPM1","TPM1"
"14417","TPM2","TPM2"
"14418","TPM4","TPM4"
"14419","TPMT","TPMT"
"14420","TPO","TPO"
"14421","TPP1","TPP1"
"14422","TPP2","TPP2"
"14423","TPPP","TPPP"
"14424","TPPP2","TPPP2"
"14425","TPPP3","TPPP3"
"14426","TPR","TPR"
"14427","TPRG1","TPRG1"
"14428","TPRG1L","TPRG1L"
"14429","TPRKB","TPRKB"
"14430","TPST1","TPST1"
"14431","TPT1","TPT1"
"14432","TPX2","TPX2"
"14433","TRA2A","TRA2A"
"14434","TRA2B","TRA2B"
"14435","TRABD","TRABD"
"14436","TRABD2B","TRABD2B"
"14437","TRADD","TRADD"
"14438","TRAF1","TRAF1"
"14439","TRAF2","TRAF2"
"14440","TRAF3","TRAF3"
"14441","TRAF3IP1","TRAF3IP1"
"14442","TRAF3IP2","TRAF3IP2"
"14443","TRAF3IP3","TRAF3IP3"
"14444","TRAF4","TRAF4"
"14445","TRAF5","TRAF5"
"14446","TRAF6","TRAF6"
"14447","TRAF7","TRAF7"
"14448","TRAFD1","TRAFD1"
"14449","TRAIP","TRAIP"
"14450","TRAK1","TRAK1"
"14451","TRAK2","TRAK2"
"14452","TRAM1","TRAM1"
"14453","TRAM1L1","TRAM1L1"
"14454","TRAM2","TRAM2"
"14455","TRANK1","TRANK1"
"14456","TRAP1","TRAP1"
"14457","TRAPPC10","TRAPPC10"
"14458","TRAPPC11","TRAPPC11"
"14459","TRAPPC12","TRAPPC12"
"14460","TRAPPC13","TRAPPC13"
"14461","TRAPPC14","TRAPPC14"
"14462","TRAPPC2B","TRAPPC2"
"14463","TRAPPC2L","TRAPPC2L"
"14464","TRAPPC3","TRAPPC3"
"14465","TRAPPC3L","TRAPPC3L"
"14466","TRAPPC4","TRAPPC4"
"14467","TRAPPC5","TRAPPC5"
"14468","TRAPPC6A","TRAPPC6A"
"14469","TRAPPC6B","TRAPPC6B"
"14470","TRAPPC8","TRAPPC8"
"14471","TRAPPC9","TRAPPC9"
"14472","TRARG1","TRARG1"
"14473","TRAT1","TRAT1"
"14474","TRAV4","TRAV4"
"14475","TRAV6","TRAV6"
"14476","TRBV19","TRBV19"
"14477","TRBV25-1","TRBV25-1"
"14478","TRBV27","TRBV27"
"14479","TRBV3-1","TRBV3-1"
"14480","TRBV30","TRBV30"
"14481","TRDMT1","TRDMT1"
"14482","TRDN","TRDN"
"14483","TREH","TREH"
"14484","TREM1","TREM1"
"14485","TREM2","TREM2"
"14486","TREML1","TREML1"
"14487","TRERF1","TRERF1"
"14488","TREX1","TREX1"
"14489","TRH","TRH"
"14490","TRHDE","TRHDE"
"14491","TRHR","TRHR"
"14492","TRIB1","TRIB1"
"14493","TRIB2","TRIB2"
"14494","TRIB3","TRIB3"
"14495","TRIM10","TRIM10"
"14496","TRIM11","TRIM11"
"14497","TRIM13","TRIM13"
"14498","TRIM14","TRIM14"
"14499","TRIM15","TRIM15"
"14500","TRIM16","TRIM16"
"14501","TRIM17","TRIM17"
"14502","TRIM2","TRIM2"
"14503","TRIM21","TRIM21"
"14504","TRIM23","TRIM23"
"14505","TRIM24","TRIM24"
"14506","TRIM25","TRIM25"
"14507","TRIM26","TRIM26"
"14508","TRIM27","TRIM27"
"14509","TRIM28","TRIM28"
"14510","TRIM29","TRIM29"
"14511","TRIM3","TRIM3"
"14512","TRIM32","TRIM32"
"14513","TRIM33","TRIM33"
"14514","TRIM34","TRIM34"
"14515","TRIM35","TRIM35"
"14516","TRIM36","TRIM36"
"14517","TRIM37","TRIM37"
"14518","TRIM38","TRIM38"
"14519","TRIM39","TRIM39"
"14520","TRIM4","TRIM4"
"14521","TRIM40","TRIM40"
"14522","TRIM41","TRIM41"
"14523","TRIM42","TRIM42"
"14524","TRIM44","TRIM44"
"14525","TRIM45","TRIM45"
"14526","TRIM46","TRIM46"
"14527","TRIM47","TRIM47"
"14528","TRIM50","TRIM50"
"14529","TRIM52","TRIM52"
"14530","TRIM55","TRIM55"
"14531","TRIM56","TRIM56"
"14532","TRIM58","TRIM58"
"14533","TRIM59","TRIM59"
"14534","TRIM6","TRIM6"
"14535","TRIM62","TRIM62"
"14536","TRIM63","TRIM63"
"14537","TRIM65","TRIM65"
"14538","TRIM66","TRIM66"
"14539","TRIM67","TRIM67"
"14540","TRIM68","TRIM68"
"14541","TRIM69","TRIM69"
"14542","TRIM7","TRIM7"
"14543","TRIM71","TRIM71"
"14544","TRIM72","TRIM72"
"14545","TRIM77","TRIM77"
"14546","TRIM8","TRIM8"
"14547","TRIM9","TRIM9"
"14548","TRIML1","TRIML1"
"14549","TRIML2","TRIML2"
"14550","TRIO","TRIO"
"14551","TRIP10","TRIP10"
"14552","TRIP11","TRIP11"
"14553","TRIP12","TRIP12"
"14554","TRIP13","TRIP13"
"14555","TRIP4","TRIP4"
"14556","TRIP6","TRIP6"
"14557","TRIQK","TRIQK"
"14558","TRIR","TRIR"
"14559","TRIT1","TRIT1"
"14560","HEMGN","TRMO"
"14561","TRMT1","TRMT1"
"14562","TRMT10A","TRMT10A"
"14563","TRMT10B","TRMT10B"
"14564","TRMT10C","TRMT10C"
"14565","TRMT11","TRMT11"
"14566","TRMT112","TRMT112"
"14567","TRMT13","TRMT13"
"14568","TRMT1L","TRMT1L"
"14569","TRMT2A","TRMT2A"
"14570","TRMT2B","TRMT2B"
"14571","TRMT44","TRMT44"
"14572","TRMT5","TRMT5"
"14573","TRMT6","TRMT6"
"14574","TRMT61A","TRMT61A"
"14575","TRMT61B","TRMT61B"
"14576","TRMT9B","TRMT9B"
"14577","TRMU","TRMU"
"14578","TRNAU1AP","TRNAU1AP"
"14579","TRNP1","TRNP1"
"14580","TRNT1","TRNT1"
"14581","TRO","TRO"
"14582","TROAP","TROAP"
"14583","TRPA1","TRPA1"
"14584","TRPC1","TRPC1"
"14585","TRPC3","TRPC3"
"14586","TRPC4","TRPC4"
"14587","TRPC4AP","TRPC4AP"
"14588","TRPC5","TRPC5"
"14589","TRPC6","TRPC6"
"14590","TRPC7","TRPC7"
"14591","TRPM1","TRPM1"
"14592","TRPM2","TRPM2"
"14593","TRPM3","TRPM3"
"14594","TRPM4","TRPM4"
"14595","TRPM5","TRPM5"
"14596","TRPM6","TRPM6"
"14597","TRPM7","TRPM7"
"14598","TRPM8","TRPM8"
"14599","TRPS1","TRPS1"
"14600","TRPT1","TRPT1"
"14601","TRPV1","TRPV1"
"14602","TRPV2","TRPV2"
"14603","TRPV3","TRPV3"
"14604","TRPV4","TRPV4"
"14605","TRPV5","TRPV5"
"14606","TRPV6","TRPV6"
"14607","TRRAP","TRRAP"
"14608","TRUB1","TRUB1"
"14609","TRUB2","TRUB2"
"14610","TSACC","TSACC"
"14611","TSC1","TSC1"
"14612","TSC2","TSC2"
"14613","TSC22D2","TSC22D2"
"14614","TSC22D3","TSC22D3"
"14615","TSC22D4","TSC22D4"
"14616","TSEN15","TSEN15"
"14617","TSEN2","TSEN2"
"14618","TSEN34","TSEN34"
"14619","TSEN54","TSEN54"
"14620","TSFM","TSFM"
"14621","TSGA10","TSGA10"
"14622","TSGA10IP","TSGA10IP"
"14623","TSGA13","TSGA13"
"14624","TSHB","TSHB"
"14625","TSHR","TSHR"
"14626","TSHZ1","TSHZ1"
"14627","TSHZ3","TSHZ3"
"14628","TSKS","TSKS"
"14629","TSKU","TSKU"
"14630","TSN","TSN"
"14631","TSNAX","TSNAX"
"14632","TSNAXIP1","TSNAXIP1"
"14633","TSPAN1","TSPAN1"
"14634","TSPAN10","TSPAN10"
"14635","TSPAN11","TSPAN11"
"14636","TSPAN12","TSPAN12"
"14637","TSPAN13","TSPAN13"
"14638","TSPAN14","TSPAN14"
"14639","TSPAN15","TSPAN15"
"14640","TSPAN17","TSPAN17"
"14641","TSPAN18","TSPAN18"
"14642","TSPAN19","TSPAN19"
"14643","TSPAN2","TSPAN2"
"14644","TSPAN3","TSPAN3"
"14645","TSPAN31","TSPAN31"
"14646","TSPAN32","TSPAN32"
"14647","TSPAN33","TSPAN33"
"14648","TSPAN4","TSPAN4"
"14649","TSPAN5","TSPAN5"
"14650","TSPAN6","TSPAN6"
"14651","TSPAN7","TSPAN7"
"14652","TSPAN9","TSPAN9"
"14653","TSPEAR","TSPEAR"
"14654","TSPO","TSPO"
"14655","TSPO2","TSPO2"
"14656","TSPOAP1","TSPOAP1"
"14657","TSPYL1","TSPYL1"
"14658","TSPYL2","TSPYL2"
"14659","TSPYL4","TSPYL4"
"14660","TSPYL5","TSPYL5"
"14661","TSR1","TSR1"
"14662","TSR2","TSR2"
"14663","TSR3","TSR3"
"14664","TSSC4","TSSC4"
"14665","TSSK1B","TSSK1B"
"14666","TSSK2","TSSK2"
"14667","TSSK3","TSSK3"
"14668","TSSK4","TSSK4"
"14669","TSSK6","TSSK6"
"14670","TST","TST"
"14671","TSTD1","TSTD1"
"14672","TSTD2","TSTD2"
"14673","TTBK1","TTBK1"
"14674","TTBK2","TTBK2"
"14675","TTC1","TTC1"
"14676","TTC12","TTC12"
"14677","TTC13","TTC13"
"14678","TTC14","TTC14"
"14679","TTC16","TTC16"
"14680","TTC17","TTC17"
"14681","TTC19","TTC19"
"14682","TTC21A","TTC21A"
"14683","TTC21B","TTC21B"
"14684","TTC22","TTC22"
"14685","TTC23","TTC23"
"14686","TTC23L","TTC23L"
"14687","TTC24","TTC24"
"14688","TTC27","TTC27"
"14689","TTC28","TTC28"
"14690","TTC29","TTC29"
"14691","TTC3","TTC3"
"14692","TTC31","TTC31"
"14693","TTC32","TTC32"
"14694","TTC33","TTC33"
"14695","TTC34","TTC34"
"14696","TTC38","TTC38"
"14697","TTC39A","TTC39A"
"14698","TTC39B","TTC39B"
"14699","TTC39C","TTC39C"
"14700","TTC4","TTC4"
"14701","TTC5","TTC5"
"14702","TTC6","TTC6"
"14703","TTC7A","TTC7A"
"14704","TTC7B","TTC7B"
"14705","TTC8","TTC8"
"14706","TTC9","TTC9"
"14707","TTC9B","TTC9B"
"14708","TTC9C","TTC9C"
"14709","TTF1","TTF1"
"14710","TTF2","TTF2"
"14711","TTI1","TTI1"
"14712","TTI2","TTI2"
"14713","TTK","TTK"
"14714","TTLL1","TTLL1"
"14715","TTLL10","TTLL10"
"14716","TTLL11","TTLL11"
"14717","TTLL12","TTLL12"
"14718","TTLL13","TTLL13"
"14719","TTLL3","TTLL3"
"14720","TTLL4","TTLL4"
"14721","TTLL5","TTLL5"
"14722","TTLL6","TTLL6"
"14723","TTLL7","TTLL7"
"14724","TTLL8","TTLL8"
"14725","TTLL9","TTLL9"
"14726","TTPA","TTPA"
"14727","TTPAL","TTPAL"
"14728","TTR","TTR"
"14729","TTYH1","TTYH1"
"14730","TTYH2","TTYH2"
"14731","TTYH3","TTYH3"
"14732","TUB","TUB"
"14733","TUBA1A","TUBA1A"
"14734","TUBA1B","TUBA1B"
"14735","TUBA3C","TUBA3C"
"14736","TUBA4A","TUBA4A"
"14737","TUBA8","TUBA8"
"14738","TUBAL3","TUBAL3"
"14739","TUBB","TUBB"
