"","human_gene","dog_gene"
"13892","TRMT112","TRMT112"
"13893","TRMT13","TRMT13"
"13894","TRMT1L","TRMT1L"
"13895","TRMT2A","TRMT2A"
"13896","TRMT44","TRMT44"
"13897","TRMT5","TRMT5"
"13898","TRMT6","TRMT6"
"13899","TRMT61A","TRMT61A"
"13900","TRMT9B","TRMT9B"
"13901","TRMU","TRMU"
"13902","TRNAU1AP","TRNAU1AP"
"13903","TRNP1","TRNP1"
"13904","TRNT1","TRNT1"
"13905","TRPA1","TRPA1"
"13906","TRPC1","TRPC1"
"13907","TRPC3","TRPC3"
"13908","TRPC4","TRPC4"
"13909","TRPC4AP","TRPC4AP"
"13910","TRPC5","TRPC5"
"13911","TRPC5OS","TRPC5OS"
"13912","TRPC7","TRPC7"
"13913","TRPM1","TRPM1"
"13914","TRPM2","TRPM2"
"13915","TRPM3","TRPM3"
"13916","TRPM4","TRPM4"
"13917","TRPM5","TRPM5"
"13918","TRPM6","TRPM6"
"13919","TRPM7","TRPM7"
"13920","TRPM8","TRPM8"
"13921","TRPS1","TRPS1"
"13922","TRPT1","TRPT1"
"13923","TRPV1","TRPV1"
"13924","TRPV2","TRPV2"
"13925","TRPV3","TRPV3"
"13926","TRPV4","TRPV4"
"13927","TRPV5","TRPV5"
"13928","TRPV6","TRPV6"
"13929","TRRAP","TRRAP"
"13930","TRUB1","TRUB1"
"13931","TRUB2","TRUB2"
"13932","TSC1","TSC1"
"13933","TSC2","TSC2"
"13934","TSC22D1","TSC22D1"
"13935","TSC22D2","TSC22D2"
"13936","TSC22D3","TSC22D3"
"13937","TSC22D4","TSC22D4"
"13938","TSEN2","TSEN2"
"13939","TSEN34","TSEN34"
"13940","TSEN54","TSEN54"
"13941","TSFM","TSFM"
"13942","TSG101","TSG101"
"13943","TSGA10","TSGA10"
"13944","TSGA10IP","TSGA10IP"
"13945","TSGA13","TSGA13"
"13946","TSHB","TSHB"
"13947","TSHR","TSHR"
"13948","TSHZ1","TSHZ1"
"13949","TSHZ2","TSHZ2"
"13950","TSHZ3","TSHZ3"
"13951","TSKS","TSKS"
"13952","TSKU","TSKU"
"13953","TSN","TSN"
"13954","TSNAX","TSNAX"
"13955","TSNAXIP1","TSNAXIP1"
"13956","TSPAN1","TSPAN1"
"13957","TSPAN11","TSPAN11"
"13958","TSPAN12","TSPAN12"
"13959","TSPAN13","TSPAN13"
"13960","TSPAN15","TSPAN15"
"13961","TSPAN17","TSPAN17"
"13962","TSPAN18","TSPAN18"
"13963","TSPAN19","TSPAN19"
"13964","TSPAN2","TSPAN2"
"13965","TSPAN31","TSPAN31"
"13966","TSPAN32","TSPAN32"
"13967","TSPAN33","TSPAN33"
"13968","TSPAN4","TSPAN4"
"13969","TSPAN5","TSPAN5"
"13970","TSPAN6","TSPAN6"
"13971","TSPAN7","TSPAN7"
"13972","TSPAN8","TSPAN8"
"13973","TSPAN9","TSPAN9"
"13974","TSPEAR","TSPEAR"
"13975","TSPO","TSPO"
"13976","TSPO2","TSPO2"
"13977","TSPOAP1","TSPOAP1"
"13978","TSPYL5","TSPYL5"
"13979","TSR1","TSR1"
"13980","TSR2","TSR2"
"13981","TSSC4","TSSC4"
"13982","TSSK1B","TSSK1B"
"13983","TSSK2","TSSK2"
"13984","TSSK3","TSSK3"
"13985","TSSK4","TSSK4"
"13986","TSSK6","TSSK6"
"13987","TST","TST"
"13988","GFUS","TSTA3"
"13989","TSTD1","TSTD1"
"13990","TSTD2","TSTD2"
"13991","TTBK1","TTBK1"
"13992","TTBK2","TTBK2"
"13993","TTC1","TTC1"
"13994","TTC12","TTC12"
"13995","TTC13","TTC13"
"13996","TTC14","TTC14"
"13997","TTC16","TTC16"
"13998","TTC17","TTC17"
"13999","TTC21A","TTC21A"
"14000","TTC21B","TTC21B"
"14001","TTC22","TTC22"
"14002","TTC23","TTC23"
"14003","TTC23L","TTC23L"
"14004","IFT56","TTC26"
"14005","TTC27","TTC27"
"14006","TTC28","TTC28"
"14007","TTC29","TTC29"
"14008","TTC3","TTC3"
"14009","IFT70A","TTC30A"
"14010","TTC31","TTC31"
"14011","TTC32","TTC32"
"14012","TTC33","TTC33"
"14013","TTC34","TTC34"
"14014","TTC36","TTC36"
"14015","SKIC3","TTC37"
"14016","TTC38","TTC38"
"14017","TTC39A","TTC39A"
"14018","TTC39B","TTC39B"
"14019","TTC39C","TTC39C"
"14020","TTC4","TTC4"
"14021","TTC5","TTC5"
"14022","TTC6","TTC6"
"14023","TTC7A","TTC7A"
"14024","TTC7B","TTC7B"
"14025","TTC8","TTC8"
"14026","TTC9","TTC9"
"14027","TTC9B","TTC9B"
"14028","TTC9C","TTC9C"
"14029","TTF1","TTF1"
"14030","TTI1","TTI1"
"14031","TTI2","TTI2"
"14032","TTK","TTK"
"14033","TTL","TTL"
"14034","TTLL1","TTLL1"
"14035","TTLL10","TTLL10"
"14036","TTLL11","TTLL11"
"14037","TTLL12","TTLL12"
"14038","TTLL13","TTLL13"
"14039","TTLL3","TTLL3"
"14040","TTLL4","TTLL4"
"14041","TTLL5","TTLL5"
"14042","TTLL6","TTLL6"
"14043","TTLL7","TTLL7"
"14044","TTLL8","TTLL8"
"14045","TTLL9","TTLL9"
"14046","TTPA","TTPA"
"14047","TTPAL","TTPAL"
"14048","TTR","TTR"
"14049","TTYH1","TTYH1"
"14050","TTYH2","TTYH2"
"14051","TUB","TUB"
"14052","TUBA1B","TUBA1B"
"14053","TUBA4A","TUBA4A"
"14054","TUBA8","TUBA8"
"14055","TUBAL3","TUBAL3"
"14056","TUBB","TUBB"
"14057","TUBB1","TUBB1"
"14058","TUBB2B","TUBB2B"
"14059","TUBB4A","TUBB4A"
"14060","TUBB4B","TUBB4B"
"14061","TUBB6","TUBB6"
"14062","TUBD1","TUBD1"
"14063","TUBE1","TUBE1"
"14064","TUBG1","TUBG1"
"14065","TUBGCP2","TUBGCP2"
"14066","TUBGCP3","TUBGCP3"
"14067","TUBGCP4","TUBGCP4"
"14068","TUBGCP6","TUBGCP6"
"14069","TUFM","TUFM"
"14070","TUFT1","TUFT1"
"14071","TULP1","TULP1"
"14072","TULP2","TULP2"
"14073","TULP3","TULP3"
"14074","TULP4","TULP4"
"14075","TUNAR","TUNAR"
"14076","TUSC1","TUSC1"
"14077","TUSC2","TUSC2"
"14078","TUSC3","TUSC3"
"14079","TUT1","TUT1"
"14080","TUT4","TUT4"
"14081","TUT7","TUT7"
"14082","TVP23A","TVP23A"
"14083","TVP23B","TVP23B"
"14084","TWF1","TWF1"
"14085","TWF2","TWF2"
"14086","TWIST1","TWIST1"
"14087","TWIST2","TWIST2"
"14088","TWNK","TWNK"
"14089","TWSG1","TWSG1"
"14090","TXK","TXK"
"14091","TXLNA","TXLNA"
"14092","TXLNB","TXLNB"
"14093","TXLNG","TXLNG"
"14094","TXNDC11","TXNDC11"
"14095","RAB3B","TXNDC12"
"14096","TXNDC15","TXNDC15"
"14097","TXNDC16","TXNDC16"
"14098","TXNDC17","TXNDC17"
"14099","TXNDC9","TXNDC9"
"14100","TXNIP","TXNIP"
"14101","TXNL1","TXNL1"
"14102","TXNL4A","TXNL4A"
"14103","TXNL4B","TXNL4B"
"14104","TXNRD1","TXNRD1"
"14105","TXNRD2","TXNRD2"
"14106","TXNRD3","TXNRD3"
"14107","TYK2","TYK2"
"14108","TYMS","TYMS"
"14109","TYR","TYR"
"14110","TYRO3","TYRO3"
"14111","TYROBP","TYROBP"
"14112","TYRP1","TYRP1"
"14113","TYSND1","TYSND1"
"14114","TYW3","TYW3"
"14115","TYW5","TYW5"
"14116","U1","U1"
"14117","RNU12","U12"
"14118","RNU2-1","U2"
"14119","U2AF1","U2AF1"
"14120","U2AF1L4","U2AF1L4"
"14121","U2AF2","U2AF2"
"14122","U2SURP","U2SURP"
"14123","SNORD3D","U3"
"14124","RNU4-2","U4"
"14125","RNU5B-1","U5"
"14126","RNU6-3P","U6"
"14127","RNU7-127P","U7"
"14128","SNORD118","U8"
"14129","UACA","UACA"
"14130","UAP1","UAP1"
"14131","UBA1","UBA1"
"14132","UBA2","UBA2"
"14133","UBA3","UBA3"
"14134","UBA5","UBA5"
"14135","UBA52","UBA52"
"14136","UBA6","UBA6"
"14137","UBAC1","UBAC1"
"14138","UBAC2","UBAC2"
"14139","UBALD1","UBALD1"
"14140","UBALD2","UBALD2"
"14141","UBAP1","UBAP1"
"14142","UBAP1L","UBAP1L"
"14143","UBAP2","UBAP2"
"14144","UBASH3A","UBASH3A"
"14145","UBASH3B","UBASH3B"
"14146","UBB","UBB"
"14147","UBE2A","UBE2A"
"14148","UBE2B","UBE2B"
"14149","UBE2C","UBE2C"
"14150","UBE2D1","UBE2D1"
"14151","UBE2D2","UBE2D2"
"14152","UBE2D3","UBE2D3"
"14153","UBE2E2","UBE2E2"
"14154","UBE2E3","UBE2E3"
"14155","UBE2F","UBE2F"
"14156","UBE2G1","UBE2G1"
"14157","UBE2G2","UBE2G2"
"14158","UBE2H","UBE2H"
"14159","UBE2J1","UBE2J1"
"14160","UBE2J2","UBE2J2"
"14161","UBE2K","UBE2K"
"14162","UBE2L6","UBE2L6"
"14163","UBE2M","UBE2M"
"14164","UBE2Q1","UBE2Q1"
"14165","UBE2QL1","UBE2QL1"
"14166","UBE2R2","UBE2R2"
"14167","UBE2S","UBE2S"
"14168","UBE2T","UBE2T"
"14169","UBE2U","UBE2U"
"14170","UBE2V1","UBE2V1"
"14171","UBE2V2","UBE2V2"
"14172","UBE2W","UBE2W"
"14173","UBE2Z","UBE2Z"
"14174","UBE3B","UBE3B"
"14175","UBE3C","UBE3C"
"14176","UBE3D","UBE3D"
"14177","UBE4B","UBE4B"
"14178","UBFD1","UBFD1"
"14179","UBIAD1","UBIAD1"
"14180","UBL3","UBL3"
"14181","UBL4A","UBL4A"
"14182","UBL4B","UBL4B"
"14183","UBL7","UBL7"
"14184","UBLCP1","UBLCP1"
"14185","UBN1","UBN1"
"14186","UBN2","UBN2"
"14187","FASTKD5","UBOX5"
"14188","UBP1","UBP1"
"14189","UBQLN1","UBQLN1"
"14190","UBQLN3","UBQLN3"
"14191","UBQLN4","UBQLN4"
"14192","UBR1","UBR1"
"14193","UBR2","UBR2"
"14194","UBR3","UBR3"
"14195","UBR4","UBR4"
"14196","UBR5","UBR5"
"14197","UBR7","UBR7"
"14198","UBTD1","UBTD1"
"14199","UBTD2","UBTD2"
"14200","UBTF","UBTF"
"14201","UBXN1","UBXN1"
"14202","UBXN10","UBXN10"
"14203","UBXN11","UBXN11"
"14204","UBXN2B","UBXN2B"
"14205","UBXN4","UBXN4"
"14206","UBXN6","UBXN6"
"14207","UBXN8","UBXN8"
"14208","UCHL3","UCHL3"
"14209","UCHL5","UCHL5"
"14210","UCK1","UCK1"
"14211","UCK2","UCK2"
"14212","UCKL1","UCKL1"
"14213","UCMA","UCMA"
"14214","UCN","UCN"
"14215","UCP1","UCP1"
"14216","UCP2","UCP2"
"14217","UCP3","UCP3"
"14218","UEVLD","UEVLD"
"14219","UFC1","UFC1"
"14220","UFD1","UFD1"
"14221","UFL1","UFL1"
"14222","UFSP2","UFSP2"
"14223","UGCG","UGCG"
"14224","UGGT1","UGGT1"
"14225","UGGT2","UGGT2"
"14226","UGP2","UGP2"
"14227","UGT1A8","UGT1A6"
"14228","UGT3A2","UGT3A2"
"14229","UGT8","UGT8"
"14230","UHMK1","UHMK1"
"14231","UHRF1","UHRF1"
"14232","UHRF2","UHRF2"
"14233","UIMC1","UIMC1"
"14234","ULK2","ULK2"
"14235","ULK3","ULK3"
"14236","ULK4","ULK4"
"14237","UMOD","UMOD"
"14238","UMODL1","UMODL1"
"14239","UMPS","UMPS"
"14240","UNC119","UNC119"
"14241","UNC119B","UNC119B"
"14242","UNC13A","UNC13A"
"14243","UNC13B","UNC13B"
"14244","UNC13C","UNC13C"
"14245","UNC13D","UNC13D"
"14246","UNC45A","UNC45A"
"14247","UNC45B","UNC45B"
"14248","UNC50","UNC50"
"14249","UNC5A","UNC5A"
"14250","UNC5B","UNC5B"
"14251","UNC5C","UNC5C"
"14252","UNC5CL","UNC5CL"
"14253","UNC5D","UNC5D"
"14254","UNC79","UNC79"
"14255","UNC80","UNC80"
"14256","UNC93A","UNC93A"
"14257","UNC93B1","UNC93B1"
"14258","UNCX","UNCX"
"14259","UNG","UNG"
"14260","UNK","UNK"
"14261","UNKL","UNKL"
"14262","UPB1","UPB1"
"14263","UPF1","UPF1"
"14264","UPF2","UPF2"
"14265","UPF3B","UPF3B"
"14266","UPK1A","UPK1A"
"14267","UPK1B","UPK1B"
"14268","UPK2","UPK2"
"14269","UPK3A","UPK3A"
"14270","UPK3BL1","UPK3BL2"
"14271","UPRT","UPRT"
"14272","UQCC1","UQCC1"
"14273","UQCC2","UQCC2"
"14274","UQCC3","UQCC3"
"14275","UQCC6","UQCC6"
"14276","UQCR11","UQCR11"
"14277","UQCRC1","UQCRC1"
"14278","UQCRC2","UQCRC2"
"14279","UQCRFS1","UQCRFS1"
"14280","UQCRH","UQCRH"
"14281","UQCRQ","UQCRQ"
"14282","URB1","URB1"
"14283","URB2","URB2"
"14284","URGCP","URGCP"
"14285","URI1","URI1"
"14286","URM1","URM1"
"14287","UROC1","UROC1"
"14288","UROD","UROD"
"14289","UROS","UROS"
"14290","USB1","USB1"
"14291","USE1","USE1"
"14292","USF1","USF1"
"14293","USF2","USF2"
"14294","USF3","USF3"
"14295","USH1C","USH1C"
"14296","USH1G","USH1G"
"14297","USH2A","USH2A"
"14298","USHBP1","USHBP1"
"14299","USO1","USO1"
"14300","USP1","USP1"
"14301","USP10","USP10"
"14302","USP11","USP11"
"14303","USP12","USP12"
"14304","USP13","USP13"
"14305","USP14","USP14"
"14306","USP15","USP15"
"14307","USP16","USP16"
"14308","USP18","USP18"
"14309","USP19","USP19"
"14310","USP2","USP2"
"14311","USP20","USP20"
"14312","USP21","USP21"
"14313","USP24","USP24"
"14314","USP25","USP25"
"14315","USP29","USP26"
"14316","USP28","USP28"
"14317","USP3","USP3"
"14318","USP30","USP30"
"14319","USP31","USP31"
"14320","USP33","USP33"
"14321","USP34","USP34"
"14322","USP35","USP35"
"14323","USP36","USP36"
"14324","USP37","USP37"
"14325","USP38","USP38"
"14326","USP39","USP39"
"14327","USP4","USP4"
"14328","USP40","USP40"
"14329","USP42","USP42"
"14330","USP43","USP43"
"14331","USP44","USP44"
"14332","USP46","USP46"
"14333","USP47","USP47"
"14334","USP48","USP48"
"14335","USP49","USP49"
"14336","USP5","USP5"
"14337","USP50","USP50"
"14338","USP53","USP53"
"14339","USP54","USP54"
"14340","USP6NL","USP6NL"
"14341","USP7","USP7"
"14342","USP8","USP8"
"14343","USPL1","USPL1"
"14344","UST","UST"
"14345","UTF1","UTF1"
"14346","UTP11","UTP11"
"14347","UTP15","UTP15"
"14348","UTP18","UTP18"
"14349","UTP20","UTP20"
"14350","UTP23","UTP23"
"14351","UTP25","UTP25"
"14352","UTP3","UTP3"
"14353","UTP4","UTP4"
"14354","UTP6","UTP6"
"14355","UTRN","UTRN"
"14356","UTS2B","UTS2B"
"14357","UTY","UTY"
"14358","UVRAG","UVRAG"
"14359","UVSSA","UVSSA"
"14360","UXS1","UXS1"
"14361","UXT","UXT"
"14362","VAC14","VAC14"
"14363","VAMP1","VAMP1"
"14364","VAMP2","VAMP2"
"14365","VAMP3","VAMP3"
"14366","VAMP4","VAMP4"
"14367","VAMP5","VAMP5"
"14368","VAMP7","VAMP7"
"14369","VAMP8","VAMP8"
"14370","VANGL1","VANGL1"
"14371","VANGL2","VANGL2"
"14372","VAPA","VAPA"
"14373","VAPB","VAPB"
"14374","VARS1","VARS1"
"14375","VARS2","VARS2"
"14376","VASH1","VASH1"
"14377","VASH2","VASH2"
"14378","VASN","VASN"
"14379","VASP","VASP"
"14380","VAT1","VAT1"
"14381","VAT1L","VAT1L"
"14382","VAV1","VAV1"
"14383","VAV2","VAV2"
"14384","VAV3","VAV3"
"14385","VAX1","VAX1"
"14386","VAX2","VAX2"
"14387","VBP1","VBP1"
"14388","VCAM1","VCAM1"
"14389","VCAN","VCAN"
"14390","VCL","VCL"
"14391","VCP","VCP"
"14392","VCPIP1","VCPIP1"
"14393","VCPKMT","VCPKMT"
"14394","VDAC1","VDAC1"
"14395","VDAC2","VDAC2"
"14396","VDAC3","VDAC3"
"14397","VDR","VDR"
"14398","VEGFA","VEGFA"
"14399","VEGFC","VEGFC"
"14400","VEGFD","VEGFD"
"14401","VENTX","VENTX"
"14402","VEPH1","VEPH1"
"14403","VEZF1","VEZF1"
"14404","VEZT","VEZT"
"14405","VGF","VGF"
"14406","VGLL1","VGLL1"
"14407","VGLL2","VGLL2"
"14408","VGLL3","VGLL3"
"14409","VGLL4","VGLL4"
"14410","VIL1","VIL1"
"14411","VILL","VILL"
"14412","VIM","VIM"
"14413","VIP","VIP"
"14414","VIPAS39","VIPAS39"
"14415","VIPR1","VIPR1"
"14416","VIPR2","VIPR2"
"14417","VIRMA","VIRMA"
"14418","VIT","VIT"
"14419","VKORC1","VKORC1"
"14420","VLDLR","VLDLR"
"14421","VMA21","VMA21"
"14422","VMO1","VMO1"
"14423","VMP1","VMP1"
"14424","VNN1","VNN1"
"14425","VPREB3","VPREB3"
"14426","VPS11","VPS11"
"14427","VPS13A","VPS13A"
"14428","VPS13B","VPS13B"
"14429","VPS13C","VPS13C"
"14430","VPS16","VPS16"
"14431","VPS18","VPS18"
"14432","VPS25","VPS25"
"14433","VPS26B","VPS26B"
"14434","VPS26C","VPS26C"
"14435","VPS28","VPS28"
"14436","VPS29","VPS29"
"14437","VPS33A","VPS33A"
"14438","VPS33B","VPS33B"
"14439","VPS35","VPS35"
"14440","VPS35L","VPS35L"
"14441","VPS37A","VPS37A"
"14442","VPS37B","VPS37B"
"14443","VPS37C","VPS37C"
"14444","VPS37D","VPS37D"
"14445","VPS39","VPS39"
"14446","VPS41","VPS41"
"14447","VPS45","VPS45"
"14448","VPS4A","VPS4A"
"14449","VPS4B","VPS4B"
"14450","VPS50","VPS50"
"14451","VPS51","VPS51"
"14452","VPS52","VPS52"
"14453","VPS53","VPS53"
"14454","VPS54","VPS54"
"14455","VPS72","VPS72"
"14456","VPS8","VPS8"
"14457","VPS9D1","VPS9D1"
"14458","VRK1","VRK1"
"14459","VRK2","VRK2"
"14460","VRK3","VRK3"
"14461","VSIG1","VSIG1"
"14462","VSIG10L","VSIG10L"
"14463","VSIG2","VSIG2"
"14464","VSIG4","VSIG4"
"14465","VSIG8","VSIG8"
"14466","VSIR","VSIR"
"14467","VSNL1","VSNL1"
"14468","VSTM2A","VSTM2A"
"14469","VSX1","VSX1"
"14470","VSX2","VSX2"
"14471","VTA1","VTA1"
"14472","VTCN1","VTCN1"
"14473","VTI1A","VTI1A"
"14474","VTI1B","VTI1B"
"14475","VTN","VTN"
"14476","VWA1","VWA1"
"14477","VWA2","VWA2"
"14478","VWA3A","VWA3A"
"14479","VWA3B","VWA3B"
"14480","VWA5A","VWA5A"
"14481","VWA5B1","VWA5B1"
"14482","VWA5B2","VWA5B2"
"14483","VWA7","VWA7"
"14484","VWA8","VWA8"
"14485","VWC2","VWC2"
"14486","VWC2L","VWC2L"
"14487","VWCE","VWCE"
"14488","VWDE","VWDE"
"14489","VWF","VWF"
"14490","WAPL","WAPL"
"14491","WARS1","WARS1"
"14492","WARS2","WARS2"
"14493","WASF1","WASF1"
"14494","WASF2","WASF2"
"14495","WASF3","WASF3"
"14496","WASHC2A","WASHC2C"
"14497","WASHC3","WASHC3"
"14498","WASHC4","WASHC4"
"14499","WASHC5","WASHC5"
"14500","WASL","WASL"
"14501","WBP1","WBP1"
"14502","WBP1L","WBP1L"
"14503","WBP2","WBP2"
"14504","WBP2NL","WBP2NL"
"14505","WBP4","WBP4"
"14506","WDCP","WDCP"
"14507","WDFY1","WDFY1"
"14508","WDFY2","WDFY2"
"14509","WDFY3","WDFY3"
"14510","WDFY4","WDFY4"
"14511","WDHD1","WDHD1"
"14512","WDPCP","WDPCP"
"14513","WDR1","WDR1"
"14514","WDR11","WDR11"
"14515","WDR12","WDR12"
"14516","WDR13","WDR13"
"14517","WDR17","WDR17"
"14518","WDR18","WDR18"
"14519","WDR19","WDR19"
"14520","WDR20","WDR20"
"14521","WDR24","WDR24"
"14522","WDR25","WDR25"
"14523","WDR26","WDR26"
"14524","WDR3","WDR3"
"14525","WDR31","WDR31"
"14526","WDR33","WDR33"
"14527","WDR35","WDR35"
"14528","WDR36","WDR36"
"14529","WDR37","WDR37"
"14530","WDR38","WDR38"
"14531","WDR4","WDR4"
"14532","WDR41","WDR41"
"14533","WDR43","WDR43"
"14534","WDR44","WDR44"
"14535","WDR45B","WDR45B"
"14536","WDR46","WDR46"
"14537","WDR48","WDR48"
"14538","WDR49","WDR49"
"14539","WDR5","WDR5"
"14540","WDR53","WDR53"
"14541","WDR54","WDR54"
"14542","WDR55","WDR55"
"14543","WDR59","WDR59"
"14544","WDR5B","WDR5B"
"14545","WDR6","WDR6"
"14546","SKIC8","WDR61"
"14547","WDR62","WDR62"
"14548","DNAI3","WDR63"
"14549","WDR64","WDR64"
"14550","WDR7","WDR7"
"14551","WDR70","WDR70"
"14552","WDR72","WDR72"
"14553","WDR73","WDR73"
"14554","WDR74","WDR74"
"14555","WDR75","WDR75"
"14556","WDR76","WDR76"
"14557","WDR81","WDR81"
"14558","WDR82","WDR82"
"14559","WDR83","WDR83"
"14560","WDR83OS","WDR83OS"
"14561","WDR87","WDR87"
"14562","WDR88","WDR88"
"14563","WDR89","WDR89"
"14564","WDR90","WDR90"
"14565","WDR91","WDR91"
"14566","DNAAF10","WDR92"
"14567","WDR93","WDR93"
"14568","WDR97","WDR97"
"14569","WDSUB1","WDSUB1"
"14570","WDTC1","WDTC1"
"14571","WEE1","WEE1"
"14572","WEE2","WEE2"
"14573","WFDC1","WFDC1"
"14574","WFDC10B","WFDC10B"
"14575","WFDC13","WFDC13"
"14576","WFDC3","WFDC3"
"14577","WFDC5","WFDC5"
"14578","WFIKKN1","WFIKKN1"
"14579","WFIKKN2","WFIKKN2"
"14580","WHAMM","WHAMM"
"14581","WHRN","WHRN"
"14582","WIF1","WIF1"
"14583","WIPF1","WIPF1"
"14584","WIPF2","WIPF2"
"14585","WIPF3","WIPF3"
"14586","WIPI1","WIPI1"
"14587","WIPI2","WIPI2"
"14588","WIZ","WIZ"
"14589","WLS","WLS"
"14590","WNK1","WNK1"
"14591","WNK2","WNK2"
"14592","WNK4","WNK4"
"14593","WNT1","WNT1"
"14594","WNT10A","WNT10A"
"14595","WNT10B","WNT10B"
"14596","WNT11","WNT11"
"14597","WNT16","WNT16"
"14598","WNT2","WNT2"
"14599","WNT2B","WNT2B"
"14600","WNT3","WNT3"
"14601","WNT3A","WNT3A"
"14602","WNT4","WNT4"
"14603","WNT5A","WNT5A"
"14604","WNT5B","WNT5B"
"14605","WNT6","WNT6"
"14606","WNT7A","WNT7A"
"14607","WNT7B","WNT7B"
"14608","WNT8A","WNT8A"
"14609","WNT8B","WNT8B"
"14610","WNT9A","WNT9A"
"14611","WNT9B","WNT9B"
"14612","WRAP53","WRAP53"
"14613","WRAP73","WRAP73"
"14614","WRN","WRN"
"14615","WRNIP1","WRNIP1"
"14616","WSB1","WSB1"
"14617","WSCD1","WSCD1"
"14618","WSCD2","WSCD2"
"14619","WT1","WT1"
"14620","WTIP","WTIP"
"14621","WWC1","WWC1"
"14622","WWC2","WWC2"
"14623","WWOX","WWOX"
"14624","WWP1","WWP1"
"14625","WWP2","WWP2"
"14626","WWTR1","WWTR1"
"14627","XAB2","XAB2"
"14628","XBP1","XBP1"
"14629","XCR1","XCR1"
"14630","XDH","XDH"
"14631","XIAP","XIAP"
"14632","XIRP1","XIRP1"
"14633","XIRP2","XIRP2"
"14634","XK","XK"
"14635","XKR4","XKR4"
"14636","XKR5","XKR5"
"14637","XKR6","XKR6"
"14638","XKR7","XKR7"
"14639","XKR8","XKR8"
"14640","XKR9","XKR9"
"14641","XKRX","XKRX"
"14642","XNDC1N","XNDC1"
"14643","XPA","XPA"
"14644","XPC","XPC"
"14645","XPNPEP1","XPNPEP1"
"14646","XPNPEP2","XPNPEP2"
"14647","XPNPEP3","XPNPEP3"
"14648","XPO1","XPO1"
"14649","XPO4","XPO4"
"14650","XPO5","XPO5"
"14651","XPO6","XPO6"
"14652","XPO7","XPO7"
"14653","XPOT","XPOT"
"14654","XPR1","XPR1"
"14655","XRCC1","XRCC1"
"14656","XRCC2","XRCC2"
"14657","XRCC3","XRCC3"
"14658","XRCC4","XRCC4"
"14659","XRCC5","XRCC5"
"14660","XRCC6","XRCC6"
"14661","XRN1","XRN1"
"14662","XRN2","XRN2"
"14663","XRRA1","XRRA1"
"14664","XXYLT1","XXYLT1"
"14665","XYLB","XYLB"
"14666","XYLT1","XYLT1"
"14667","XYLT2","XYLT2"
"14668","YAE1","YAE1"
"14669","YAF2","YAF2"
"14670","YAP1","YAP1"
"14671","YARS1","YARS1"
"14672","YARS2","YARS2"
"14673","YBX1","YBX1"
"14674","YBX2","YBX2"
"14675","YBX3","YBX3"
"14676","YEATS2","YEATS2"
"14677","YEATS4","YEATS4"
"14678","YES1","YES1"
"14679","YIF1A","YIF1A"
"14680","YIF1B","YIF1B"
"14681","IFT25","YIPF1"
"14682","YIPF2","YIPF2"
"14683","YIPF3","YIPF3"
"14684","YIPF4","YIPF4"
"14685","YIPF5","YIPF5"
"14686","YIPF6","YIPF6"
"14687","YIPF7","YIPF7"
"14688","YJEFN3","YJEFN3"
"14689","YJU2","YJU2"
"14690","YKT6","YKT6"
"14691","YLPM1","YLPM1"
"14692","YME1L1","YME1L1"
"14693","YOD1","YOD1"
"14694","YPEL4","YPEL"
"14695","YPEL1","YPEL1"
"14696","YPEL2","YPEL2"
"14697","YPEL3","YPEL3"
"14698","YPEL5","YPEL5"
"14699","YRDC","YRDC"
"14700","YTHDC1","YTHDC1"
"14701","YTHDC2","YTHDC2"
"14702","YTHDF1","YTHDF1"
"14703","YTHDF2","YTHDF2"
"14704","YTHDF3","YTHDF3"
"14705","YWHAE","YWHAE"
"14706","YWHAG","YWHAG"
"14707","YWHAH","YWHAH"
"14708","YWHAQ","YWHAQ"
"14709","YWHAZ","YWHAZ"
"14710","YY1","YY1"
"14711","RNY1","Y_RNA"
"14712","ZACN","ZACN"
"14713","PTGR3","ZADH2"
"14714","ZAN","ZAN"
"14715","ZAP70","ZAP70"
"14716","ZAR1L","ZAR1L"
"14717","ZBBX","ZBBX"
"14718","ZBED1","ZBED1"
"14719","ZBED2","ZBED2"
"14720","ZBED3","ZBED3"
"14721","ZBED4","ZBED4"
"14722","ZBED5","ZBED5"
"14723","ZBED6","ZBED6"
"14724","FAM200C","ZBED8"
"14725","ZBTB1","ZBTB1"
"14726","ZBTB10","ZBTB10"
"14727","ZBTB11","ZBTB11"
"14728","ZBTB12","ZBTB12"
"14729","ZBTB14","ZBTB14"
"14730","ZBTB16","ZBTB16"
"14731","ZBTB17","ZBTB17"
"14732","ZBTB18","ZBTB18"
"14733","ZBTB2","ZBTB2"
"14734","ZBTB20","ZBTB20"
"14735","ZBTB21","ZBTB21"
"14736","ZBTB22","ZBTB22"
"14737","ZBTB25","ZBTB25"
"14738","ZBTB3","ZBTB3"
"14739","ZBTB32","ZBTB32"
"14740","ZBTB33","ZBTB33"
"14741","ZBTB34","ZBTB34"
"14742","ZBTB37","ZBTB37"
"14743","ZBTB38","ZBTB38"
"14744","ZBTB39","ZBTB39"
"14745","ZBTB4","ZBTB4"
"14746","ZBTB40","ZBTB40"
"14747","ZBTB41","ZBTB41"
"14748","ZBTB43","ZBTB43"
"14749","ZBTB44","ZBTB44"
"14750","ZBTB47","ZBTB47"
"14751","ZBTB48","ZBTB48"
