"","human_gene","fruit_fly_gene"
"6111","NOL10","l(2)34Fd"
"6112","FOXRED1","l(2)37Bb"
"6113","DHX16","l(2)37Cb"
"6114","GTF3C5","l(2)37Cd"
"6115","CCDC40","l(2)41Ab"
"6116","DTL","l(2)dtl"
"6117","CRYAB","l(2)efl"
"6118","CC2D1B","l(2)gd1"
"6119","LLGL1","l(2)gl"
"6120","TMEM94","l(2)k05819"
"6121","HEATR1","l(2)k09022"
"6122","WDR74","l(2)k09848"
"6123","ZNF511","l(2)k10201"
"6124","ATPAF2","l(2)k14505"
"6125","HMBS","l(3)02640"
"6126","NOP14","l(3)07882"
"6127","UTP4","l(3)72Dn"
"6128","GGH","l(3)72Dp"
"6129","GGH","l(3)72Dr"
"6130","PCGF3","l(3)73Ah"
"6131","TRAPPC8","l(3)76BDm"
"6132","DNAJC5B","l(3)80Fg"
"6133","GCN1","l(3)80Fj"
"6134","INO80D","l(3)L1231"
"6135","L3MBTL4","l(3)mbt"
"6136","TOPORS","l(3)psg2"
"6137","PLBD2","lama"
"6138","PRSS53","lambdaTry"
"6139","PICALM","lap"
"6140","LARP1B","larp"
"6141","PLPP2","laza"
"6142","LBX2","lbe"
"6143","LRIG1","lbk"
"6144","LBX2","lbl"
"6145","DBR1","ldbr"
"6146","TTF2","lds"
"6147","CLEC4A","lectin-33A"
"6148","CLEC4E","lectin-46Ca"
"6149","CLEC4C","lectin-46Cb"
"6150","COX6A2","levy"
"6151","LIX1L","lft"
"6152","MAP3K2","lic"
"6153","UBAP2L","lig"
"6154","LMBR1L","lili"
"6155","AFF4","lilli"
"6156","LINS1","lin"
"6157","LIN28A","lin-28"
"6158","LIN52","lin-52"
"6159","ZXDA","lmd"
"6160","ANAPC11","lmgA"
"6161","FAM89A","lmgB"
"6162","VAX1","lms"
"6163","LDLRAD1","loaf"
"6164","RGS10","loco"
"6165","TMED6","loj"
"6166","CHEK2","lok"
"6167","LAP3","loopin-1"
"6168","TARBP2","loqs"
"6169","MTHFSD","lost"
"6170","SLC45A2","lovit"
"6171","EPN1","lqf"
"6172","CLINT1","lqfR"
"6173","SNF8","lsn"
"6174","VPS41","lt"
"6175","KLF6","luna"
"6176","BTBD3","lute"
"6177","UBE2I","lwr"
"6178","RUNX1","lz"
"6179","HRH1","mAChR-C"
"6180","ACO2","mAcon1"
"6181","ACO2","mAcon2"
"6182","GFM1","mEFG1"
"6183","TSFM","mEFTs"
"6184","TUFM","mEFTu1"
"6185","EEF1A1","mEFTu2"
"6186","GRM3","mGluR"
"6187","MTIF2","mIF2"
"6188","RNGTT","mRNA-cap"
"6189","MRRF","mRRF1"
"6190","GFM2","mRRF2"
"6191","MRPL11","mRpL11"
"6192","MRPL12","mRpL12"
"6193","MRPL13","mRpL13"
"6194","MRPL14","mRpL14"
"6195","MRPL15","mRpL15"
"6196","MRPL16","mRpL16"
"6197","MRPL18","mRpL18"
"6198","MRPL19","mRpL19"
"6199","MRPL2","mRpL2"
"6200","MRPL20","mRpL20"
"6201","MRPL21","mRpL21"
"6202","MRPL22","mRpL22"
"6203","MRPL23","mRpL23"
"6204","MRPL24","mRpL24"
"6205","MRPL28","mRpL28"
"6206","MRPL3","mRpL3"
"6207","MRPL32","mRpL32"
"6208","MRPL35","mRpL35"
"6209","MRPL36","mRpL36"
"6210","MRPL37","mRpL37"
"6211","MRPL38","mRpL38"
"6212","MRPL39","mRpL39"
"6213","MRPL4","mRpL4"
"6214","MRPL40","mRpL40"
"6215","MRPL41","mRpL41"
"6216","MRPL43","mRpL43"
"6217","MRPL44","mRpL44"
"6218","MRPL45","mRpL45"
"6219","MRPL46","mRpL46"
"6220","MRPL47","mRpL47"
"6221","MRPL48","mRpL48"
"6222","MRPL49","mRpL49"
"6223","MRPL50","mRpL50"
"6224","MRPL51","mRpL51"
"6225","MRPL52","mRpL52"
"6226","MRPL54","mRpL54"
"6227","MRPL9","mRpL9"
"6228","MRPS10","mRpS10"
"6229","MRPS11","mRpS11"
"6230","MRPS14","mRpS14"
"6231","MRPS16","mRpS16"
"6232","MRPS17","mRpS17"
"6233","MRPS18A","mRpS18A"
"6234","MRPS18B","mRpS18B"
"6235","MRPS2","mRpS2"
"6236","MRPS22","mRpS22"
"6237","MRPS23","mRpS23"
"6238","MRPS24","mRpS24"
"6239","MRPS25","mRpS25"
"6240","MRPS26","mRpS26"
"6241","MRPS28","mRpS28"
"6242","DAP3","mRpS29"
"6243","MRPS30","mRpS30"
"6244","MRPS31","mRpS31"
"6245","MRPS33","mRpS33"
"6246","MRPS34","mRpS34"
"6247","MRPS35","mRpS35"
"6248","MRPS5","mRpS5"
"6249","MRPS7","mRpS7"
"6250","MRPS9","mRpS9"
"6251","MTERF2","mTTF"
"6252","MTERF3","mTerf3"
"6253","MAB21L2","mab-21"
"6254","MAD2L1","mad2"
"6255","MAEL","mael"
"6256","MAFK","maf-S"
"6257","LIPF","mag"
"6258","MAGOH","mago"
"6259","SMOC2","magu"
"6260","SLC38A8","mah"
"6261","DCAF1","mahj"
"6262","MOCOS","mal"
"6263","DLGAP5","mars"
"6264","NFKBIB","mask"
"6265","MOB1B","mats"
"6266","NODAL","mav"
"6267","DOCK2","mbc"
"6268","EDF1","mbf1"
"6269","MBNL1","mbl"
"6270","NUP88","mbo"
"6271","RNF113A","mdlc"
"6272","DGAT1","mdy"
"6273","C11orf54","meep"
"6274","ATR","mei-41"
"6275","ERCC4","mei-9"
"6276","SPO11","mei-W68"
"6277","SLC35B1","meigo"
"6278","VEPH1","melt"
"6279","SBK1","meng"
"6280","RASSF9","meru"
"6281","SUSD2","mesh"
"6282","MSANTD7","meso18E"
"6283","MPP7","metro"
"6284","ITGA3","mew"
"6285","TGFBI","mfas"
"6286","FER1L6","mfr"
"6287","TOMM22","mge"
"6288","VBP1","mgr"
"6289","SPRTN","mh"
"6290","TAF6L","mia"
"6291","MIB1","mib1"
"6292","MIB2","mib2"
"6293","TBX20","mid"
"6294","NAP1L2","mil"
"6295","TRAK1","milt"
"6296","MTSS2","mim"
"6297","GPAM","mino"
"6298","MIOS","mio"
"6299","TESMIN","mip120"
"6300","LIN9","mip130"
"6301","LIN37","mip40"
"6302","MIR206","mir-1"
"6303","MIR10B","mir-10"
"6304","MIR124-1","mir-124"
"6305","MIR133A1","mir-133"
"6306","MIR137","mir-137"
"6307","MIR184","mir-184"
"6308","MIR190A","mir-190"
"6309","MIR193B","mir-193"
"6310","MIR219A2","mir-219"
"6311","MIR33A","mir-33"
"6312","MIR34B","mir-34"
"6313","MIR375","mir-375"
"6314","MIR7-1","mir-7"
"6315","MIR200B","mir-8"
"6316","MIRLET7A3","mir-let7"
"6317","TENT2","mkg-p"
"6318","ZNF420","mld"
"6319","PRORP","mldr"
"6320","DHX9","mle"
"6321","TBCEL","mlt"
"6322","ADAM10","mmd"
"6323","DNAI2","mmm"
"6324","EME2","mms4"
"6325","UAP1","mmy"
"6326","DYRK1B","mnb"
"6327","SLC7A5","mnd"
"6328","KAT8","mof"
"6329","DUOXA1","mol"
"6330","MON2","mon2"
"6331","ITGB1BP2","mora"
"6332","ANAPC2","mr"
"6333","MRE11","mre11"
"6334","BTBD10","mri"
"6335","DNAJB7","mrj"
"6336","GTF2H4","mrn"
"6337","MFSD1","mrva"
"6338","CDCA3","msb1l"
"6339","MSI2","msi"
"6340","IPO7","msk"
"6341","MSL1","msl-1"
"6342","MSL2","msl-2"
"6343","MSL3","msl-3"
"6344","MINK1","msn"
"6345","CKAP5","msps"
"6346","MSTO1","mst"
"6347","MT-ATP6","mt:ATPase6"
"6348","MT-CO1","mt:CoI"
"6349","MT-CO2","mt:CoII"
"6350","MT-CO3","mt:CoIII"
"6351","MT-CYB","mt:Cyt-b"
"6352","MT-ND1","mt:ND1"
"6353","MT-ND2","mt:ND2"
"6354","MT-ND3","mt:ND3"
"6355","MT-ND4","mt:ND4"
"6356","MT-ND5","mt:ND5"
"6357","TWNK","mtDNA-helicase"
"6358","SSBP1","mtSSB"
"6359","TFB1M","mtTFB1"
"6360","TLDC2","mtd"
"6361","FNDC3A","mtgo"
"6362","EVA1C","mthl14"
"6363","MTMR2","mtm"
"6364","PPP2CB","mts"
"6365","PCBP3","mub"
"6366","DLAT","muc"
"6367","HELQ","mus301"
"6368","RFWD3","mus302"
"6369","MUS81","mus81"
"6370","MKLN1","muskelin"
"6371","SDF4","myd"
"6372","NODAL","myo"
"6373","ITGB1","mys"
"6374","SMPD2","nSMase"
"6375","NALCN","na"
"6376","NAB1","nab"
"6377","SLC35C1","nac"
"6378","ZNF512B","nahoda"
"6379","TRPV5","nan"
"6380","RNF212B","narya"
"6381","MYF5","nau"
"6382","NBN","nbs"
"6383","KIF15","ncd"
"6384","PWP1","nclb"
"6385","CWC22","ncm"
"6386","KIF14","neb"
"6387","SLC2A8","nebu"
"6388","CREBBP","nej"
"6389","CYB561A3","nemy"
"6390","RNF212","nenya"
"6391","INSM1","nerfin-1"
"6392","LPCAT3","nes"
"6393","ATOH8","net"
"6394","NEK9","niki"
"6395","RPE65","ninaB"
"6396","SCARB1","ninaD"
"6397","RRH","ninaE"
"6398","CHDH","ninaG"
"6399","RBM15B","nito"
"6400","NKD2","nkd"
"6401","NME6","nmdyn-D6"
"6402","NME7","nmdyn-D7"
"6403","NLK","nmo"
"6404","ZNF703","noc"
"6405","SF3A3","noi"
"6406","ZNF341","nom"
"6407","NONO","nonA"
"6408","NONO","nonA-l"
"6409","SMG1","nonC"
"6410","NOP58","nop5"
"6411","NDNF","nord"
"6412","PLCB4","norpA"
"6413","NANOS1","nos"
"6414","USP22","not"
"6415","ATP1B1","nrv1"
"6416","ATP1B3","nrv2"
"6417","ATP1B1","nrv3"
"6418","KANSL1","nsl1"
"6419","KHDRBS3","nsr"
"6420","PGM3","nst"
"6421","NUDC","nudC"
"6422","NDEL1","nudE"
"6423","RAB11FIP4","nuf"
"6424","NUMBL","numb"
"6425","RUNX1T1","nvy"
"6426","FCHSD1","nwk"
"6427","NXF1","nxf4"
"6428","OAF","oaf"
"6429","ASCC3","obe"
"6430","TBX10","ocm"
"6431","PHPT1","ocn"
"6432","CRBN","ohgt"
"6433","RAD54L","okr"
"6434","MOXD1","olf413"
"6435","INTS5","omd"
"6436","DPP4","ome"
"6437","ONECUT1","onecut"
"6438","ZXDA","opa"
"6439","AP3S1","or"
"6440","CPEB1","orb"
"6441","CPEB4","orb2"
"6442","TBX18","org-1"
"6443","ARID1A","osa"
"6444","MPRIP","osp"
"6445","PTK7","otk"
"6446","PTK7","otk2"
"6447","OTUD4","otu"
"6448","ZNF341","ouib"
"6449","SLC16A3","out"
"6450","NRF1","ova"
"6451","OVOL1","ovo"
"6452","XYLT2","oxt"
"6453","MBOAT1","oys"
"6454","HPS5","p"
"6455","USO1","p115"
"6456","CTNND1","p120ctn"
"6457","BCAR1","p130CAS"
"6458","PTGES3","p23"
"6459","TMED3","p24-1"
"6460","TMED4","p24-2"
"6461","MAPK11","p38a"
"6462","MAPK14","p38b"
"6463","MAPK13","p38c"
"6464","NSFL1C","p47"
"6465","TP53","p53"
"6466","SP1","pad"
"6467","ANKRD31","pain"
"6468","FBXO28","pall"
"6469","TDRD10","papi"
"6470","PARD6A","par-6"
"6471","PRKN","park"
"6472","PARVB","parvin"
"6473","DGCR8","pasha"
"6474","KIF23","pav"
"6475","HOXB2","pb"
"6476","ECT2","pbl"
"6477","TRIP13","pch2"
"6478","XRN1","pcm"
"6479","SH3BP5","pcs"
"6480","PCNX3","pcx"
"6481","ACSBG1","pdgy"
"6482","PDS5A","pds5"
"6483","DHX8","pea"
"6484","RREB1","peb"
"6485","PELO","pelo"
"6486","PSENEN","pen-2"
"6487","PUM3","peng"
"6488","AKTIP","peo"
"6489","PER2","per"
"6490","SCARB1","pes"
"6491","PHC3","ph-d"
"6492","PHC3","ph-p"
"6493","YY1","pho"
"6494","YY2","phol"
"6495","PHTF2","phtf"
"6496","ALPL","phu"
"6497","DDB1","pic"
"6498","APBB1IP","pico"
"6499","PHF7","pie"
"6500","GSAP","pigeon"
"6501","GAS2L1","pigs"
"6502","GPSM1","pins"
"6503","UST","pip"
"6504","SENP6","pira"
"6505","DDX18","pit"
"6506","PIWIL1","piwi"
"6507","ABCE1","pix"
"6508","PRICKLE3","pk"
"6509","AKAP10","pkaap"
"6510","TH","ple"
"6511","MPV17L","plh"
"6512","IRAK1","pll"
"6513","PRUNE1","pn"
"6514","GATA5","pnr"
"6515","SEPTIN7","pnut"
"6516","CORO7","pod1"
"6517","UBR4","poe"
"6518","PLK1","polo"
"6519","PBRM1","polybromo"
"6520","SLC36A1","polyph"
"6521","RUVBL1","pont"
"6522","PORCN","por"
"6523","PPAN","ppan"
"6524","ASIC5","ppk"
"6525","ASIC4","ppk11"
"6526","ASIC3","ppk12"
"6527","ASIC3","ppk16"
"6528","ASIC1","ppk17"
"6529","ASIC4","ppk18"
"6530","ASIC1","ppk22"
"6531","ASIC1","ppk24"
"6532","ASIC5","ppk26"
"6533","ASIC1","ppk28"
"6534","ASIC1","ppk29"
"6535","ASIC1","ppk5"
"6536","ASIC4","ppk6"
"6537","ASIC1","ppk8"
"6538","ASIC4","ppk9"
"6539","GCSH","ppl"
"6540","SPOCD1","pps"
"6541","PTS","pr"
"6542","AEN","prage"
"6543","PRELID1","prel"
"6544","PROM1","promL"
"6545","PROX1","pros"
"6546","TXNDC5","prtp"
"6547","NOVA1","ps"
"6548","NAA25","psidin"
"6549","PTCH2","ptc"
"6550","DDX47","pths"
"6551","MTHFD2","pug"
"6552","PUM2","pum"
"6553","ABHD4","puml"
"6554","ACVR1","put"
"6555","TJP3","pyd"
"6556","UPB1","pyd3"
"6557","PYGO2","pygo"
"6558","ZNF160","pzg"
"6559","TDRD5","qin"
"6560","KHDRBS2","qkr54B"
"6561","KHDRBS2","qkr58E-1"
"6562","KHDRBS2","qkr58E-2"
"6563","KHDRBS3","qkr58E-3"
"6564","PDSS1","qless"
"6565","GGPS1","qm"
"6566","CAD","r"
"6567","UMPS","r-l"
"6568","RAD50","rad50"
"6569","ZNF341","ranshi"
"6570","RPTOR","raptor"
"6571","IMPDH1","ras"
"6572","RASAL1","raskol"
"6573","HHAT","rasp"
"6574","AP3B2","rb"
"6575","DGKE","rdgA"
"6576","PPEF1","rdgC"
"6577","ABCC4","rdog"
"6578","MCM8","rec"
"6579","SQSTM1","ref(2)P"
"6580","RGN","regucalcin"
"6581","IFT140","rempA"
"6582","RUVBL2","rept"
"6583","SEC14L5","retm"
"6584","ARID3C","retn"
"6585","CLEC2B","rgn"
"6586","TLN2","rhea"
"6587","RHBDL3","rho"
"6588","RHBDL1","rho-5"
"6589","RHBDL3","rho-6"
"6590","PARL","rho-7"
"6591","RIC8A","ric8a"
"6592","RICTOR","rictor"
"6593","G3BP1","rin"
"6594","TPPP3","ringer"
"6595","MAPK1","rl"
"6596","DDI1","rngo"
"6597","RNASEH1","rnh1"
"6598","JADE3","rno"
"6599","DYNLRB2","robl"
"6600","KNTC1","rod"
"6601","ROGDI","rogdi"
"6602","ANKRD65","rols"
"6603","RC3H1","roq"
"6604","ASIC5","rpk"
"6605","KIRREL1","rst"
"6606","TRMT10C","rswl"
"6607","POMT1","rt"
"6608","MFSD10","rtet"
"6609","RHBDL3","ru"
"6610","BCAS3","rudhira"
"6611","POGLUT1","rumi"
"6612","MYEF2","rump"
"6613","SLC5A8","rumpel"
"6614","RUNX3","run"
"6615","PLEKHF2","rush"
"6616","XDH","ry"
"6617","PLA2G3","sPLA2"
"6618","TAF8","sa"
"6619","DNAH1","sac"
"6620","CYP27B1","sad"
"6621","MSGN1","sage"
"6622","SALL2","salm"
"6623","SALL2","salr"
"6624","SLC5A8","salt"
"6625","NAA50","san"
"6626","KCNK18","sand"
"6627","SCARB1","santa-maria"
"6628","GOLPH3L","sau"
"6629","SAV1","sav"
"6630","ACVRL1","sax"
"6631","MBD6","sba"
"6632","ZNF608","sbb"
"6633","SLC7A13","sbm"
"6634","ASCL2","sc"
"6635","CHERP","scaf6"
"6636","VPS54","scat"
"6637","ITGAV","scb"
"6638","CALU","scf"
"6639","CERS5","schlank"
"6640","GLIPR1L1","scpr-A"
"6641","GLIPR1L1","scpr-B"
"6642","GLIPR1L1","scpr-C"
"6643","ANLN","scra"
"6644","PLSCR1","scramb1"
"6645","PLSCR1","scramb2"
"6646","NKX2-4","scro"
"6647","SCRT1","scrt"
"6648","HSD17B10","scu"
"6649","DDIT4L","scyl"
"6650","TEAD4","sd"
"6651","PALS1","sdt"
"6652","GSTO2","se"
"6653","KCNH6","sei"
"6654","CNPY1","sel"
"6655","SLC35A5","senju"
"6656","GFI1","sens"
"6657","SLC25A31","sesB"
"6658","ROS1","sev"
"6659","BRSK2","sff"
"6660","NDST3","sfl"
"6661","GSK3B","sgg"
"6662","UGDH","sgl"
"6663","PNPO","sgll"
"6664","GXYLT1","shams"
"6665","MX2","shi"
"6666","SUOX","shop"
"6667","MAOB","shps"
"6668","CHMP4B","shrb"
"6669","ANAPC1","shtd"
"6670","FKBP6","shu"
"6671","DNAJB11","shv"
"6672","NDUFAF6","sicily"
"6673","TNFAIP8","sigmar"
"6674","HIF1A","sima"
"6675","GATAD2A","simj"
"6676","SIAH2","sina"
"6677","TFIP11","sip1"
"6678","SYVN1","sip3"
"6679","IQSEC1","siz"
"6680","MED13","skd"
"6681","PIP5K1A","sktl"
"6682","TBC1D24","sky"
"6683","PLCG1","sl"
"6684","CEBPE","slbo"
"6685","PRODH","slgA"
"6686","SLC7A3","slif"
"6687","KLHDC4","slim"
"6688","SLC35B2","sll"
"6689","BTRC","slmb"
"6690","PRELID3B","slmo"
"6691","NKX2-6","slou"
"6692","FOXL2","slp1"
"6693","SLX1A","slx1"
"6694","HNRNPL","sm"
"6695","SAMD4B","smg"
"6696","NVL","smid"
"6697","SMO","smo"
"6698","RGN","smp-30"
"6699","FSCN1","sn"
"6700","SNRNP70","snRNP-U1-70K"
"6701","SNRPB2","snf"
"6702","DCST1","snky"
"6703","SBNO2","sno"
"6704","NPHS1","sns"
"6705","SNX19","snz"
"6706","SIX1","so"
"6707","CAPN15","sol"
"6708","RNF185","sordd1"
"6709","RNF185","sordd2"
"6710","EXT2","sotv"
"6711","HPCAL4","sowi"
"6712","INPP5F","sp3"
"6713","RPAP3","spag"
"6714","SPART","spartin"
"6715","SPAST","spas"
"6716","NUDT9","spd-2"
"6717","SPECC1L","spdi"
"6718","MSH2","spel1"
"6719","SPEN","spen"
"6720","NIPAL1","spict"
"6721","SPNS1","spin"
"6722","SPIRE2","spir"
"6723","RAD51","spn-A"
"6724","XRCC3","spn-B"
"6725","RAD51C","spn-D"
"6726","TDRD9","spn-E"
"6727","AKAP1","spoon"
"6728","RIN2","spri"
"6729","SUPT4H1","spt4"
"6730","MYL9","sqh"
"6731","RCAN3","sra"
"6732","PPARGC1A","srl"
"6733","GATA3","srp"
"6734","TWSG1","srw"
"6735","AHR","ss"
"6736","MSANTD1","ssp"
"6737","SCAPER","ssp3"
"6738","CYTIP","ssp6"
"6739","ABCG4","st"
"6740","RPSA","sta"
"6741","BAIAP3","stac"
"6742","STMN1","stai"
"6743","CELSR2","stan"
"6744","TMEM41B","stas"
"6745","NFX1","stc"
"6746","LIMS1","stck"
"6747","ICMT","ste14"
"6748","ZMPSTE24","ste24a"
"6749","ZMPSTE24","ste24b"
"6750","ZMPSTE24","ste24c"
"6751","CYTH1","step"
"6752","RHBDL3","stet"
"6753","CDC25A","stg"
"6754","CACNG4","stg1"
"6755","CIT","sti"
"6756","CACNA2D3","stj"
"6757","EFR3B","stmA"
"6758","STON2","stnB"
"6759","ASB17","stops"
"6760","RABIF","strat"
"6761","STUM","stum"
"6762","PIK3AP1","stumps"
"6763","LDAH","sturkopf"
"6764","BAG4","stv"
"6765","MIDN","stx"
"6766","SPRY2","sty"
"6767","CSTF3","su(f)"
"6768","DPYD","su(r)"
"6769","SFSWAP","su(w[a])"
"6770","OGFOD1","sud1"
"6771","GLIS2","sug"
"6772","HPCAL4","sunz"
"6773","LVRN","superdeath"
"6774","SLC2A1","sut1"
"6775","SLC2A4","sut2"
"6776","SLC2A4","sut3"
"6777","SLC2A8","sut4"
"6778","CPD","svr"
"6779","DYNC1I1","sw"
"6780","RBM26","swm"
"6781","PNPLA7","sws"
"6782","OGT","sxc"
"6783","PNLIPRP1","sxe2"
"6784","SPAG9","syd"
"6785","TUBGCP4","t-Grip128"
"6786","TUBGCP2","t-Grip84"
"6787","TACC1","tacc"
"6788","NCOA2","tai"
"6789","SPATA2L","tamo"
"6790","EI24","tank"
"6791","NEUROG3","tap"
"6792","SERTAD2","tara"
"6793","FAM47E","tau"
"6794","BRD3","tbrd-1"
"6795","PTAR1","temp"
"6796","THOC3","tex"
"6797","CLEC4C","tfc"
"6798","ARNT2","tgo"
"6799","C1GALT1","tgy"
"6800","PRSS53","thetaTry"
"6801","THOC2","tho2"
"6802","THOC5","thoc5"
"6803","THOC7","thoc7"
"6804","DNAAF11","tilB"
"6805","TIMELESS","timeout"
"6806","TSHZ1","tio"
"6807","MAFK","tj"
"6808","MRPS12","tko"
"6809","BMPR1B","tkv"
"6810","TLL1","tld"
"6811","NR2E1","tll"
"6812","TMOD1","tmod"
"6813","ZMIZ2","tna"
"6814","MYORG","tobi"
"6815","TOMM20","tomboy20"
"6816","TOMM40","tomboy40"
"6817","EXO1","tos"
"6818","BAZ1B","tou"
"6819","CFAP57","tous"
"6820","C1orf21","tow"
"6821","RTF1","tplus3a"
"6822","RTF1","tplus3b"
"6823","TPSAB1","tpr"
"6824","TRA2A","tra2"
"6825","LSM14B","tral"
"6826","ZRANB1","trbd"
"6827","TRIB2","trbl"
"6828","STK38","trc"
"6829","NPAS1","trh"
"6830","LRRC53","trn"
"6831","HSPG2","trol"
"6832","TRPC4","trp"
"6833","TRPC4","trpl"
"6834","KMT2B","trr"
"6835","TSN","trsn"
"6836","PDCD2L","trus"
"6837","TWSG1","tsg"
"6838","TSHZ3","tsh"
"6839","CFL1","tsr"
"6840","SKIC2","tst"
"6841","RBM8A","tsu"
"6842","DPF3","tth"
"6843","TIMM50","ttm2"
"6844","TIMM50","ttm3"
"6845","TIMM50","ttm50"
"6846","EXTL1","ttv"
"6847","TTYH2","tty"
"6848","TDRD15","tud"
"6849","RACGAP1","tum"
"6850","NTAQ1","tun"
"6851","ISL1","tup"
"6852","POMT2","tw"
"6853","CDC25A","twe"
"6854","BLTP1","tweek"
"6855","TWF2","twf"
"6856","TWIST2","twi"
"6857","CNOT6L","twin"
"6858","SEC11A","twr"
"6859","PPP2R2C","tws"
"6860","KCTD15","twz"
"6861","HAGH","tzn"
"6862","UBL5","ubl"
"6863","CNNM4","uex"
"6864","CRB1","uif"
"6865","UNC119","unc-119"
"6866","UNC45B","unc-45"
"6867","UNC5B","unc-5"
"6868","UNC79","unc79"
"6869","UNC80","unc80"
"6870","PA2G4","und"
"6871","UNKL","unk"
"6872","GBX2","unpg"
"6873","TNNT3","up"
"6874","KMT2E","upSET"
"6875","URI1","uri"
"6876","ZFPM1","ush"
"6877","RXRA","usp"
"6878","TDO2","v"
"6879","BTD","vanin-like"
"6880","RASA1","vap"
"6881","PALS2","vari"
"6882","DDX4","vas"
"6883","NT5E","veil"
"6884","LIN7C","veli"
"6885","MSANTD1","vers"
"6886","VGLL2","vg"
"6887","PDCL2","viaf"
"6888","SERBP1","vig"
"6889","SERBP1","vig2"
"6890","UBE2C","vih"
"6891","RAP1GDS1","vimar"
"6892","VIRMA","vir"
"6893","TGIF2","vis"
"6894","COL4A6","vkg"
"6895","NAA10","vnc"
"6896","NKX2-6","vnd"
"6897","NFILZ","vri"
"6898","TMEM123","vsg"
"6899","RAD21","vtd"
"6900","POU3F4","vvl"
"6901","ABCG4","w"
"6902","DCAF7","wap"
"6903","WAPL","wapl"
"6904","WASHC1","wash"
"6905","FAR1","wat"
"6906","GUF1","waw"
"6907","ERP29","wbl"
"6908","WAC","wcy"
"6909","TAF5L","wda"
"6910","PPP2R5E","wdb"
"6911","ATF7IP2","wde"
"6912","WDR5","wds"
"6913","ZFP64","wek"
"6914","WFS1","wfs1"
"6915","WNT1","wg"
"6916","BAHD1","wge"
"6917","CPT1B","whd"
"6918","TENT2","wisp"
"6919","AMHR2","wit"
"6920","WLS","wls"
"6921","STRAP","wmd"
"6922","MAP3K12","wnd"
"6923","ALG5","wol"
"6924","SNAI2","wor"
"6925","PPP2R5C","wrd"
"6926","ANKRD61","wtrw"
"6927","LATS1","wts"
"6928","WDR4","wuho"
"6929","PLPP1","wun"
"6930","PLPP2","wun2"
"6931","TNNI3","wupA"
"6932","DNAJC22","wus"
"6933","SRSF3","x16"
"6934","ALG8","xit"
"6935","SCYL1","yata"
"6936","SLC15A3","yin"
"6937","ACAA2","yip2"
"6938","WWTR1","yki"
"6939","YBX2","yps"
"6940","EPB41L5","yrt"
"6941","FKBP3","zda"
"6942","GSX2","zen"
"6943","GSX2","zen2"
"6944","COPZ1","zetaCOP"
"6945","PRSS53","zetaTry"
"6946","ZNF497","zf30C"
"6947","HINFP","zfh1"
"6948","ZFHX2","zfh2"
"6949","SPEG","zormin"
"6950","PLD6","zuc"
"6951","SLC24A4","zyd"
