"","human_gene","zebarfish_gene"
"14598","C20orf173","st3gal7"
"14599","C20orf173","st3gal8"
"14600","ST6GAL1","st6gal1"
"14601","ST6GAL2","st6gal2a"
"14602","ST6GAL2","st6gal2b"
"14603","ST6GALNAC1","st6galnac1.1"
"14604","ST6GALNAC1","st6galnac1.2"
"14605","ST6GALNAC3","st6galnac3"
"14606","ST6GALNAC4","st6galnac4"
"14607","ST6GALNAC5","st6galnac5a"
"14608","ST6GALNAC5","st6galnac5b"
"14609","ST6GALNAC6","st6galnac6"
"14610","ST7","st7"
"14611","ST7L","st7l"
"14612","ST8SIA1","st8sia1"
"14613","ST8SIA2","st8sia2"
"14614","ST8SIA3","st8sia3"
"14615","ST8SIA4","st8sia4"
"14616","ST8SIA5","st8sia5"
"14617","STAB1","stab1"
"14618","STAB2","stab2"
"14619","STAC","stac"
"14620","STAC3","stac3"
"14621","STAG1","stag1a"
"14622","STAG2","stag2a"
"14623","STAG2","stag2b"
"14624","STAG3","stag3"
"14625","STAM","stam"
"14626","STAM2","stam2"
"14627","STAMBP","stambpa"
"14628","STAMBP","stambpb"
"14629","STAMBPL1","stambpl1"
"14630","STAP2","stap2a"
"14631","STAP2","stap2b"
"14632","STAR","star"
"14633","STARD10","stard10"
"14634","STARD13","stard13a"
"14635","STARD13","stard13b"
"14636","STARD3","stard3"
"14637","STARD3NL","stard3nl"
"14638","STARD4","stard4"
"14639","STARD5","stard5"
"14640","STARD7","stard7"
"14641","STARD8","stard8"
"14642","KIF16B","stard9"
"14643","STAT2","stat2"
"14644","STAT3","stat3"
"14645","STAT4","stat4"
"14646","STAT5B","stat5a"
"14647","STAT5B","stat5b"
"14648","STAT6","stat6"
"14649","STAU1","stau1"
"14650","STAU2","stau2"
"14651","STBD1","stbd1"
"14652","STC1","stc1"
"14653","STC1","stc1l"
"14654","STC2","stc2a"
"14655","STC2","stc2b"
"14656","STEAP2","steap2"
"14657","STEAP3","steap3"
"14658","STEAP4","steap4"
"14659","STIL","stil"
"14660","STIM1","stim1a"
"14661","STIM1","stim1b"
"14662","STIM2","stim2a"
"14663","STIM2","stim2b"
"14664","STIMATE","stimate"
"14665","STING1","sting1"
"14666","STIP1","stip1"
"14667","STK10","stk10"
"14668","STK11","stk11"
"14669","STK11IP","stk11ip"
"14670","STK16","stk16"
"14671","STK17A","stk17a"
"14672","STK17B","stk17b"
"14673","STK19","stk19"
"14674","STK24","stk24a"
"14675","STK24","stk24b"
"14676","STK25","stk25a"
"14677","STK25","stk25b"
"14678","STK26","stk26"
"14679","STK3","stk3"
"14680","STK31","stk31"
"14681","STK32B","stk32a"
"14682","STK33","stk33"
"14683","STK35","stk35"
"14684","STK35","stk35l"
"14685","STK36","stk36"
"14686","STK38","stk38a"
"14687","STK38","stk38b"
"14688","STK38L","stk38l"
"14689","STK39","stk39"
"14690","STK40","stk40"
"14691","STMN1","stmn1a"
"14692","STMN1","stmn1b"
"14693","STMN2","stmn2a"
"14694","STMN2","stmn2b"
"14695","STMN3","stmn3"
"14696","STMN4","stmn4"
"14697","STMN4","stmn4l"
"14698","STMND1","stmnd1"
"14699","STN1","stn1"
"14700","STOML1","stoml1"
"14701","STOML2","stoml2"
"14702","STOML3","stoml3a"
"14703","STOML3","stoml3b"
"14704","STON2","ston2"
"14705","STOX2","stox2a"
"14706","STOX2","stox2b"
"14707","STPG1","stpg1"
"14708","STPG2","stpg2"
"14709","STRA6","stra6"
"14710","STRADA","strada"
"14711","STRAP","strap"
"14712","STRBP","strbp"
"14713","STRC","strc"
"14714","STRIP1","strip1"
"14715","STRIP2","strip2"
"14716","STRN","strn"
"14717","STRN3","strn3"
"14718","STRN4","strn4"
"14719","STS","sts"
"14720","STT3A","stt3a"
"14721","STT3B","stt3b"
"14722","STUB1","stub1"
"14723","STUM","stum"
"14724","STX11","stx11a"
"14725","STX11","stx11b.1"
"14726","STX11","stx11b.2"
"14727","STX12","stx12"
"14728","STX12","stx12l"
"14729","STX16","stx16"
"14730","STX17","stx17"
"14731","STX18","stx18"
"14732","STX1A","stx1a"
"14733","STX1B","stx1b"
"14734","STX2","stx2a"
"14735","STX2","stx2b"
"14736","STX3","stx3a"
"14737","STX4","stx4"
"14738","STX5","stx5a"
"14739","STX5","stx5al"
"14740","STX6","stx6"
"14741","STX7","stx7l"
"14742","STX8","stx8"
"14743","STXBP1","stxbp1a"
"14744","STXBP1","stxbp1b"
"14745","STXBP2","stxbp2"
"14746","STXBP3","stxbp3"
"14747","STXBP4","stxbp4"
"14748","STXBP5","stxbp5a"
"14749","STXBP5","stxbp5b"
"14750","STXBP5L","stxbp5l"
"14751","STXBP6","stxbp6"
"14752","STXBP6","stxbp6l"
"14753","STYK1","styk1b"
"14754","STYX","styx"
"14755","SUB1","sub1a"
"14756","SUB1","sub1b"
"14757","SUCLA2","sucla2"
"14758","SUCLG1","suclg1"
"14759","SUCLG2","suclg2"
"14760","SUCO","suco"
"14761","SUDS3","suds3"
"14762","SUFU","sufu"
"14763","SUGCT","sugct"
"14764","SUGP1","sugp1"
"14765","SUGT1","sugt1"
"14766","SULF1","sulf1"
"14767","ARSL","sulf2a"
"14768","SULF2","sulf2b"
"14769","SULT2A1","sult1st1"
"14770","SULT2A1","sult1st2"
"14771","SULT2A1","sult1st3"
"14772","SULT2A1","sult1st4"
"14773","SULT1C4","sult1st5"
"14774","SULT1C4","sult1st6"
"14775","SULT2A1","sult1st7"
"14776","SULT2A1","sult1st9"
"14777","SULT2A1","sult2st1"
"14778","SULT2A1","sult2st2"
"14779","SULT1B1","sult2st3"
"14780","SULT4A1","sult4a1"
"14781","SULT1A2","sult5a1"
"14782","SULT6B1","sult6b1"
"14783","SUMF1","sumf1"
"14784","SUMF2","sumf2"
"14785","SUMO1","sumo1"
"14786","SUMO4","sumo2b"
"14787","SUMO3","sumo3a"
"14788","SUMO3","sumo3b"
"14789","SUN1","sun1"
"14790","SUOX","suox"
"14791","SUPT16H","supt16h"
"14792","SUPT20H","supt20"
"14793","SUPT3H","supt3h"
"14794","SUPT4H1","supt4h1"
"14795","SUPT5H","supt5h"
"14796","SUPT6H","supt6h"
"14797","SUPT7L","supt7l"
"14798","SUPV3L1","supv3l1"
"14799","SURF1","surf1"
"14800","SURF4","surf4l"
"14801","SURF6","surf6"
"14802","SUSD1","susd1"
"14803","SUSD4","susd4"
"14804","SUSD5","susd5"
"14805","SUSD6","susd6"
"14806","SUV39H1","suv39h1a"
"14807","SUV39H1","suv39h1b"
"14808","SUZ12","suz12a"
"14809","SUZ12","suz12b"
"14810","SV2A","sv2a"
"14811","SV2B","sv2ba"
"14812","SV2B","sv2bb"
"14813","SV2C","sv2ca"
"14814","SVBP","svbp"
"14815","SVEP1","svep1"
"14816","SVIL","svilb"
"14817","SVOP","svopa"
"14818","SVOPL","svopl"
"14819","SWAP70","swap70a"
"14820","SWAP70","swap70b"
"14821","SWI5","swi5"
"14822","SWT1","swt1"
"14823","SYAP1","syap1"
"14824","VAMP7","sybl1"
"14825","SYBU","sybu"
"14826","SYCN","sycn.1"
"14827","SYCN","sycn.2"
"14828","SYCN","sycn.3"
"14829","SYCP1","sycp1"
"14830","SYCP2","sycp2"
"14831","FAM9B","sycp3"
"14832","SYF2","syf2"
"14833","SYK","syk"
"14834","SYMPK","sympk"
"14835","SYN2","syn2a"
"14836","SYNC","sync"
"14837","SYNCRIP","syncrip"
"14838","SYNCRIP","syncripl"
"14839","SYNDIG1L","syndig1l"
"14840","SYNE1","syne1a"
"14841","SYNE1","syne1b"
"14842","SYNE2","syne2b"
"14843","SYNE3","syne3"
"14844","SYNGAP1","syngap1a"
"14845","SYNGAP1","syngap1b"
"14846","SYNGR1","syngr1a"
"14847","SYNGR1","syngr1b"
"14848","SYNGR2","syngr2b"
"14849","SYNGR3","syngr3a"
"14850","SYNGR3","syngr3b"
"14851","SYNJ1","synj1"
"14852","SYNJ2BP","synj2bp"
"14853","SYNM","synm"
"14854","SYNPO2","synpo2b"
"14855","SYNPO2L","synpo2la"
"14856","SYNPO2L","synpo2lb"
"14857","SYNPR","synpr"
"14858","SYNRG","synrg"
"14859","SYP","sypa"
"14860","SYP","sypb"
"14861","SYPL2","sypl2a"
"14862","SYPL2","sypl2b"
"14863","SYS1","sys1"
"14864","SYT10","syt10"
"14865","SYT11","syt11a"
"14866","SYT11","syt11b"
"14867","SYT12","syt12"
"14868","SYT13","syt13"
"14869","SYT14","syt14a"
"14870","SYT15","syt15"
"14871","SYT16","syt16"
"14872","SYT17","syt17"
"14873","SYT1","syt1a"
"14874","SYT1","syt1b"
"14875","SYT2","syt2a"
"14876","SYT3","syt3"
"14877","SYT4","syt4"
"14878","SYT6","syt6a"
"14879","SYT6","syt6b"
"14880","SYT7","syt7a"
"14881","SYT7","syt7b"
"14882","SYT9","syt9a"
"14883","SYT9","syt9b"
"14884","SYTL1","sytl1"
"14885","SYTL2","sytl2a"
"14886","SYTL3","sytl3"
"14887","SYTL4","sytl4"
"14888","SYTL5","sytl5"
"14889","SYVN1","syvn1"
"14890","SZRD1","szrd1"
"14891","TAAR5","taar13a"
"14892","TAAR5","taar13b"
"14893","TAAR5","taar13c"
"14894","TAAR5","taar13d"
"14895","TAAR5","taar13e"
"14896","TAAR1","taar1b"
"14897","TAB1","tab1"
"14898","TAB2","tab2"
"14899","TAB3","tab3"
"14900","TAC1","tac1"
"14901","TAC3","tac3a"
"14902","TACC1","tacc1"
"14903","TACC3","tacc3"
"14904","TACO1","taco1"
"14905","TACR1","tacr1a"
"14906","TACR1","tacr1b"
"14907","TACR2","tacr2"
"14908","TACR3","tacr3a"
"14909","TACR3","tacr3l"
"14910","TADA2A","tada2a"
"14911","TADA2B","tada2b"
"14912","TADA3","tada3l"
"14913","TAF1","taf1"
"14914","TAF10","taf10"
"14915","TAF11L3","taf11"
"14916","TAF12","taf12"
"14917","TAF13","taf13"
"14918","TAF15","taf15"
"14919","TAF1A","taf1a"
"14920","TAF1B","taf1b"
"14921","TAF2","taf2"
"14922","TAF3","taf3"
"14923","TAF4","taf4a"
"14924","TAF4B","taf4b"
"14925","TAF5","taf5"
"14926","TAF5L","taf5l"
"14927","TAF6","taf6"
"14928","TAF6L","taf6l"
"14929","TAF7","taf7"
"14930","TAF8","taf8"
"14931","TAF9","taf9"
"14932","TAFA1","tafa1a"
"14933","TAFA4","tafa4a"
"14934","TAFA3","tafa4b"
"14935","TAFA5","tafa5a"
"14936","TAFA5","tafa5b"
"14937","TAFA5","tafa5l"
"14938","TAGAP","tagapa"
"14939","TAGLN","tagln"
"14940","TAGLN","tagln2"
"14941","TAGLN3","tagln3a"
"14942","ABHD10","tagln3b"
"14943","TAL1","tal1"
"14944","TAL2","tal2"
"14945","TALDO1","taldo1"
"14946","TAMM41","tamm41"
"14947","TANC1","tanc1a"
"14948","TANC1","tanc1b"
"14949","TANC2","tanc2a"
"14950","TANGO2","tango2"
"14951","TANGO6","tango6"
"14952","TANK","tank"
"14953","TAOK1","taok1a"
"14954","TAOK1","taok1b"
"14955","TAOK2","taok2a"
"14956","TAOK2","taok2b"
"14957","TAOK3","taok3a"
"14958","TAOK3","taok3b"
"14959","TAP1","tap1"
"14960","TAPBP","tapbp.1"
"14961","TAPBP","tapbp.2"
"14962","TAPBPL","tapbpl"
"14963","TAPT1","tapt1a"
"14964","TAPT1","tapt1b"
"14965","TARBP2","tarbp2"
"14966","TARDBP","tardbp"
"14967","TARDBP","tardbpl"
"14968","TARS1","tars1"
"14969","TAS1R2","tas1r2.2"
"14970","TAS1R3","tas1r3"
"14971","TASOR2","tasor2"
"14972","TASOR","tasora"
"14973","TASOR","tasorb"
"14974","TASP1","tasp1"
"14975","TAT","tat"
"14976","TATDN1","tatdn1"
"14977","TATDN2","tatdn2"
"14978","TAX1BP1","tax1bp1a"
"14979","TAX1BP1","tax1bp1b"
"14980","TAX1BP3","tax1bp3"
"14981","TAFAZZIN","taz"
"14982","TBATA","tbata"
"14983","TBC1D1","tbc1d1"
"14984","TBC1D10A","tbc1d10aa"
"14985","TBC1D10A","tbc1d10ab"
"14986","TBC1D10B","tbc1d10b"
"14987","TBC1D10C","tbc1d10c"
"14988","TBC1D12","tbc1d12b"
"14989","TBC1D14","tbc1d14"
"14990","TBC1D15","tbc1d15"
"14991","TBC1D16","tbc1d16"
"14992","TBC1D17","tbc1d17"
"14993","TBC1D19","tbc1d19"
"14994","TBC1D2","tbc1d2"
"14995","TBC1D20","tbc1d20"
"14996","TBC1D22A","tbc1d22a"
"14997","TBC1D22B","tbc1d22b"
"14998","TBC1D23","tbc1d23"
"14999","TBC1D24","tbc1d24"
"15000","TBC1D25","tbc1d25"
"15001","TBC1D2B","tbc1d2b"
"15002","TBC1D30","tbc1d30"
"15003","TBC1D31","tbc1d31"
"15004","TBC1D32","tbc1d32"
"15005","TBC1D4","tbc1d4"
"15006","TBC1D5","tbc1d5"
"15007","TBC1D7","tbc1d7"
"15008","TBC1D8B","tbc1d8b"
"15009","TBC1D9","tbc1d9"
"15010","TBCA","tbca"
"15011","TBCB","tbcb"
"15012","TBCC","tbcc"
"15013","TBCCD1","tbccd1"
"15014","TBCD","tbcd"
"15015","TBCE","tbce"
"15016","TBCEL","tbcela"
"15017","TBCEL","tbcelb"
"15018","TBCK","tbck"
"15019","TBK1","tbk1"
"15020","TBKBP1","tbkbp1"
"15021","TBL1Y","tbl1x"
"15022","TBL1XR1","tbl1xr1a"
"15023","TBL1XR1","tbl1xr1b"
"15024","TBL2","tbl2"
"15025","TBL3","tbl3"
"15026","TBP","tbp"
"15027","TBPL1","tbpl1"
"15028","TBPL2","tbpl2"
"15029","TBR1","tbr1a"
"15030","TBR1","tbr1b"
"15031","TBRG1","tbrg1"
"15032","TBRG4","tbrg4"
"15033","TBX10","tbx1"
"15034","TBX15","tbx15"
"15035","TBX18","tbx18"
"15036","TBX19","tbx19"
"15037","TBX20","tbx20"
"15038","TBX21","tbx21"
"15039","TBX2","tbx2a"
"15040","TBX2","tbx2b"
"15041","TBX3","tbx3a"
"15042","TBX4","tbx4"
"15043","TBX5","tbx5a"
"15044","TBX5","tbx5b"
"15045","TBX6","tbx6"
"15046","TBXA2R","tbxa2r"
"15047","TBXAS1","tbxas1"
"15048","TBX21","tbxta"
"15049","TBXT","tbxtb"
"15050","TCAIM","tcaim"
"15051","TCAP","tcap"
"15052","TCEA1","tcea1"
"15053","TCEA2","tcea2"
"15054","TCEA3","tcea3"
"15055","TCEANC2","tceanc2"
"15056","TCERG1","tcerg1a"
"15057","TCF12","tcf12"
"15058","TCF15","tcf15"
"15059","TCF19","tcf19l"
"15060","TCF20","tcf20"
"15061","TCF21","tcf21"
"15062","TCF23","tcf23"
"15063","TCF25","tcf25"
"15064","TCF3","tcf3a"
"15065","TCF3","tcf3b"
"15066","TCF7","tcf7"
"15067","TCF7L1","tcf7l1a"
"15068","TCF7L1","tcf7l1b"
"15069","TCF7L2","tcf7l2"
"15070","TCIM","tcima"
"15071","TCIRG1","tcirg1a"
"15072","TCIRG1","tcirg1b"
"15073","TCN2","tcn2"
"15074","TCP1","tcp1"
"15075","TCP11L1","tcp11l1"
"15076","TCP11L2","tcp11l2"
"15077","TCTA","tcta"
"15078","TCTE1","tcte1"
"15079","DYNLT5","tctex1d1"
"15080","DYNLT2B","tctex1d2"
"15081","TCTN1","tctn1"
"15082","TCTN2","tctn2"
"15083","TDG","tdg.1"
"15084","TDG","tdg.2"
"15085","HSD3B2","tdh2"
"15086","TDO2","tdo2a"
"15087","TDO2","tdo2b"
"15088","TDP1","tdp1"
"15089","TDP2","tdp2a"
"15090","TDP2","tdp2b"
"15091","TDRD1","tdrd1"
"15092","TDRD12","tdrd12"
"15093","TDRD3","tdrd3"
"15094","TDRD6","tdrd6"
"15095","TDRD7","tdrd7a"
"15096","TDRD7","tdrd7b"
"15097","TDRD9","tdrd9"
"15098","TDRD10","tdrkh"
"15099","TEAD1","tead1b"
"15100","TEAD3","tead3a"
"15101","TEAD3","tead3b"
"15102","TEC","tec"
"15103","TECPR1","tecpr1a"
"15104","TECPR1","tecpr1b"
"15105","TECPR2","tecpr2"
"15106","TECR","tecra"
"15107","TECR","tecrb"
"15108","TECTA","tecta"
"15109","TECTB","tectb"
"15110","TEF","tefa"
"15111","TEF","tefb"
"15112","TEFM","tefm"
"15113","TMBIM6","tegt"
"15114","TEK","tek"
"15115","TEKT1","tekt1"
"15116","TEKT2","tekt2"
"15117","TEKT3","tekt3"
"15118","MAFIP","tekt4"
"15119","TELO2","telo2"
"15120","TEN1","ten1"
"15121","TENM4","tenm4"
"15122","TENT2","tent2"
"15123","TENT4A","tent4a"
"15124","TENT4B","tent4b"
"15125","TENT5A","tent5ab"
"15126","TENT5B","tent5ba"
"15127","TENT5B","tent5bb"
"15128","TENT5C","tent5c"
"15129","TENT5D","tent5d"
"15130","TEPSIN","tepsin"
"15131","TERB1","terb1"
"15132","TERB2","terb2"
"15133","TERF1","terf1"
"15134","TERF2IP","terf2ip"
"15135","TERF2","terfa"
"15136","TERT","tert"
"15137","TES","tes"
"15138","TESC","tesca"
"15139","TESC","tescb"
"15140","TESK2","tesk2"
"15141","TESMIN","tesmin"
"15142","TESPA1","tespa1"
"15143","TET1","tet1"
"15144","TET2","tet2"
"15145","TET3","tet3"
"15146","TEX10","tex10"
"15147","TEX11","tex11"
"15148","TEX15","tex15"
"15149","TEX2","tex2"
"15150","TEX261","tex261"
"15151","TEX9","tex9"
"15152","LTF","tfa"
"15153","TFAM","tfam"
"15154","TFAP2A","tfap2a"
"15155","TFAP2B","tfap2b"
"15156","TFAP2C","tfap2c"
"15157","TFAP2D","tfap2d"
"15158","TFAP2E","tfap2e"
"15159","TFAP4","tfap4"
"15160","TFB1M","tfb1m"
"15161","TFB2M","tfb2m"
"15162","TFCP2","tfcp2"
"15163","TFCP2L1","tfcp2l1"
"15164","TFDP1","tfdp1a"
"15165","TFDP1","tfdp1b"
"15166","TFDP2","tfdp2"
"15167","TFE3","tfe3a"
"15168","TFE3","tfe3b"
"15169","TFEB","tfeb"
"15170","TFEC","tfec"
"15171","TFG","tfg"
"15172","TFIP11","tfip11"
"15173","TFPI2","tfpi2"
"15174","TFPI","tfpia"
"15175","TFRC","tfr1a"
"15176","TFRC","tfr1b"
"15177","TFR2","tfr2"
"15178","TG","tg"
"15179","TGFA","tgfa"
"15180","TGFB1","tgfb1a"
"15181","TGFB1","tgfb1b"
"15182","TGFB2","tgfb2"
"15183","TGFB3","tgfb3"
"15184","TGFBI","tgfbi"
"15185","TGFBR1","tgfbr1a"
"15186","TGFBR1","tgfbr1b"
"15187","TGFBR2","tgfbr2a"
"15188","TGFBR2","tgfbr2b"
"15189","TGFBR3","tgfbr3"
"15190","TGFBRAP1","tgfbrap1"
"15191","TGIF1","tgif1"
"15192","TGM1","tgm1"
"15193","TGM1","tgm1l1"
"15194","TGM1","tgm1l2"
"15195","TGM1","tgm1l3"
"15196","TGM1","tgm1l4"
"15197","TGM2","tgm2a"
"15198","TGM2","tgm2b"
"15199","TGM6","tgm5l"
"15200","TGM6","tgm8"
"15201","TH","th"
"15202","THADA","thada"
"15203","THAP11","thap11"
"15204","THAP12","thap12a"
"15205","THAP12","thap12b"
"15206","THAP4","thap4"
"15207","THAP7","thap7"
"15208","THBS1","thbs1a"
"15209","THBS1","thbs1b"
"15210","THBS2","thbs2a"
"15211","THBS2","thbs2b"
"15212","THBS3","thbs3b"
"15213","THBS4","thbs4a"
"15214","THBS4","thbs4b"
"15215","SPMAP2","theg"
"15216","THEM4","them4"
"15217","THEM6","them6"
"15218","THEMIS","themis"
"15219","THEMIS2","themis2"
"15220","THG1L","thg1l"
"15221","THNSL2","thnsl2"
"15222","THOC1","thoc1"
"15223","THOC2","thoc2"
"15224","THOC3","thoc3"
"15225","THOC5","thoc5"
"15226","THOC6","thoc6"
"15227","THOC7","thoc7"
"15228","THOP1","thop1"
"15229","THPO","thpo"
"15230","THRA","thraa"
"15231","THRA","thrab"
"15232","THRAP3","thrap3a"
"15233","THRAP3","thrap3b"
"15234","THRB","thrb"
"15235","THRSP","thrsp"
"15236","THSD1","thsd1"
"15237","THSD7A","thsd7aa"
"15238","THSD7A","thsd7ab"
"15239","THSD7B","thsd7ba"
"15240","THSD7B","thsd7bb"
"15241","THTPA","thtpa"
"15242","THUMPD1","thumpd1"
"15243","THUMPD2","thumpd2"
"15244","THUMPD3","thumpd3"
"15245","THY1","thy1"
"15246","THYN1","thyn1"
"15247","TIA1","tia1"
"15248","TIA1","tia1l"
"15249","TIA1","tial1"
"15250","TIAM1","tiam1a"
"15251","TIAM1","tiam1b"
"15252","TIAM2","tiam2a"
"15253","TIAM2","tiam2b"
"15254","TICAM2","ticam1"
"15255","TIE1","tie1"
"15256","TIMELESS","timeless"
"15257","TIMM10","timm10"
"15258","TIMM10B","timm10b"
"15259","TIMM13","timm13"
"15260","TIMM17A","timm17a"
"15261","TIMM17B","timm17b"
"15262","TIMM23","timm23a"
"15263","TIMM23","timm23b"
"15264","TIMM29","timm29"
"15265","TIMM44","timm44"
"15266","TIMM50","timm50"
"15267","TIMM8A","timm8a"
"15268","TIMM8B","timm8b"
"15269","TIMM9","timm9"
"15270","TIMMDC1","timmdc1"
"15271","TIMP2","timp2a"
"15272","TIMP2","timp2b"
"15273","TIMP4","timp4.1"
"15274","TIMP4","timp4.2"
"15275","TIMP4","timp4.3"
"15276","CTSF","tinagl1"
"15277","TINF2","tinf2"
"15278","TIPARP","tiparp"
"15279","TIPIN","tipin"
"15280","TIPRL","tiprl"
"15281","TIRAP","tirap"
"15282","TJP1","tjp1a"
"15283","TJP1","tjp1b"
"15284","TJP2","tjp2a"
"15285","TJP2","tjp2b"
"15286","TJP3","tjp3"
"15287","TK1","tk1"
"15288","TK2","tk2"
"15289","TKFC","tkfc"
"15290","TKT","tkta"
"15291","TKTL2","tktb"
"15292","TLCD1","tlcd1"
"15293","TLCD3A","tlcd3a"
"15294","TLCD3B","tlcd3ba"
"15295","TLCD3B","tlcd3bb"
"15296","TLCD4","tlcd4a"
"15297","TLCD5","tlcd5a"
"15298","TLCD5","tlcd5b"
"15299","TLE6","tle2a"
"15300","TLE3","tle3a"
"15301","TLE3","tle3b"
"15302","TLE5","tle5"
"15303","TLK1","tlk1a"
"15304","TLK1","tlk1b"
"15305","TLK2","tlk2"
"15306","TLL1","tll1"
"15307","TLN1","tln1"
"15308","TLN2","tln2a"
"15309","TLN2","tln2b"
"15310","TLNRD1","tlnrd1"
"15311","TLR6","tlr1"
"15312","TLR2","tlr2"
"15313","TLR7","tlr7"
"15314","TLX1","tlx1"
"15315","TLX3","tlx3b"
"15316","TM2D1","tm2d1"
"15317","TM2D2","tm2d2"
"15318","TM2D3","tm2d3"
"15319","TM4SF1","tm4sf18"
"15320","TM4SF4","tm4sf4"
"15321","TM4SF5","tm4sf5"
"15322","TM6SF2","tm6sf2"
"15323","TM7SF2","tm7sf2"
"15324","TM7SF3","tm7sf3"
"15325","TM9SF1","tm9sf1"
"15326","TM9SF2","tm9sf2"
"15327","TM9SF3","tm9sf3"
"15328","TM9SF4","tm9sf4"
"15329","TMA16","tma16"
"15330","TMBIM1","tmbim1a"
"15331","TMBIM1","tmbim1b"
"15332","TMBIM4","tmbim4"
"15333","TMC2","tmc2a"
"15334","TMC2","tmc2b"
"15335","TMC4","tmc4"
"15336","TMC5","tmc5"
"15337","TMC6","tmc6a"
"15338","TMC8","tmc8"
"15339","TMCC1","tmcc1b"
"15340","TMCC2","tmcc2"
"15341","TMCC3","tmcc3"
"15342","TMCO1","tmco1"
"15343","TMCO3","tmco3"
"15344","TMCO4","tmco4"
"15345","TMCO6","tmco6"
"15346","TMED10","tmed10"
"15347","TMED1","tmed1a"
"15348","TMED1","tmed1b"
"15349","TMED2","tmed2"
"15350","TMED3","tmed3"
"15351","TMED4","tmed4"
"15352","TMED5","tmed5"
"15353","TMED6","tmed6"
"15354","TMED7","tmed7"
"15355","TMED8","tmed8"
"15356","TMED9","tmed9"
"15357","TMEFF2","tmeff2a"
"15358","TMEFF2","tmeff2b"
"15359","TMEM101","tmem101"
"15360","TMEM102","tmem102"
"15361","TMEM104","tmem104"
"15362","TMEM106B","tmem106bb"
"15363","TMEM106C","tmem106c"
"15364","TMEM107","tmem107"
"15365","TMEM108","tmem108"
"15366","TMEM11","tmem11"
"15367","TMEM115","tmem115"
"15368","TMEM117","tmem117"
"15369","TMEM119","tmem119b"
"15370","TMEM120A","tmem120a"
"15371","TMEM120B","tmem120b"
"15372","TMEM121","tmem121aa"
"15373","TMEM121","tmem121ab"
"15374","TMEM121B","tmem121b"
"15375","TMEM123","tmem123"
"15376","TMEM125","tmem125b"
"15377","TMEM126B","tmem126a"
"15378","TMEM127","tmem127"
"15379","TMEM129","tmem129"
"15380","TMEM130","tmem130"
"15381","TMEM131","tmem131"
"15382","TMEM131L","tmem131l"
"15383","TMEM132E","tmem132e"
"15384","TMEM134","tmem134"
"15385","TMEM135","tmem135"
"15386","TMEM138","tmem138"
"15387","TMEM141","tmem141"
"15388","TMEM144","tmem144a"
"15389","TMEM144","tmem144b"
"15390","TMEM145","tmem145"
"15391","TMEM147","tmem147"
"15392","TMEM14C","tmem14cb"
"15393","TMEM150A","tmem150aa"
"15394","TMEM150A","tmem150ab"
"15395","TMEM150C","tmem150c"
"15396","TMEM151A","tmem151a"
"15397","TMEM151B","tmem151ba"
"15398","TMEM151B","tmem151bb"
"15399","TMEM160","tmem160"
"15400","TMEM161A","tmem161a"
"15401","TMEM161B","tmem161b"
"15402","TMEM163","tmem163a"
"15403","TMEM163","tmem163b"
"15404","TMEM165","tmem165"
"15405","TMEM167A","tmem167a"
"15406","TMEM167B","tmem167b"
"15407","TMEM168","tmem168a"
"15408","TMEM168","tmem168b"
"15409","TMEM169","tmem169a"
"15410","TMEM169","tmem169b"
"15411","TMEM17","tmem17"
"15412","TMEM170A","tmem170a"
"15413","TMEM170B","tmem170b"
"15414","TMEM174","tmem174"
"15415","TMEM175","tmem175"
"15416","MS4A2","tmem176l.3a"
"15417","TMEM177","tmem177"
"15418","TMEM178A","tmem178"
"15419","TMEM179","tmem179aa"
"15420","TMEM179B","tmem179b"
"15421","TMEM18","tmem18"
"15422","TMEM181","tmem181"
"15423","TMEM182","tmem182a"
"15424","TMEM182","tmem182b"
"15425","TMEM183A","tmem183a"
"15426","TMEM184A","tmem184a"
"15427","TMEM184B","tmem184ba"
"15428","TMEM184B","tmem184bb"
"15429","TMEM184C","tmem184c"
"15430","TMEM185A","tmem185"
"15431","TMEM186","tmem186"
"15432","TMEM187","tmem187"
"15433","TMEM192","tmem192"
"15434","TMEM198","tmem198a"
"15435","TMEM198","tmem198b"
"15436","TMEM199","tmem199"
"15437","TMEM200A","tmem200a"
"15438","TMEM200B","tmem200b"
"15439","TMEM203","tmem203"
"15440","TMEM204","tmem204"
"15441","TMEM205","tmem205"
"15442","TMEM208","tmem208"
"15443","TMEM209","tmem209"
"15444","TMEM214","tmem214"
"15445","TMEM218","tmem218"
"15446","TMEM222","tmem222a"
"15447","TMEM222","tmem222b"
"15448","TMEM223","tmem223"
"15449","TMEM229B","tmem229b"
"15450","TMEM230","tmem230a"
"15451","TMEM230","tmem230b"
"15452","TMEM231","tmem231"
"15453","TMEM232","tmem232"
"15454","TMEM235","tmem235b"
"15455","TMEM237","tmem237a"
"15456","TMEM237","tmem237b"
"15457","TMEM238","tmem238a"
"15458","TMEM240","tmem240a"
"15459","TMEM240","tmem240b"
"15460","TMEM241","tmem241"
"15461","TMEM242","tmem242"
"15462","TMEM243","tmem243a"
"15463","TMEM243","tmem243b"
"15464","TMEM244","tmem244"
"15465","TMEM245","tmem245"
"15466","TMEM248","tmem248"
"15467","LYSET","tmem251"
"15468","TMEM254","tmem254"
