"","human_gene","horse_gene"
"13569","TBC1D32","TBC1D32"
"13570","TBC1D4","TBC1D4"
"13571","TBC1D5","TBC1D5"
"13572","TBC1D7","TBC1D7"
"13573","TBC1D8","TBC1D8"
"13574","TBC1D8B","TBC1D8B"
"13575","TBC1D9","TBC1D9"
"13576","TBC1D9B","TBC1D9B"
"13577","TBCA","TBCA"
"13578","TBCB","TBCB"
"13579","TBCC","TBCC"
"13580","TBCCD1","TBCCD1"
"13581","TBCD","TBCD"
"13582","TBCE","TBCE"
"13583","TBCEL","TBCEL"
"13584","TBCK","TBCK"
"13585","TBK1","TBK1"
"13586","TBKBP1","TBKBP1"
"13587","TBL1XR1","TBL1XR1"
"13588","TBL2","TBL2"
"13589","TBL3","TBL3"
"13590","TBP","TBP"
"13591","TBPL1","TBPL1"
"13592","TBR1","TBR1"
"13593","TBRG1","TBRG1"
"13594","TBRG4","TBRG4"
"13595","TBX1","TBX1"
"13596","TBX10","TBX10"
"13597","TBX15","TBX15"
"13598","TBX18","TBX18"
"13599","TBX19","TBX19"
"13600","TBX2","TBX2"
"13601","TBX20","TBX20"
"13602","TBX21","TBX21"
"13603","TBX22","TBX22"
"13604","TBX3","TBX3"
"13605","TBX4","TBX4"
"13606","TBX5","TBX5"
"13607","TBX6","TBX6"
"13608","TBXA2R","TBXA2R"
"13609","TBXAS1","TBXAS1"
"13610","TBXT","TBXT"
"13611","TC2N","TC2N"
"13612","TCAF1","TCAF1"
"13613","TCAIM","TCAIM"
"13614","TCAP","TCAP"
"13615","TCEA1","TCEA1"
"13616","TCEA2","TCEA2"
"13617","TCEA3","TCEA3"
"13618","TCEAL1","TCEAL1"
"13619","TCEAL7","TCEAL7"
"13620","TCEAL8","TCEAL8"
"13621","TCEAL9","TCEAL9"
"13622","TCEANC","TCEANC"
"13623","TCEANC2","TCEANC2"
"13624","TCERG1","TCERG1"
"13625","TCERG1L","TCERG1L"
"13626","TCF12","TCF12"
"13627","TCF15","TCF15"
"13628","TCF19","TCF19"
"13629","TCF20","TCF20"
"13630","TCF21","TCF21"
"13631","TCF23","TCF23"
"13632","TCF24","TCF24"
"13633","TCF25","TCF25"
"13634","TCF3","TCF3"
"13635","TCF4","TCF4"
"13636","TCF7","TCF7"
"13637","TCF7L1","TCF7L1"
"13638","TCF7L2","TCF7L2"
"13639","TCHHL1","TCHHL1"
"13640","TCHP","TCHP"
"13641","TCIM","TCIM"
"13642","TCIRG1","TCIRG1"
"13643","TCL1A","TCL1A"
"13644","TCN1","TCN1"
"13645","TCN2","TCN2"
"13646","TCOF1","TCOF1"
"13647","TCP1","TCP1"
"13648","TCP11","TCP11"
"13649","TCP11L1","TCP11L1"
"13650","TCP11L2","TCP11L2"
"13651","TCTA","TCTA"
"13652","TCTE1","TCTE1"
"13653","TCTN1","TCTN1"
"13654","TCTN2","TCTN2"
"13655","TCTN3","TCTN3"
"13656","TDG","TDG"
"13657","TDO2","TDO2"
"13658","TDP1","TDP1"
"13659","TDP2","TDP2"
"13660","TDRD1","TDRD1"
"13661","TDRD12","TDRD12"
"13662","TDRD15","TDRD15"
"13663","TDRD3","TDRD3"
"13664","TDRD5","TDRD5"
"13665","TDRD6","TDRD6"
"13666","TDRD7","TDRD7"
"13667","TDRD9","TDRD9"
"13668","TDRKH","TDRKH"
"13669","TDRP","TDRP"
"13670","TEAD1","TEAD1"
"13671","TEAD2","TEAD2"
"13672","TEAD4","TEAD4"
"13673","TEC","TEC"
"13674","TECPR1","TECPR1"
"13675","TECPR2","TECPR2"
"13676","TECR","TECR"
"13677","TECRL","TECRL"
"13678","TECTA","TECTA"
"13679","TECTB","TECTB"
"13680","TEDC1","TEDC1"
"13681","TEDC2","TEDC2"
"13682","TEF","TEF"
"13683","TEFM","TEFM"
"13684","TEK","TEK"
"13685","TEKT1","TEKT1"
"13686","TEKT2","TEKT2"
"13687","TEKT3","TEKT3"
"13688","TEKT5","TEKT5"
"13689","TEKTIP1","TEKTIP1"
"13690","TELO2","TELO2"
"13691","TEN1","TEN1"
"13692","TENM1","TENM1"
"13693","TENM2","TENM2"
"13694","TENM3","TENM3"
"13695","TENM4","TENM4"
"13696","TENT2","TENT2"
"13697","TENT4A","TENT4A"
"13698","TENT4B","TENT4B"
"13699","TENT5A","TENT5A"
"13700","TENT5B","TENT5B"
"13701","TENT5C","TENT5C"
"13702","TENT5D","TENT5D"
"13703","TEP1","TEP1"
"13704","TEPSIN","TEPSIN"
"13705","TERB1","TERB1"
"13706","TERB2","TERB2"
"13707","TERF1","TERF1"
"13708","TERF2","TERF2"
"13709","TERF2IP","TERF2IP"
"13710","TERT","TERT"
"13711","TES","TES"
"13712","TESC","TESC"
"13713","TESK1","TESK1"
"13714","TESPA1","TESPA1"
"13715","TET1","TET1"
"13716","TET2","TET2"
"13717","TET3","TET3"
"13718","TEX10","TEX10"
"13719","TEX101","TEX101"
"13720","TEX11","TEX11"
"13721","TEX12","TEX12"
"13722","TEX14","TEX14"
"13723","TEX15","TEX15"
"13724","TEX2","TEX2"
"13725","TEX26","TEX26"
"13726","TEX261","TEX261"
"13727","TEX264","TEX264"
"13728","TEX28","TEX28"
"13729","TEX29","TEX29"
"13730","TEX30","TEX30"
"13731","TEX36","TEX36"
"13732","TEX38","TEX38"
"13733","TEX44","TEX44"
"13734","SAXO5","TEX45"
"13735","TEX46","TEX46"
"13736","TEX47","TEX47"
"13737","TEX48","TEX48"
"13738","TEX50","TEX50"
"13739","TEX54","TEX54"
"13740","TEX9","TEX9"
"13741","TF","TF"
"13742","TFAP2A","TFAP2A"
"13743","TFAP2B","TFAP2B"
"13744","TFAP2C","TFAP2C"
"13745","TFAP2D","TFAP2D"
"13746","TFAP2E","TFAP2E"
"13747","TFAP4","TFAP4"
"13748","TFB1M","TFB1M"
"13749","TFB2M","TFB2M"
"13750","TFCP2","TFCP2"
"13751","TFCP2L1","TFCP2L1"
"13752","TFDP1","TFDP1"
"13753","TFDP2","TFDP2"
"13754","TFE3","TFE3"
"13755","TFEB","TFEB"
"13756","TFEC","TFEC"
"13757","TFF1","TFF1"
"13758","TFF2","TFF2"
"13759","TFF3","TFF3"
"13760","TFG","TFG"
"13761","TFPI","TFPI"
"13762","TFPI2","TFPI2"
"13763","TFPT","TFPT"
"13764","TFR2","TFR2"
"13765","TFRC","TFRC"
"13766","TG","TG"
"13767","TGDS","TGDS"
"13768","TGFA","TGFA"
"13769","TGFB1","TGFB1"
"13770","TGFB1I1","TGFB1I1"
"13771","TGFB3","TGFB3"
"13772","TGFBI","TGFBI"
"13773","TGFBR1","TGFBR1"
"13774","TGFBR2","TGFBR2"
"13775","TGFBR3","TGFBR3"
"13776","TGFBR3L","TGFBR3L"
"13777","TGFBRAP1","TGFBRAP1"
"13778","TGIF1","TGIF1"
"13779","TGM1","TGM1"
"13780","TGM2","TGM2"
"13781","TGM3","TGM3"
"13782","TGM5","TGM5"
"13783","TGM6","TGM6"
"13784","TGM7","TGM7"
"13785","TGS1","TGS1"
"13786","TH","TH"
"13787","THADA","THADA"
"13788","THAP1","THAP1"
"13789","THAP11","THAP11"
"13790","THAP2","THAP2"
"13791","THAP3","THAP3"
"13792","THAP4","THAP4"
"13793","THAP5","THAP5"
"13794","THAP6","THAP6"
"13795","THAP7","THAP7"
"13796","THAP8","THAP8"
"13797","THAP9","THAP9"
"13798","THBD","THBD"
"13799","THBS1","THBS1"
"13800","THBS2","THBS2"
"13801","THBS3","THBS3"
"13802","THBS4","THBS4"
"13803","THEM4","THEM4"
"13804","THEM5","THEM5"
"13805","THEM6","THEM6"
"13806","THEMIS","THEMIS"
"13807","THEMIS2","THEMIS2"
"13808","THNSL1","THNSL1"
"13809","THNSL2","THNSL2"
"13810","THOC1","THOC1"
"13811","THOC2","THOC2"
"13812","THOC3","THOC3"
"13813","THOC6","THOC6"
"13814","THOC7","THOC7"
"13815","THOP1","THOP1"
"13816","THPO","THPO"
"13817","THRA","THRA"
"13818","THRAP3","THRAP3"
"13819","THRB","THRB"
"13820","THRSP","THRSP"
"13821","THSD4","THSD4"
"13822","THSD7A","THSD7A"
"13823","THSD7B","THSD7B"
"13824","THTPA","THTPA"
"13825","THUMPD1","THUMPD1"
"13826","THUMPD2","THUMPD2"
"13827","THUMPD3","THUMPD3"
"13828","THY1","THY1"
"13829","THYN1","THYN1"
"13830","TIA1","TIA1"
"13831","TIAL1","TIAL1"
"13832","TIAM1","TIAM1"
"13833","TIAM2","TIAM2"
"13834","TICAM1","TICAM1"
"13835","TICAM2","TICAM2"
"13836","TICRR","TICRR"
"13837","TIE1","TIE1"
"13838","TIFA","TIFA"
"13839","TIFAB","TIFAB"
"13840","TIGAR","TIGAR"
"13841","TIGD2","TIGD2"
"13842","TIGD4","TIGD4"
"13843","TIGD5","TIGD5"
"13844","TIGD6","TIGD6"
"13845","TIGD7","TIGD7"
"13846","TIGIT","TIGIT"
"13847","TIMELESS","TIMELESS"
"13848","TIMM10","TIMM10"
"13849","TIMM10B","TIMM10B"
"13850","TIMM17B","TIMM17B"
"13851","TIMM21","TIMM21"
"13852","TIMM22","TIMM22"
"13853","TIMM23B","TIMM23"
"13854","TIMM44","TIMM44"
"13855","TIMM50","TIMM50"
"13856","TIMM8B","TIMM8B"
"13857","TIMMDC1","TIMMDC1"
"13858","TIMP1","TIMP1"
"13859","TIMP2","TIMP2"
"13860","TIMP3","TIMP3"
"13861","TIMP4","TIMP4"
"13862","TINAG","TINAG"
"13863","TINAGL1","TINAGL1"
"13864","TINF2","TINF2"
"13865","TIPARP","TIPARP"
"13866","TIPIN","TIPIN"
"13867","TIPRL","TIPRL"
"13868","TIRAP","TIRAP"
"13869","TJAP1","TJAP1"
"13870","TJP1","TJP1"
"13871","TJP2","TJP2"
"13872","TJP3","TJP3"
"13873","TK1","TK1"
"13874","TK2","TK2"
"13875","TKFC","TKFC"
"13876","TKT","TKT"
"13877","TKTL1","TKTL1"
"13878","TKTL2","TKTL2"
"13879","TLCD1","TLCD1"
"13880","TLCD3A","TLCD3A"
"13881","TLCD3B","TLCD3B"
"13882","TLCD4","TLCD4"
"13883","TLCD5","TLCD5"
"13884","TLDC2","TLDC2"
"13885","TLE1","TLE1"
"13886","TLE3","TLE3"
"13887","TLE4","TLE4"
"13888","TLE6","TLE6"
"13889","TLK1","TLK1"
"13890","TLK2","TLK2"
"13891","TLL1","TLL1"
"13892","TLL2","TLL2"
"13893","TLN1","TLN1"
"13894","TLN2","TLN2"
"13895","TLNRD1","TLNRD1"
"13896","TLR1","TLR1"
"13897","TLR10","TLR10"
"13898","TLR2","TLR2"
"13899","TLR3","TLR3"
"13900","TLR4","TLR4"
"13901","TLR5","TLR5"
"13902","TLR6","TLR6"
"13903","TLR7","TLR7"
"13904","TLR8","TLR8"
"13905","TLR9","TLR9"
"13906","TLX1","TLX1"
"13907","TLX3","TLX3"
"13908","TM2D1","TM2D1"
"13909","TM2D2","TM2D2"
"13910","TM2D3","TM2D3"
"13911","TM4SF1","TM4SF1"
"13912","TM4SF18","TM4SF18"
"13913","TM4SF19","TM4SF19"
"13914","TM4SF20","TM4SF20"
"13915","TM4SF4","TM4SF4"
"13916","TM4SF5","TM4SF5"
"13917","TM6SF1","TM6SF1"
"13918","TM7SF2","TM7SF2"
"13919","TM7SF3","TM7SF3"
"13920","TM9SF1","TM9SF1"
"13921","TM9SF2","TM9SF2"
"13922","TM9SF3","TM9SF3"
"13923","TM9SF4","TM9SF4"
"13924","TMA16","TMA16"
"13925","TMA7","TMA7"
"13926","TMBIM1","TMBIM1"
"13927","TMBIM4","TMBIM4"
"13928","TMBIM6","TMBIM6"
"13929","TMC1","TMC1"
"13930","TMC2","TMC2"
"13931","TMC3","TMC3"
"13932","TMC4","TMC4"
"13933","TMC5","TMC5"
"13934","TMC6","TMC6"
"13935","TMC7","TMC7"
"13936","TMC8","TMC8"
"13937","TMCC1","TMCC1"
"13938","TMCC2","TMCC2"
"13939","TMCC3","TMCC3"
"13940","TMCO1","TMCO1"
"13941","TMCO2","TMCO2"
"13942","TMCO3","TMCO3"
"13943","TMCO4","TMCO4"
"13944","TMCO5A","TMCO5A"
"13945","TMCO6","TMCO6"
"13946","TMED1","TMED1"
"13947","TMED10","TMED10"
"13948","TMED2","TMED2"
"13949","TMED4","TMED4"
"13950","TMED5","TMED5"
"13951","TMED6","TMED6"
"13952","TMED7","TMED7"
"13953","TMED8","TMED8"
"13954","TMED9","TMED9"
"13955","TMEFF1","TMEFF1"
"13956","TMEFF2","TMEFF2"
"13957","TMEM100","TMEM100"
"13958","TMEM101","TMEM101"
"13959","TMEM102","TMEM102"
"13960","TMEM104","TMEM104"
"13961","TMEM106A","TMEM106A"
"13962","TMEM106B","TMEM106B"
"13963","TMEM106C","TMEM106C"
"13964","TMEM107","TMEM107"
"13965","TMEM108","TMEM108"
"13966","TMEM109","TMEM109"
"13967","TMEM11","TMEM11"
"13968","TMEM114","TMEM114"
"13969","TMEM116","TMEM116"
"13970","TMEM117","TMEM117"
"13971","TMEM119","TMEM119"
"13972","TMEM120A","TMEM120A"
"13973","TMEM120B","TMEM120B"
"13974","TMEM121","TMEM121"
"13975","TMEM121B","TMEM121B"
"13976","TMEM123","TMEM123"
"13977","TMEM125","TMEM125"
"13978","TMEM126A","TMEM126A"
"13979","TMEM126B","TMEM126B"
"13980","TMEM128","TMEM128"
"13981","TMEM129","TMEM129"
"13982","TMEM130","TMEM130"
"13983","TMEM131","TMEM131"
"13984","TMEM131L","TMEM131L"
"13985","TMEM132A","TMEM132A"
"13986","TMEM132B","TMEM132B"
"13987","TMEM132C","TMEM132C"
"13988","TMEM132D","TMEM132D"
"13989","TMEM132E","TMEM132E"
"13990","TMEM134","TMEM134"
"13991","TMEM135","TMEM135"
"13992","TMEM138","TMEM138"
"13993","TMEM139","TMEM139"
"13994","TMEM143","TMEM143"
"13995","TMEM144","TMEM144"
"13996","TMEM145","TMEM145"
"13997","TMEM147","TMEM147"
"13998","TMEM14A","TMEM14A"
"13999","TMEM150A","TMEM150A"
"14000","TMEM150B","TMEM150B"
"14001","TMEM150C","TMEM150C"
"14002","TMEM151A","TMEM151A"
"14003","TMEM151B","TMEM151B"
"14004","TMEM154","TMEM154"
"14005","TMEM156","TMEM156"
"14006","TMEM158","TMEM158"
"14007","TMEM161A","TMEM161A"
"14008","TMEM161B","TMEM161B"
"14009","TMEM163","TMEM163"
"14010","TMEM164","TMEM164"
"14011","TMEM165","TMEM165"
"14012","TMEM167A","TMEM167A"
"14013","TMEM167B","TMEM167B"
"14014","TMEM168","TMEM168"
"14015","TMEM169","TMEM169"
"14016","TMEM17","TMEM17"
"14017","TMEM170A","TMEM170A"
"14018","TMEM170B","TMEM170B"
"14019","TMEM171","TMEM171"
"14020","TMEM174","TMEM174"
"14021","TMEM175","TMEM175"
"14022","TMEM176A","TMEM176A"
"14023","TMEM176B","TMEM176B"
"14024","TMEM177","TMEM177"
"14025","TMEM178A","TMEM178A"
"14026","TMEM178B","TMEM178B"
"14027","TMEM179","TMEM179"
"14028","TMEM179B","TMEM179B"
"14029","TMEM18","TMEM18"
"14030","TMEM181","TMEM181"
"14031","TMEM182","TMEM182"
"14032","TMEM183A","TMEM183A"
"14033","TMEM184A","TMEM184A"
"14034","TMEM184B","TMEM184B"
"14035","TMEM184C","TMEM184C"
"14036","TMEM185A","TMEM185A"
"14037","TMEM185B","TMEM185B"
"14038","TMEM186","TMEM186"
"14039","TMEM187","TMEM187"
"14040","TMEM19","TMEM19"
"14041","TMEM190","TMEM190"
"14042","TMEM192","TMEM192"
"14043","TMEM198","TMEM198"
"14044","TMEM199","TMEM199"
"14045","TMEM200A","TMEM200A"
"14046","TMEM200B","TMEM200B"
"14047","TMEM200C","TMEM200C"
"14048","TMEM201","TMEM201"
"14049","TMEM203","TMEM203"
"14050","TMEM204","TMEM204"
"14051","TMEM205","TMEM205"
"14052","TMEM207","TMEM207"
"14053","TMEM209","TMEM209"
"14054","TMEM212","TMEM212"
"14055","TMEM213","TMEM213"
"14056","TMEM214","TMEM214"
"14057","TMEM215","TMEM215"
"14058","TMEM216","TMEM216"
"14059","TMEM217","TMEM217"
"14060","TMEM217B","TMEM217B"
"14061","TMEM218","TMEM218"
"14062","TMEM219","TMEM219"
"14063","TMEM220","TMEM220"
"14064","TMEM221","TMEM221"
"14065","TMEM223","TMEM223"
"14066","TMEM229A","TMEM229A"
"14067","TMEM229B","TMEM229B"
"14068","TMEM230","TMEM230"
"14069","TMEM231","TMEM231"
"14070","TMEM232","TMEM232"
"14071","TMEM234","TMEM234"
"14072","TMEM235","TMEM235"
"14073","TMEM236","TMEM236"
"14074","TMEM237","TMEM237"
"14075","TMEM239","TMEM239"
"14076","TMEM241","TMEM241"
"14077","TMEM242","TMEM242"
"14078","TMEM243","TMEM243"
"14079","TMEM244","TMEM244"
"14080","TMEM245","TMEM245"
"14081","TMEM247","TMEM247"
"14082","TMEM248","TMEM248"
"14083","TMEM249","TMEM249"
"14084","TMEM25","TMEM25"
"14085","TMEM250","TMEM250"
"14086","TMEM252","TMEM252"
"14087","TMEM253","TMEM253"
"14088","TMEM254","TMEM254"
"14089","TMEM255A","TMEM255A"
"14090","TMEM255B","TMEM255B"
"14091","TMEM256","TMEM256"
"14092","TMEM259","TMEM259"
"14093","TMEM26","TMEM26"
"14094","TMEM260","TMEM260"
"14095","TMEM263","TMEM263"
"14096","TMEM266","TMEM266"
"14097","TMEM268","TMEM268"
"14098","TMEM270","TMEM270"
"14099","TMEM272","TMEM272"
"14100","TMEM275","TMEM275"
"14101","TMEM30A","TMEM30A"
"14102","TMEM30B","TMEM30B"
"14103","TMEM31","TMEM31"
"14104","TMEM33","TMEM33"
"14105","TMEM35A","TMEM35A"
"14106","TMEM38A","TMEM38A"
"14107","TMEM38B","TMEM38B"
"14108","TMEM39A","TMEM39A"
"14109","TMEM39B","TMEM39B"
"14110","TMEM40","TMEM40"
"14111","TMEM42","TMEM42"
"14112","TMEM43","TMEM43"
"14113","TMEM44","TMEM44"
"14114","TMEM45A","TMEM45A"
"14115","TMEM45B","TMEM45B"
"14116","TMEM47","TMEM47"
"14117","TMEM50A","TMEM50A"
"14118","TMEM50B","TMEM50B"
"14119","TMEM52","TMEM52"
"14120","TMEM52B","TMEM52B"
"14121","TMEM53","TMEM53"
"14122","TMEM54","TMEM54"
"14123","TMEM59","TMEM59"
"14124","TMEM59L","TMEM59L"
"14125","TMEM60","TMEM60"
"14126","TMEM61","TMEM61"
"14127","TMEM62","TMEM62"
"14128","TMEM63A","TMEM63A"
"14129","TMEM63B","TMEM63B"
"14130","TMEM63C","TMEM63C"
"14131","TMEM64","TMEM64"
"14132","TMEM65","TMEM65"
"14133","TMEM67","TMEM67"
"14134","TMEM68","TMEM68"
"14135","TMEM69","TMEM69"
"14136","TMEM70","TMEM70"
"14137","TMEM71","TMEM71"
"14138","TMEM72","TMEM72"
"14139","TMEM74","TMEM74"
"14140","TMEM74B","TMEM74B"
"14141","TMEM79","TMEM79"
"14142","TMEM81","TMEM81"
"14143","TMEM82","TMEM82"
"14144","TMEM86A","TMEM86A"
"14145","TMEM86B","TMEM86B"
"14146","TMEM87A","TMEM87A"
"14147","TMEM87B","TMEM87B"
"14148","TMEM88","TMEM88"
"14149","TMEM88B","TMEM88B"
"14150","TMEM89","TMEM89"
"14151","TMEM8B","TMEM8B"
"14152","TMEM91","TMEM91"
"14153","TMEM92","TMEM92"
"14154","TMEM94","TMEM94"
"14155","TMEM97","TMEM97"
"14156","TMEM98","TMEM98"
"14157","TMF1","TMF1"
"14158","TMIE","TMIE"
"14159","TMIGD1","TMIGD1"
"14160","TMIGD2","TMIGD2"
"14161","TMLHE","TMLHE"
"14162","TMOD1","TMOD1"
"14163","TMOD2","TMOD2"
"14164","TMOD3","TMOD3"
"14165","TMOD4","TMOD4"
"14166","TMPO","TMPO"
"14167","TMPRSS11A","TMPRSS11A"
"14168","TMPRSS11B","TMPRSS11B"
"14169","TMPRSS11D","TMPRSS11D"
"14170","TMPRSS11E","TMPRSS11E"
"14171","TMPRSS11F","TMPRSS11F"
"14172","TMPRSS12","TMPRSS12"
"14173","TMPRSS15","TMPRSS15"
"14174","TMPRSS2","TMPRSS2"
"14175","TMPRSS3","TMPRSS3"
"14176","TMPRSS4","TMPRSS4"
"14177","TMPRSS5","TMPRSS5"
"14178","TMPRSS6","TMPRSS6"
"14179","TMPRSS7","TMPRSS7"
"14180","TMPRSS9","TMPRSS9"
"14181","TMT1A","TMT1A"
"14182","TMT1B","TMT1B"
"14183","TMTC1","TMTC1"
"14184","TMTC2","TMTC2"
"14185","TMTC3","TMTC3"
"14186","TMTC4","TMTC4"
"14187","TMUB1","TMUB1"
"14188","TMUB2","TMUB2"
"14189","TMX1","TMX1"
"14190","TMX2","TMX2"
"14191","TMX3","TMX3"
"14192","TMX4","TMX4"
"14193","TNC","TNC"
"14194","TNF","TNF"
"14195","TNFAIP1","TNFAIP1"
"14196","TNFAIP2","TNFAIP2"
"14197","TNFAIP3","TNFAIP3"
"14198","TNFAIP6","TNFAIP6"
"14199","TNFAIP8","TNFAIP8"
"14200","TNFAIP8L1","TNFAIP8L1"
"14201","TNFAIP8L2","TNFAIP8L2"
"14202","TNFAIP8L3","TNFAIP8L3"
"14203","TNFRSF11A","TNFRSF11A"
"14204","TNFRSF11B","TNFRSF11B"
"14205","TNFRSF12A","TNFRSF12A"
"14206","TNFRSF13B","TNFRSF13B"
"14207","TNFRSF13C","TNFRSF13C"
"14208","TNFRSF17","TNFRSF17"
"14209","TNFRSF18","TNFRSF18"
"14210","TNFRSF19","TNFRSF19"
"14211","TNFRSF1A","TNFRSF1A"
"14212","TNFRSF1B","TNFRSF1B"
"14213","TNFRSF21","TNFRSF21"
"14214","TNFRSF4","TNFRSF4"
"14215","TNFRSF6B","TNFRSF6B"
"14216","TNFRSF8","TNFRSF8"
"14217","TNFRSF9","TNFRSF9"
"14218","TNFSF10","TNFSF10"
"14219","TNFSF11","TNFSF11"
"14220","TNFSF12","TNFSF12"
"14221","TNFSF13","TNFSF13"
"14222","TNFSF13B","TNFSF13B"
"14223","TNFSF14","TNFSF14"
"14224","TNFSF15","TNFSF15"
"14225","TNFSF18","TNFSF4"
"14226","TNFSF8","TNFSF8"
"14227","TNFSF9","TNFSF9"
"14228","TNIK","TNIK"
"14229","TNIP1","TNIP1"
"14230","TNIP2","TNIP2"
"14231","TNIP3","TNIP3"
"14232","TNK1","TNK1"
"14233","TNK2","TNK2"
"14234","TNKS","TNKS"
"14235","TNKS1BP1","TNKS1BP1"
"14236","TNKS2","TNKS2"
"14237","TNMD","TNMD"
"14238","TNN","TNN"
"14239","TNNC1","TNNC1"
"14240","TNNI1","TNNI1"
"14241","TNNI3","TNNI3"
"14242","TNNI3K","TNNI3K"
"14243","TNNT1","TNNT1"
"14244","TNNT2","TNNT2"
"14245","TNNT3","TNNT3"
"14246","TNP1","TNP1"
"14247","TNPO1","TNPO1"
"14248","TNPO2","TNPO2"
"14249","TNPO3","TNPO3"
"14250","TNR","TNR"
"14251","TNRC18","TNRC18"
"14252","TNRC6A","TNRC6A"
"14253","TNRC6B","TNRC6B"
"14254","TNRC6C","TNRC6C"
"14255","TNS1","TNS1"
"14256","TNS2","TNS2"
"14257","TNS3","TNS3"
"14258","TNS4","TNS4"
"14259","TNXB","TNXB"
"14260","TOB1","TOB1"
"14261","TOB2","TOB2"
"14262","TOE1","TOE1"
"14263","TOGARAM1","TOGARAM1"
"14264","TOGARAM2","TOGARAM2"
"14265","TOLLIP","TOLLIP"
"14266","TOM1","TOM1"
"14267","TOM1L1","TOM1L1"
"14268","TOM1L2","TOM1L2"
"14269","TOMM20","TOMM20"
"14270","TOMM20L","TOMM20L"
"14271","TOMM22","TOMM22"
"14272","TOMM34","TOMM34"
"14273","TOMM40","TOMM40"
"14274","TOMM40L","TOMM40L"
"14275","TOMM7","TOMM7"
"14276","TOMM70","TOMM70"
"14277","TOMT","TOMT"
"14278","TONSL","TONSL"
"14279","TOP1","TOP1"
"14280","TOP1MT","TOP1MT"
"14281","TOP2A","TOP2A"
"14282","TOP2B","TOP2B"
"14283","TOP3A","TOP3A"
"14284","TOP3B","TOP3B"
"14285","TOPAZ1","TOPAZ1"
"14286","TOPBP1","TOPBP1"
"14287","TOPORS","TOPORS"
"14288","TOR1A","TOR1A"
"14289","TOR1AIP1","TOR1AIP1"
"14290","TOR1AIP2","TOR1AIP2"
"14291","TOR1B","TOR1B"
"14292","TOR2A","TOR2A"
"14293","TOR3A","TOR3A"
"14294","TOR4A","TOR4A"
"14295","TOX","TOX"
"14296","TOX2","TOX2"
"14297","TOX3","TOX3"
"14298","TOX4","TOX4"
"14299","TP53","TP53"
"14300","TP53BP1","TP53BP1"
"14301","TP53BP2","TP53BP2"
"14302","TP53I11","TP53I11"
"14303","TP53I13","TP53I13"
"14304","TP53I3","TP53I3"
"14305","TP53INP1","TP53INP1"
"14306","TP53INP2","TP53INP2"
"14307","TP53RK","TP53RK"
"14308","TP53TG5","TP53TG5"
"14309","TP63","TP63"
"14310","TP73","TP73"
"14311","TPBG","TPBG"
"14312","TPBGL","TPBGL"
"14313","TPCN1","TPCN1"
"14314","TPCN2","TPCN2"
"14315","TPD52","TPD52"
"14316","TPD52L1","TPD52L1"
"14317","TPGS1","TPGS1"
"14318","TPGS2","TPGS2"
"14319","TPH2","TPH2"
"14320","TPI1","TPI1"
"14321","TPK1","TPK1"
"14322","TPM2","TPM2"
"14323","TPM4","TPM4"
"14324","TPMT","TPMT"
"14325","TPO","TPO"
"14326","TPP1","TPP1"
"14327","TPP2","TPP2"
"14328","TPPP","TPPP"
"14329","TPPP2","TPPP2"
"14330","TPPP3","TPPP3"
"14331","TPR","TPR"
"14332","TPRA1","TPRA1"
"14333","TPRG1","TPRG1"
"14334","TPRG1L","TPRG1L"
"14335","TPRKB","TPRKB"
"14336","TPRN","TPRN"
"14337","TPSG1","TPSG1"
"14338","TPST1","TPST1"
"14339","TPST2","TPST2"
"14340","TPT1","TPT1"
"14341","TPX2","TPX2"
"14342","TRA2A","TRA2A"
"14343","TRA2B","TRA2B"
"14344","TRABD","TRABD"
"14345","TRABD2A","TRABD2A"
"14346","TRABD2B","TRABD2B"
"14347","TRADD","TRADD"
"14348","TRAF1","TRAF1"
"14349","TRAF2","TRAF2"
"14350","TRAF3","TRAF3"
"14351","TRAF3IP1","TRAF3IP1"
"14352","TRAF3IP2","TRAF3IP2"
"14353","TRAF3IP3","TRAF3IP3"
"14354","TRAF4","TRAF4"
"14355","TRAF5","TRAF5"
"14356","TRAF6","TRAF6"
"14357","TRAF7","TRAF7"
"14358","TRAFD1","TRAFD1"
"14359","TRAIP","TRAIP"
"14360","TRAK1","TRAK1"
"14361","TRAK2","TRAK2"
"14362","TRAM1L1","TRAM1L1"
"14363","TRAM2","TRAM2"
"14364","TRANK1","TRANK1"
"14365","TRAP1","TRAP1"
"14366","TRAPPC1","TRAPPC1"
"14367","TRAPPC10","TRAPPC10"
"14368","TRAPPC11","TRAPPC11"
"14369","TRAPPC12","TRAPPC12"
"14370","TRAPPC13","TRAPPC13"
"14371","TRAPPC14","TRAPPC14"
"14372","TRAPPC3","TRAPPC3"
"14373","TRAPPC3L","TRAPPC3L"
"14374","TRAPPC5","TRAPPC5"
"14375","TRAPPC6A","TRAPPC6A"
"14376","TRAPPC6B","TRAPPC6B"
"14377","TRAPPC8","TRAPPC8"
"14378","TRAPPC9","TRAPPC9"
"14379","TRARG1","TRARG1"
"14380","TRAT1","TRAT1"
"14381","TRAV24","TRAV24"
"14382","TRAV29DV5","TRAV29DV5"
"14383","TRAV34","TRAV34"
"14384","TRBV23-1","TRBV23-1"
"14385","TRDC","TRDC"
"14386","TRDMT1","TRDMT1"
