"","human_gene","macaque_gene"
"14715","TIMELESS","TIMELESS"
"14716","TIMM10","TIMM10"
"14717","TIMM10B","TIMM10B"
"14718","TIMM17A","TIMM17A"
"14719","TIMM17B","TIMM17B"
"14720","TIMM21","TIMM21"
"14721","TIMM22","TIMM22"
"14722","TIMM23","TIMM23"
"14723","TIMM29","TIMM29"
"14724","TIMM44","TIMM44"
"14725","TIMM8A","TIMM8A"
"14726","TIMM8B","TIMM8B"
"14727","TIMMDC1","TIMMDC1"
"14728","TIMP1","TIMP1"
"14729","TIMP2","TIMP2"
"14730","TIMP3","TIMP3"
"14731","TIMP4","TIMP4"
"14732","TINAG","TINAG"
"14733","TINF2","TINF2"
"14734","TIPARP","TIPARP"
"14735","TIPIN","TIPIN"
"14736","TIPRL","TIPRL"
"14737","TIRAP","TIRAP"
"14738","TJAP1","TJAP1"
"14739","TJP1","TJP1"
"14740","TJP2","TJP2"
"14741","TJP3","TJP3"
"14742","TK1","TK1"
"14743","TK2","TK2"
"14744","TKFC","TKFC"
"14745","TKT","TKT"
"14746","TKTL1","TKTL1"
"14747","TKTL2","TKTL2"
"14748","TLCD1","TLCD1"
"14749","TLCD2","TLCD2"
"14750","TLCD3A","TLCD3A"
"14751","TLCD3B","TLCD3B"
"14752","RWDD3","TLCD4"
"14753","TLCD5","TLCD5"
"14754","TLDC2","TLDC2"
"14755","TLE1","TLE1"
"14756","TLE2","TLE2"
"14757","TLE3","TLE3"
"14758","TLE4","TLE4"
"14759","TLE6","TLE6"
"14760","TLE7","TLE7"
"14761","TLK1","TLK1"
"14762","TLK2","TLK2"
"14763","TLL1","TLL1"
"14764","TLL2","TLL2"
"14765","TLN1","TLN1"
"14766","TLN2","TLN2"
"14767","TLNRD1","TLNRD1"
"14768","TLR1","TLR1"
"14769","TLR10","TLR10"
"14770","TLR2","TLR2"
"14771","TLR3","TLR3"
"14772","TLR4","TLR4"
"14773","TLR5","TLR5"
"14774","TLR6","TLR6"
"14775","TLR7","TLR7"
"14776","TLR8","TLR8"
"14777","TLR9","TLR9"
"14778","TLX1","TLX1"
"14779","TLX2","TLX2"
"14780","TLX3","TLX3"
"14781","TM2D1","TM2D1"
"14782","TM2D2","TM2D2"
"14783","TM2D3","TM2D3"
"14784","TM4SF1","TM4SF1"
"14785","TM4SF18","TM4SF18"
"14786","TM4SF19","TM4SF19"
"14787","TM4SF20","TM4SF20"
"14788","TM4SF4","TM4SF4"
"14789","TM4SF5","TM4SF5"
"14790","TM6SF1","TM6SF1"
"14791","TM6SF2","TM6SF2"
"14792","TM7SF2","TM7SF2"
"14793","TM7SF3","TM7SF3"
"14794","TM9SF1","TM9SF1"
"14795","TM9SF2","TM9SF2"
"14796","TM9SF3","TM9SF3"
"14797","TM9SF4","TM9SF4"
"14798","TMA16","TMA16"
"14799","TMA7","TMA7"
"14800","TMBIM1","TMBIM1"
"14801","TMBIM4","TMBIM4"
"14802","TMBIM6","TMBIM6"
"14803","TMC1","TMC1"
"14804","TMC2","TMC2"
"14805","TMC3","TMC3"
"14806","TMC4","TMC4"
"14807","TMC5","TMC5"
"14808","TMC6","TMC6"
"14809","TMC7","TMC7"
"14810","TMC8","TMC8"
"14811","TMCC1","TMCC1"
"14812","TMCC2","TMCC2"
"14813","TMCC3","TMCC3"
"14814","TMCO1","TMCO1"
"14815","TMCO2","TMCO2"
"14816","TMCO3","TMCO3"
"14817","TMCO4","TMCO4"
"14818","TMCO5A","TMCO5A"
"14819","TMCO6","TMCO6"
"14820","TMDD1","TMDD1"
"14821","TMED1","TMED1"
"14822","TMED10","TMED10"
"14823","TMED2","TMED2"
"14824","TMED3","TMED3"
"14825","TMED4","TMED4"
"14826","TMED5","TMED5"
"14827","TMED6","TMED6"
"14828","TMED8","TMED8"
"14829","TMED9","TMED9"
"14830","TMEFF1","TMEFF1"
"14831","TMEFF2","TMEFF2"
"14832","TMEM100","TMEM100"
"14833","TMEM101","TMEM101"
"14834","TMEM102","TMEM102"
"14835","TMEM104","TMEM104"
"14836","TMEM106A","TMEM106A"
"14837","TMEM106B","TMEM106B"
"14838","TMEM106C","TMEM106C"
"14839","TMEM107","TMEM107"
"14840","TMEM108","TMEM108"
"14841","TMEM109","TMEM109"
"14842","TMEM11","TMEM11"
"14843","TMEM114","TMEM114"
"14844","TMEM115","TMEM115"
"14845","TMEM116","TMEM116"
"14846","TMEM117","TMEM117"
"14847","TMEM119","TMEM119"
"14848","TMEM120B","TMEM120B"
"14849","TMEM121","TMEM121"
"14850","TMEM121B","TMEM121B"
"14851","TMEM123","TMEM123"
"14852","TMEM125","TMEM125"
"14853","TMEM126A","TMEM126A"
"14854","TMEM126B","TMEM126B"
"14855","TMEM127","TMEM127"
"14856","TMEM128","TMEM128"
"14857","TMEM129","TMEM129"
"14858","TMEM130","TMEM130"
"14859","TMEM131","TMEM131"
"14860","TMEM131L","TMEM131L"
"14861","TMEM132A","TMEM132A"
"14862","TMEM132B","TMEM132B"
"14863","TMEM132C","TMEM132C"
"14864","TMEM132D","TMEM132D"
"14865","TMEM132E","TMEM132E"
"14866","TMEM134","TMEM134"
"14867","TMEM135","TMEM135"
"14868","TMEM138","TMEM138"
"14869","TMEM140","TMEM140"
"14870","TMEM143","TMEM143"
"14871","TMEM144","TMEM144"
"14872","TMEM145","TMEM145"
"14873","TMEM147","TMEM147"
"14874","TMEM14A","TMEM14A"
"14875","TMEM14B","TMEM14B"
"14876","TMEM150A","TMEM150A"
"14877","TMEM150B","TMEM150B"
"14878","TMEM150C","TMEM150C"
"14879","TMEM151A","TMEM151A"
"14880","TMEM151B","TMEM151B"
"14881","TMEM154","TMEM154"
"14882","TMEM156","TMEM156"
"14883","TMEM158","TMEM158"
"14884","TMEM160","TMEM160"
"14885","TMEM161A","TMEM161A"
"14886","TMEM161B","TMEM161B"
"14887","TMEM163","TMEM163"
"14888","TMEM164","TMEM164"
"14889","TMEM165","TMEM165"
"14890","TMEM167A","TMEM167A"
"14891","TMEM168","TMEM168"
"14892","TMEM169","TMEM169"
"14893","TMEM17","TMEM17"
"14894","TMEM170B","TMEM170B"
"14895","TMEM171","TMEM171"
"14896","TMEM174","TMEM174"
"14897","TMEM175","TMEM175"
"14898","TMEM176B","TMEM176B"
"14899","TMEM177","TMEM177"
"14900","TMEM178A","TMEM178A"
"14901","TMEM178B","TMEM178B"
"14902","TMEM179","TMEM179"
"14903","TMEM179B","TMEM179B"
"14904","TMEM18","TMEM18"
"14905","TMEM181","TMEM181"
"14906","TMEM182","TMEM182"
"14907","TMEM183A","TMEM183A"
"14908","TMEM184A","TMEM184A"
"14909","TMEM184C","TMEM184C"
"14910","TMEM185B","TMEM185B"
"14911","TMEM186","TMEM186"
"14912","TMEM187","TMEM187"
"14913","TMEM19","TMEM19"
"14914","TMEM190","TMEM190"
"14915","TMEM191C","TMEM191C"
"14916","TMEM192","TMEM192"
"14917","TMEM196","TMEM196"
"14918","TMEM198","TMEM198"
"14919","TMEM199","TMEM199"
"14920","TMEM200A","TMEM200A"
"14921","TMEM200B","TMEM200B"
"14922","TMEM200C","TMEM200C"
"14923","TMEM201","TMEM201"
"14924","TMEM202","TMEM202"
"14925","TMEM203","TMEM203"
"14926","TMEM204","TMEM204"
"14927","TMEM205","TMEM205"
"14928","TMEM207","TMEM207"
"14929","TMEM208","TMEM208"
"14930","TMEM209","TMEM209"
"14931","TMEM210","TMEM210"
"14932","TMEM212","TMEM212"
"14933","TMEM213","TMEM213"
"14934","TMEM214","TMEM214"
"14935","TMEM215","TMEM215"
"14936","TMEM216","TMEM216"
"14937","TMEM217","TMEM217"
"14938","TMEM218","TMEM218"
"14939","TMEM219","TMEM219"
"14940","TMEM220","TMEM220"
"14941","TMEM221","TMEM221"
"14942","TMEM222","TMEM222"
"14943","TMEM223","TMEM223"
"14944","TMEM225","TMEM225"
"14945","TMEM225B","TMEM225B"
"14946","TMEM229A","TMEM229A"
"14947","TMEM229B","TMEM229B"
"14948","TMEM230","TMEM230"
"14949","TMEM231","TMEM231"
"14950","TMEM232","TMEM232"
"14951","TMEM233","TMEM233"
"14952","TMEM234","TMEM234"
"14953","TMEM235","TMEM235"
"14954","TMEM236","TMEM236"
"14955","TMEM237","TMEM237"
"14956","TMEM238","TMEM238"
"14957","TMEM240","TMEM240"
"14958","TMEM241","TMEM241"
"14959","TMEM242","TMEM242"
"14960","TMEM243","TMEM243"
"14961","TMEM244","TMEM244"
"14962","TMEM245","TMEM245"
"14963","TMEM247","TMEM247"
"14964","TMEM248","TMEM248"
"14965","TMEM249","TMEM249"
"14966","TMEM25","TMEM25"
"14967","TMEM250","TMEM250"
"14968","TMEM252","TMEM252"
"14969","TMEM253","TMEM253"
"14970","TMEM254","TMEM254"
"14971","TMEM255A","TMEM255A"
"14972","TMEM255B","TMEM255B"
"14973","TMEM256","TMEM256"
"14974","TMEM258","TMEM258"
"14975","TMEM259","TMEM259"
"14976","TMEM26","TMEM26"
"14977","TMEM260","TMEM260"
"14978","TMEM262","TMEM262"
"14979","TMEM263","TMEM263"
"14980","TMEM265","TMEM265"
"14981","TMEM266","TMEM266"
"14982","TMEM267","TMEM267"
"14983","TMEM268","TMEM268"
"14984","TMEM270","TMEM270"
"14985","TMEM271","TMEM271"
"14986","TMEM272","TMEM272"
"14987","TMEM273","TMEM273"
"14988","TMEM275","TMEM275"
"14989","TMEM30A","TMEM30A"
"14990","TMEM30B","TMEM30B"
"14991","TMEM31","TMEM31"
"14992","TMEM33","TMEM33"
"14993","TMEM35A","TMEM35A"
"14994","TMEM35B","TMEM35B"
"14995","TMEM37","TMEM37"
"14996","TMEM38A","TMEM38A"
"14997","TMEM38B","TMEM38B"
"14998","TMEM39A","TMEM39A"
"14999","TMEM39B","TMEM39B"
"15000","TMEM40","TMEM40"
"15001","LIPH","TMEM41A"
"15002","TMEM41B","TMEM41B"
"15003","TMEM43","TMEM43"
"15004","TMEM44","TMEM44"
"15005","TMEM45A","TMEM45A"
"15006","TMEM45B","TMEM45B"
"15007","TMEM47","TMEM47"
"15008","TMEM50A","TMEM50A"
"15009","TMEM50B","TMEM50B"
"15010","TMEM51","TMEM51"
"15011","TMEM52","TMEM52"
"15012","TMEM52B","TMEM52B"
"15013","TMEM53","TMEM53"
"15014","TMEM54","TMEM54"
"15015","TMEM59","TMEM59"
"15016","TMEM59L","TMEM59L"
"15017","TMEM60","TMEM60"
"15018","TMEM61","TMEM61"
"15019","TMEM62","TMEM62"
"15020","TMEM63A","TMEM63A"
"15021","TMEM63B","TMEM63B"
"15022","TMEM63C","TMEM63C"
"15023","TMEM64","TMEM64"
"15024","TMEM65","TMEM65"
"15025","TMEM67","TMEM67"
"15026","TMEM68","TMEM68"
"15027","TMEM70","TMEM70"
"15028","TMEM71","TMEM71"
"15029","TMEM72","TMEM72"
"15030","TMEM74","TMEM74"
"15031","TMEM74B","TMEM74B"
"15032","TMEM79","TMEM79"
"15033","TMEM80","TMEM80"
"15034","TMEM81","TMEM81"
"15035","TMEM82","TMEM82"
"15036","TMEM86A","TMEM86A"
"15037","TMEM87A","TMEM87A"
"15038","FBLN7","TMEM87B"
"15039","TMEM88","TMEM88"
"15040","TMEM88B","TMEM88B"
"15041","TMEM89","TMEM89"
"15042","TMEM8B","TMEM8B"
"15043","TMEM9","TMEM9"
"15044","BCKDHA","TMEM91"
"15045","TMEM92","TMEM92"
"15046","TMEM94","TMEM94"
"15047","TMEM95","TMEM95"
"15048","TMEM97","TMEM97"
"15049","TMEM98","TMEM98"
"15050","TMEM9B","TMEM9B"
"15051","TMF1","TMF1"
"15052","TMIGD1","TMIGD1"
"15053","TMIGD2","TMIGD2"
"15054","TMIGD3","TMIGD3"
"15055","TMLHE","TMLHE"
"15056","TMOD1","TMOD1"
"15057","TMOD2","TMOD2"
"15058","TMOD3","TMOD3"
"15059","TMOD4","TMOD4"
"15060","TMPO","TMPO"
"15061","TMPPE","TMPPE"
"15062","TMPRSS11A","TMPRSS11A"
"15063","TMPRSS11B","TMPRSS11B"
"15064","TMPRSS11D","TMPRSS11D"
"15065","TMPRSS11E","TMPRSS11E"
"15066","TMPRSS11F","TMPRSS11F"
"15067","TMPRSS12","TMPRSS12"
"15068","TMPRSS13","TMPRSS13"
"15069","TMPRSS15","TMPRSS15"
"15070","TMPRSS2","TMPRSS2"
"15071","TMPRSS3","TMPRSS3"
"15072","TMPRSS4","TMPRSS4"
"15073","TMPRSS5","TMPRSS5"
"15074","TMPRSS6","TMPRSS6"
"15075","TMPRSS7","TMPRSS7"
"15076","TMPRSS9","TMPRSS9"
"15077","TMSB10","TMSB10"
"15078","TMSB4Y","TMSB4Y"
"15079","TMT1A","TMT1A"
"15080","TMT1B","TMT1B"
"15081","TMTC1","TMTC1"
"15082","TMTC2","TMTC2"
"15083","TMTC3","TMTC3"
"15084","TMTC4","TMTC4"
"15085","TMUB1","TMUB1"
"15086","TMUB2","TMUB2"
"15087","TMX1","TMX1"
"15088","TMX2","TMX2"
"15089","TMX3","TMX3"
"15090","TMX4","TMX4"
"15091","TNC","TNC"
"15092","TNF","TNF"
"15093","TNFAIP1","TNFAIP1"
"15094","TNFAIP2","TNFAIP2"
"15095","TNFAIP3","TNFAIP3"
"15096","TNFAIP6","TNFAIP6"
"15097","TNFAIP8L1","TNFAIP8L1"
"15098","TNFAIP8L2","TNFAIP8L2"
"15099","TNFAIP8L3","TNFAIP8L3"
"15100","TNFRSF10A","TNFRSF10A"
"15101","TNFRSF10B","TNFRSF10B"
"15102","TNFRSF11A","TNFRSF11A"
"15103","TNFRSF11B","TNFRSF11B"
"15104","TNFRSF12A","TNFRSF12A"
"15105","TNFRSF13C","TNFRSF13C"
"15106","TNFRSF14","TNFRSF14"
"15107","TNFRSF17","TNFRSF17"
"15108","TNFRSF18","TNFRSF18"
"15109","TNFRSF19","TNFRSF19"
"15110","TNFRSF1A","TNFRSF1A"
"15111","TNFRSF1B","TNFRSF1B"
"15112","TNFRSF21","TNFRSF21"
"15113","TNFRSF25","TNFRSF25"
"15114","TNFRSF4","TNFRSF4"
"15115","TNFRSF6B","TNFRSF6B"
"15116","TNFRSF8","TNFRSF8"
"15117","TNFRSF9","TNFRSF9"
"15118","TNFSF10","TNFSF10"
"15119","TNFSF11","TNFSF11"
"15120","TNFSF12","TNFSF12"
"15121","TNFSF13B","TNFSF13B"
"15122","TNFSF14","TNFSF14"
"15123","TNFSF15","TNFSF15"
"15124","TNFSF18","TNFSF18"
"15125","TNFSF4","TNFSF4"
"15126","TNFSF8","TNFSF8"
"15127","TNFSF9","TNFSF9"
"15128","TNIK","TNIK"
"15129","TNIP1","TNIP1"
"15130","TNIP2","TNIP2"
"15131","TNIP3","TNIP3"
"15132","TNK1","TNK1"
"15133","TNK2","TNK2"
"15134","TNKS","TNKS"
"15135","TNKS1BP1","TNKS1BP1"
"15136","TNKS2","TNKS2"
"15137","TNMD","TNMD"
"15138","TNN","TNN"
"15139","TNNC1","TNNC1"
"15140","TNNC2","TNNC2"
"15141","TNNI1","TNNI1"
"15142","TNNI2","TNNI2"
"15143","TNNT1","TNNT1"
"15144","TNNT2","TNNT2"
"15145","TNNT3","TNNT3"
"15146","TNP1","TNP1"
"15147","TNP2","TNP2"
"15148","TNPO1","TNPO1"
"15149","TNPO2","TNPO2"
"15150","TNPO3","TNPO3"
"15151","TNR","TNR"
"15152","TNRC18","TNRC18"
"15153","TNRC6A","TNRC6A"
"15154","TNRC6B","TNRC6B"
"15155","TNRC6C","TNRC6C"
"15156","TNS1","TNS1"
"15157","TNS2","TNS2"
"15158","TNS3","TNS3"
"15159","TNS4","TNS4"
"15160","TNXB","TNXB"
"15161","TOB1","TOB1"
"15162","TOB2","TOB2"
"15163","TOE1","TOE1"
"15164","TOGARAM1","TOGARAM1"
"15165","TOGARAM2","TOGARAM2"
"15166","TOLLIP","TOLLIP"
"15167","TOM1","TOM1"
"15168","TOM1L1","TOM1L1"
"15169","TOM1L2","TOM1L2"
"15170","TOMM20","TOMM20"
"15171","TOMM20L","TOMM20L"
"15172","TOMM22","TOMM22"
"15173","TOMM34","TOMM34"
"15174","TOMM40","TOMM40"
"15175","TOMM40L","TOMM40L"
"15176","TOMM7","TOMM7"
"15177","TOMM70","TOMM70"
"15178","TONSL","TONSL"
"15179","TOP1","TOP1"
"15180","TOP1MT","TOP1MT"
"15181","TOP2A","TOP2A"
"15182","TOP2B","TOP2B"
"15183","TOP3A","TOP3A"
"15184","TOP3B","TOP3B"
"15185","TOPAZ1","TOPAZ1"
"15186","TOPBP1","TOPBP1"
"15187","TOPORS","TOPORS"
"15188","TOR1AIP1","TOR1AIP1"
"15189","TOR1AIP2","TOR1AIP2"
"15190","TOR1B","TOR1B"
"15191","TOR2A","TOR2A"
"15192","TOR3A","TOR3A"
"15193","TOR4A","TOR4A"
"15194","TOX","TOX"
"15195","TOX2","TOX2"
"15196","TOX3","TOX3"
"15197","TP53","TP53"
"15198","TP53BP1","TP53BP1"
"15199","TP53BP2","TP53BP2"
"15200","TP53I11","TP53I11"
"15201","TP53I13","TP53I13"
"15202","TP53I3","TP53I3"
"15203","TP53INP1","TP53INP1"
"15204","TP53INP2","TP53INP2"
"15205","TP53RK","TP53RK"
"15206","TP53TG5","TP53TG5"
"15207","TP63","TP63"
"15208","TP73","TP73"
"15209","TPBG","TPBG"
"15210","TPBGL","TPBGL"
"15211","TPCN1","TPCN1"
"15212","TPCN2","TPCN2"
"15213","TPD52","TPD52"
"15214","TPD52L1","TPD52L1"
"15215","TPD52L2","TPD52L2"
"15216","TPD52L3","TPD52L3"
"15217","TPGS1","TPGS1"
"15218","TPGS2","TPGS2"
"15219","TPH1","TPH1"
"15220","TPH2","TPH2"
"15221","TPI1","TPI1"
"15222","TPK1","TPK1"
"15223","TPM3","TPM3"
"15224","TPMT","TPMT"
"15225","TPO","TPO"
"15226","TPP1","TPP1"
"15227","TPP2","TPP2"
"15228","TPPP","TPPP"
"15229","TPPP2","TPPP2"
"15230","TPPP3","TPPP3"
"15231","TPR","TPR"
"15232","TPRA1","TPRA1"
"15233","TPRG1L","TPRG1L"
"15234","TPRKB","TPRKB"
"15235","TPRN","TPRN"
"15236","TPRX1","TPRX1"
"15237","TPSD1","TPSD1"
"15238","TPSG1","TPSG1"
"15239","TPST1","TPST1"
"15240","TPST2","TPST2"
"15241","TPT1","TPT1"
"15242","TPX2","TPX2"
"15243","TRA2A","TRA2A"
"15244","TRA2B","TRA2B"
"15245","TRABD","TRABD"
"15246","TRABD2A","TRABD2A"
"15247","TRABD2B","TRABD2B"
"15248","TRADD","TRADD"
"15249","TRAF1","TRAF1"
"15250","TRAF2","TRAF2"
"15251","TRAF3","TRAF3"
"15252","TRAF3IP1","TRAF3IP1"
"15253","TRAF3IP2","TRAF3IP2"
"15254","TRAF3IP3","TRAF3IP3"
"15255","TRAF4","TRAF4"
"15256","TRAF5","TRAF5"
"15257","TRAF6","TRAF6"
"15258","TRAF7","TRAF7"
"15259","TRAFD1","TRAFD1"
"15260","TRAIP","TRAIP"
"15261","TRAJ18","TRAJ18"
"15262","TRAK1","TRAK1"
"15263","TRAK2","TRAK2"
"15264","TRAM1","TRAM1"
"15265","TRAM1L1","TRAM1L1"
"15266","TRAM2","TRAM2"
"15267","TRANK1","TRANK1"
"15268","TRAP1","TRAP1"
"15269","TRAPPC1","TRAPPC1"
"15270","TRAPPC10","TRAPPC10"
"15271","TRAPPC11","TRAPPC11"
"15272","TRAPPC12","TRAPPC12"
"15273","TRAPPC13","TRAPPC13"
"15274","TRAPPC14","TRAPPC14"
"15275","TRAPPC2L","TRAPPC2L"
"15276","TRAPPC3","TRAPPC3"
"15277","TRAPPC3L","TRAPPC3L"
"15278","TRAPPC4","TRAPPC4"
"15279","TRAPPC5","TRAPPC5"
"15280","TRAPPC6B","TRAPPC6B"
"15281","TRAPPC8","TRAPPC8"
"15282","TRAPPC9","TRAPPC9"
"15283","TRARG1","TRARG1"
"15284","TRAT1","TRAT1"
"15285","TRAV1-1","TRAV1-1"
"15286","TRAV10","TRAV10"
"15287","TRAV12-2","TRAV12-2"
"15288","TRAV12-3","TRAV12-3"
"15289","TRAV13-1","TRAV13-1"
"15290","TRAV16","TRAV16"
"15291","TRAV17","TRAV17"
"15292","TRAV19","TRAV19"
"15293","TRAV2","TRAV2"
"15294","TRAV20","TRAV20"
"15295","TRAV21","TRAV21"
"15296","TRAV26-2","TRAV26-2"
"15297","TRAV29DV5","TRAV29DV5"
"15298","TRAV3","TRAV3"
"15299","TRAV30","TRAV30"
"15300","TRAV34","TRAV34"
"15301","TRAV36DV7","TRAV36DV7"
"15302","TRAV39","TRAV39"
"15303","TRAV41","TRAV41"
"15304","TRAV5","TRAV5"
"15305","TRAV8-3","TRAV8-3"
"15306","TRAV8-6","TRAV8-6"
"15307","TRAV9-1","TRAV9-1"
"15308","TRAV9-2","TRAV9-2"
"15309","TRBV10-1","TRBV10-1"
"15310","TRBV10-3","TRBV10-3"
"15311","TRBV11-1","TRBV11-1"
"15312","TRBV12-5","TRBV12-5"
"15313","TRBV14","TRBV14"
"15314","TRBV15","TRBV15"
"15315","TRBV16","TRBV16"
"15316","TRBV19","TRBV19"
"15317","TRBV23-1","TRBV23-1"
"15318","TRBV24-1","TRBV24-1"
"15319","TRBV27","TRBV27"
"15320","TRBV28","TRBV28"
"15321","TRBV29-1","TRBV29-1"
"15322","TRBV5-1","TRBV5-1"
"15323","TRBV6-1","TRBV6-1"
"15324","TRBV7-2","TRBV7-2"
"15325","TRBV7-3","TRBV7-3"
"15326","TRBV7-9","TRBV7-9"
"15327","TRBV9","TRBV9"
"15328","TRDMT1","TRDMT1"
"15329","TRDN","TRDN"
"15330","TRDV3","TRDV3"
"15331","TREH","TREH"
"15332","TREM1","TREM1"
"15333","TREM2","TREM2"
"15334","TREML1","TREML1"
"15335","TREML2","TREML2"
"15336","TRERF1","TRERF1"
"15337","TREX1","TREX1"
"15338","TRGV9","TRGV9"
"15339","TRH","TRH"
"15340","TRHDE","TRHDE"
"15341","TRHR","TRHR"
"15342","TRIAP1","TRIAP1"
"15343","TRIB1","TRIB1"
"15344","TRIB2","TRIB2"
"15345","TRIB3","TRIB3"
"15346","TRIL","TRIL"
"15347","TRIM10","TRIM10"
"15348","TRIM11","TRIM11"
"15349","TRIM13","TRIM13"
"15350","TRIM14","TRIM14"
"15351","TRIM15","TRIM15"
"15352","TRIM16","TRIM16"
"15353","TRIM17","TRIM17"
"15354","TRIM21","TRIM21"
"15355","TRIM22","TRIM22"
"15356","TRIM23","TRIM23"
"15357","TRIM24","TRIM24"
"15358","TRIM25","TRIM25"
"15359","TRIM26","TRIM26"
"15360","TRIM27","TRIM27"
"15361","TRIM28","TRIM28"
"15362","TRIM29","TRIM29"
"15363","TRIM3","TRIM3"
"15364","TRIM32","TRIM32"
"15365","TRIM33","TRIM33"
"15366","TRIM35","TRIM35"
"15367","TRIM36","TRIM36"
"15368","TRIM37","TRIM37"
"15369","TRIM38","TRIM38"
"15370","TRIM4","TRIM4"
"15371","TRIM40","TRIM40"
"15372","TRIM41","TRIM41"
"15373","TRIM42","TRIM42"
"15374","TRIM44","TRIM44"
"15375","TRIM45","TRIM45"
"15376","TRIM46","TRIM46"
"15377","TRIM47","TRIM47"
"15378","TRIM5","TRIM5"
"15379","TRIM50","TRIM50"
"15380","TRIM52","TRIM52"
"15381","TRIM54","TRIM54"
"15382","TRIM55","TRIM55"
"15383","TRIM56","TRIM56"
"15384","TRIM58","TRIM58"
"15385","TRIM59","TRIM59"
"15386","TRIM6","TRIM6"
"15387","TRIM60","TRIM60"
"15388","TRIM62","TRIM62"
"15389","TRIM63","TRIM63"
"15390","TRIM65","TRIM65"
"15391","TRIM66","TRIM66"
"15392","TRIM67","TRIM67"
"15393","TRIM68","TRIM68"
"15394","TRIM69","TRIM69"
"15395","TRIM7","TRIM7"
"15396","TRIM71","TRIM71"
"15397","FUS","TRIM72"
"15398","TRIM75","TRIM75"
"15399","TRIM77","TRIM77"
"15400","TRIM8","TRIM8"
"15401","TRIM9","TRIM9"
"15402","TRIML1","TRIML1"
"15403","TRIML2","TRIML2"
"15404","TRIO","TRIO"
"15405","TRIOBP","TRIOBP"
"15406","TRIP10","TRIP10"
"15407","TRIP11","TRIP11"
"15408","TRIP12","TRIP12"
"15409","TRIP13","TRIP13"
"15410","TRIP4","TRIP4"
"15411","TRIP6","TRIP6"
"15412","TRIR","TRIR"
"15413","TRIT1","TRIT1"
"15414","TRMO","TRMO"
"15415","TRMT1","TRMT1"
"15416","TRMT10A","TRMT10A"
"15417","TRMT10B","TRMT10B"
"15418","TRMT10C","TRMT10C"
"15419","TRMT11","TRMT11"
"15420","TRMT112","TRMT112"
"15421","TRMT12","TRMT12"
"15422","TRMT13","TRMT13"
"15423","TRMT1L","TRMT1L"
"15424","TRMT2A","TRMT2A"
"15425","TRMT2B","TRMT2B"
"15426","TRMT44","TRMT44"
"15427","TRMT5","TRMT5"
"15428","TRMT6","TRMT6"
"15429","TRMT61A","TRMT61A"
"15430","TRMT61B","TRMT61B"
"15431","TRMT9B","TRMT9B"
"15432","TRMU","TRMU"
"15433","TRNAU1AP","TRNAU1AP"
"15434","TRNP1","TRNP1"
"15435","TRNT1","TRNT1"
"15436","TRO","TRO"
"15437","TROAP","TROAP"
"15438","TRPA1","TRPA1"
"15439","TRPC1","TRPC1"
"15440","TRPC3","TRPC3"
"15441","TRPC4","TRPC4"
"15442","TRPC4AP","TRPC4AP"
"15443","TRPC5","TRPC5"
"15444","TRPC5OS","TRPC5OS"
"15445","TRPC6","TRPC6"
"15446","TRPC7","TRPC7"
"15447","TRPM1","TRPM1"
"15448","TRPM2","TRPM2"
"15449","TRPM3","TRPM3"
"15450","TRPM4","TRPM4"
"15451","TRPM5","TRPM5"
"15452","TRPM6","TRPM6"
"15453","TRPM7","TRPM7"
"15454","TRPM8","TRPM8"
"15455","TRPS1","TRPS1"
"15456","TRPT1","TRPT1"
"15457","TRPV1","TRPV1"
"15458","TRPV2","TRPV2"
"15459","TRPV3","TRPV3"
"15460","TRPV4","TRPV4"
"15461","TRPV5","TRPV5"
"15462","TRPV6","TRPV6"
"15463","TRRAP","TRRAP"
"15464","TRUB1","TRUB1"
"15465","TRUB2","TRUB2"
"15466","TSACC","TSACC"
"15467","TSBP1","TSBP1"
"15468","TSC1","TSC1"
"15469","TSC2","TSC2"
"15470","TSC22D1","TSC22D1"
"15471","TSC22D2","TSC22D2"
"15472","TSC22D3","TSC22D3"
"15473","TSC22D4","TSC22D4"
"15474","TSEN15","TSEN15"
"15475","TSEN2","TSEN2"
"15476","TSEN34","TSEN34"
"15477","TSEN54","TSEN54"
"15478","TSFM","TSFM"
"15479","TSG101","TSG101"
"15480","TSGA10","TSGA10"
"15481","TSGA10IP","TSGA10IP"
"15482","TSGA13","TSGA13"
"15483","TSHB","TSHB"
"15484","TSHR","TSHR"
"15485","TSHZ1","TSHZ1"
"15486","TSHZ2","TSHZ2"
"15487","TSHZ3","TSHZ3"
"15488","TSKS","TSKS"
"15489","TSKU","TSKU"
"15490","TSN","TSN"
"15491","TSNARE1","TSNARE1"
"15492","TSNAX","TSNAX"
"15493","TSNAXIP1","TSNAXIP1"
"15494","TSPAN1","TSPAN1"
"15495","TSPAN10","TSPAN10"
"15496","TSPAN11","TSPAN11"
"15497","TSPAN12","TSPAN12"
"15498","TSPAN13","TSPAN13"
"15499","TSPAN14","TSPAN14"
"15500","TSPAN15","TSPAN15"
"15501","TSPAN16","TSPAN16"
"15502","TSPAN17","TSPAN17"
"15503","TSPAN18","TSPAN18"
"15504","TSPAN19","TSPAN19"
"15505","TSPAN2","TSPAN2"
"15506","TSPAN3","TSPAN3"
"15507","TSPAN31","TSPAN31"
"15508","TSPAN32","TSPAN32"
