"","human_gene","rat_gene"
"16940","TEX44","Tex44"
"16941","SAXO5","Tex45"
"16942","TEX46","Tex46"
"16943","TEX47","Tex47"
"16944","TEX48","Tex48"
"16945","SPMIP11","Tex49"
"16946","TEX50","Tex50"
"16947","TEX51","Tex51"
"16948","TEX52","Tex52"
"16949","TEX55","Tex55"
"16950","TEX9","Tex9"
"16951","SRPRB","Tf"
"16952","TFAM","Tfam"
"16953","TFAP2A","Tfap2a"
"16954","TFAP2B","Tfap2b"
"16955","TFAP2C","Tfap2c"
"16956","TFAP2D","Tfap2d"
"16957","TFAP2E","Tfap2e"
"16958","TFAP4","Tfap4"
"16959","TFB1M","Tfb1m"
"16960","TFB2M","Tfb2m"
"16961","TFCP2","Tfcp2"
"16962","TFCP2L1","Tfcp2l1"
"16963","TFDP1","Tfdp1"
"16964","TFDP2","Tfdp2"
"16965","TFE3","Tfe3"
"16966","TFEB","Tfeb"
"16967","TFEC","Tfec"
"16968","TFF1","Tff1"
"16969","TFF2","Tff2"
"16970","TFF3","Tff3"
"16971","TFG","Tfg"
"16972","TFIP11","Tfip11"
"16973","TFPI","Tfpi"
"16974","TFPI2","Tfpi2"
"16975","TFPT","Tfpt"
"16976","TFR2","Tfr2"
"16977","TFRC","Tfrc"
"16978","TG","Tg"
"16979","TGDS","Tgds"
"16980","TGFA","Tgfa"
"16981","TGFB1","Tgfb1"
"16982","TGFB1I1","Tgfb1i1"
"16983","TGFB2","Tgfb2"
"16984","TGFB3","Tgfb3"
"16985","TGFBI","Tgfbi"
"16986","TGFBR1","Tgfbr1"
"16987","TGFBR2","Tgfbr2"
"16988","TGFBR3","Tgfbr3"
"16989","TGFBR3L","Tgfbr3l"
"16990","TGFBRAP1","Tgfbrap1"
"16991","TGIF1","Tgif1"
"16992","TGIF2","Tgif2"
"16993","TGIF2LX","Tgif2lx2"
"16994","TGM1","Tgm1"
"16995","TGM2","Tgm2"
"16996","TGM3","Tgm3"
"16997","TGM4","Tgm4"
"16998","TGM5","Tgm5"
"16999","TGM6","Tgm6"
"17000","TGM7","Tgm7"
"17001","TGOLN2","Tgoln2"
"17002","TGS1","Tgs1"
"17003","TH","Th"
"17004","THADA","Thada"
"17005","THAP1","Thap1"
"17006","THAP11","Thap11"
"17007","THAP12","Thap12-ps1"
"17008","THAP2","Thap2"
"17009","THAP3","Thap3"
"17010","THAP4","Thap4"
"17011","THAP6","Thap6"
"17012","THAP7","Thap7"
"17013","THBD","Thbd"
"17014","THBS1","Thbs1"
"17015","THBS2","Thbs2"
"17016","THBS3","Thbs3"
"17017","THBS4","Thbs4"
"17018","SPMAP2","Theg"
"17019","SPMAP2L","Thegl"
"17020","THEM4","Them4"
"17021","THEM5","Them5"
"17022","THEM6","Them6"
"17023","THEMIS","Themis"
"17024","THEMIS2","Themis2"
"17025","THG1L","Thg1l"
"17026","THNSL1","Thnsl1"
"17027","THNSL2","Thnsl2"
"17028","THOC1","Thoc1"
"17029","THOC2","Thoc2"
"17030","THOC3","Thoc3"
"17031","THOC5","Thoc5"
"17032","THOC6","Thoc6"
"17033","THOC7","Thoc7"
"17034","THOP1","Thop1"
"17035","THPO","Thpol1"
"17036","THRA","Thra"
"17037","THRAP3","Thrap3"
"17038","THRB","Thrb"
"17039","THRSP","Thrsp"
"17040","THSD1","Thsd1"
"17041","THSD4","Thsd4"
"17042","THSD7A","Thsd7a"
"17043","THSD7B","Thsd7b"
"17044","THSD8","Thsd8"
"17045","THTPA","Thtpa"
"17046","THUMPD2","Thumpd2"
"17047","THUMPD3","Thumpd3"
"17048","THY1","Thy1"
"17049","THYN1","Thyn1"
"17050","TIA1","Tia1"
"17051","TIAL1","Tial1"
"17052","TIAM1","Tiam1"
"17053","TIAM2","Tiam2"
"17054","TICRR","Ticrr"
"17055","TIE1","Tie1"
"17056","TIFA","Tifa"
"17057","TIFAB","Tifab"
"17058","TIGAR","Tigar"
"17059","TIGAR","Tigar-ps1"
"17060","TIGD2","Tigd2"
"17061","TIGD3","Tigd3"
"17062","TIGD4","Tigd4"
"17063","TIGIT","Tigit"
"17064","HAVCR1","Timd2"
"17065","TIMD4","Timd4"
"17066","TIMELESS","Timeless"
"17067","TIMM10","Timm10"
"17068","TIMM10B","Timm10b"
"17069","TIMM17A","Timm17a"
"17070","TIMM17B","Timm17b"
"17071","TIMM21","Timm21"
"17072","TIMM22","Timm22"
"17073","TIMM23","Timm23"
"17074","TIMM23","Timm23-ps8"
"17075","TIMM23","Timm23b"
"17076","TIMM44","Timm44"
"17077","TIMM50","Timm50"
"17078","TIMM8A","Timm8a1"
"17079","TIMM8A","Timm8a1-ps1"
"17080","TIMM8A","Timm8a2"
"17081","TIMM8B","Timm8b"
"17082","TIMM9","Timm9"
"17083","TIMMDC1","Timmdc1"
"17084","TIMP1","Timp1"
"17085","CEP295NL","Timp2"
"17086","TIMP3","Timp3"
"17087","TIMP4","Timp4"
"17088","TINAG","Tinag"
"17089","TINAGL1","Tinagl1"
"17090","TINF2","Tinf2"
"17091","TIPARP","Tiparp"
"17092","TIPIN","Tipin"
"17093","TIPIN","Tipinl1"
"17094","TIPRL","Tiprl"
"17095","TIRAP","Tirap"
"17096","TJP1","Tjp1"
"17097","TJP2","Tjp2"
"17098","TJP3","Tjp3"
"17099","TK1","Tk1"
"17100","TK2","Tk2"
"17101","TKFC","Tkfc"
"17102","TKT","Tkt"
"17103","TKTL1","Tktl1"
"17104","TKTL2","Tktl2"
"17105","TLCD1","Tlcd1"
"17106","TLCD2","Tlcd2"
"17107","TLCD3A","Tlcd3a"
"17108","TLCD3B","Tlcd3b"
"17109","TLCD4","Tlcd4"
"17110","TLCD5","Tlcd5"
"17111","TLDC2","Tldc2"
"17112","TLE1","Tle1"
"17113","TLE3","Tle3"
"17114","TLE4","Tle4"
"17115","TLE5","Tle5"
"17116","TLE6","Tle6"
"17117","TLE7","Tle7"
"17118","TLK1","Tlk1"
"17119","TLK2","Tlk2"
"17120","TLL1","Tll1"
"17121","TLL2","Tll2"
"17122","TLN1","Tln1"
"17123","TLN2","Tln2"
"17124","TLNRD1","Tlnrd1"
"17125","TLR1","Tlr1"
"17126","TLR10","Tlr10"
"17127","TLR2","Tlr2"
"17128","TLR3","Tlr3"
"17129","TLR4","Tlr4"
"17130","TLR5","Tlr5"
"17131","TLR6","Tlr6"
"17132","TLR7","Tlr7"
"17133","TLR8","Tlr8"
"17134","TLR9","Tlr9"
"17135","TLX1","Tlx1"
"17136","TLX2","Tlx2"
"17137","TLX3","Tlx3"
"17138","TM2D1","Tm2d1"
"17139","TM2D2","Tm2d2"
"17140","TM2D3","Tm2d3"
"17141","TM4SF1","Tm4sf1"
"17142","TM4SF19","Tm4sf19"
"17143","TM4SF20","Tm4sf20"
"17144","TM4SF4","Tm4sf4"
"17145","TM4SF5","Tm4sf5"
"17146","TM6SF1","Tm6sf1"
"17147","TM6SF2","Tm6sf2"
"17148","TM7SF2","Tm7sf2"
"17149","TM7SF3","Tm7sf3"
"17150","TM9SF1","Tm9sf1"
"17151","TM9SF2","Tm9sf2"
"17152","TM9SF3","Tm9sf3"
"17153","TM9SF4","Tm9sf4"
"17154","TMA16","Tma16"
"17155","TMBIM1","Tmbim1"
"17156","TMBIM4","Tmbim4"
"17157","TMBIM6","Tmbim6"
"17158","TMC1","Tmc1"
"17159","TMC2","Tmc2"
"17160","TMC3","Tmc3"
"17161","TMC4","Tmc4"
"17162","TMC5","Tmc5"
"17163","TMC6","Tmc6"
"17164","TMC7","Tmc7"
"17165","TMC8","Tmc8"
"17166","TMCC1","Tmcc1"
"17167","TMCC2","Tmcc2"
"17168","TMCC3","Tmcc3"
"17169","TMCO1","Tmco1"
"17170","TMCO2","Tmco2"
"17171","TMCO3","Tmco3"
"17172","TMCO4","Tmco4"
"17173","TMCO5A","Tmco5a"
"17174","TMCO6","Tmco6"
"17175","TMED1","Tmed1"
"17176","TMED10","Tmed10"
"17177","TMED2","Tmed2"
"17178","TMED3","Tmed3"
"17179","TMED4","Tmed4"
"17180","TMED5","Tmed5"
"17181","TMED6","Tmed6"
"17182","TMED7","Tmed7"
"17183","TMED8","Tmed8"
"17184","TMED9","Tmed9"
"17185","TMEFF1","Tmeff1"
"17186","TMEM100","Tmem100"
"17187","TMEM101","Tmem101"
"17188","TMEM102","Tmem102"
"17189","TMEM104","Tmem104"
"17190","TMEM106A","Tmem106a"
"17191","TMEM106B","Tmem106b"
"17192","TMEM106C","Tmem106c"
"17193","TMEM107","Tmem107"
"17194","TMEM108","Tmem108"
"17195","TMEM109","Tmem109"
"17196","TMEM11","Tmem11"
"17197","TMEM114","Tmem114"
"17198","TMEM115","Tmem115"
"17199","TMEM116","Tmem116"
"17200","TMEM117","Tmem117"
"17201","TMEM119","Tmem119"
"17202","TMEM120A","Tmem120a"
"17203","TMEM120B","Tmem120b"
"17204","TMEM121","Tmem121"
"17205","TMEM121B","Tmem121b"
"17206","TMEM123","Tmem123"
"17207","TMEM125","Tmem125"
"17208","TMEM126A","Tmem126a"
"17209","TMEM126B","Tmem126b"
"17210","TMEM127","Tmem127"
"17211","TMEM128","Tmem128"
"17212","TMEM129","Tmem129"
"17213","TMEM130","Tmem130"
"17214","TMEM131","Tmem131"
"17215","TMEM131L","Tmem131l"
"17216","TMEM132A","Tmem132a"
"17217","TMEM132B","Tmem132b"
"17218","TMEM132C","Tmem132c"
"17219","TMEM132D","Tmem132d"
"17220","TMEM132E","Tmem132e"
"17221","TMEM134","Tmem134"
"17222","TMEM135","Tmem135"
"17223","TMEM139","Tmem139"
"17224","TMEM140","Tmem140"
"17225","TMEM141","Tmem141"
"17226","TMEM143","Tmem143"
"17227","TMEM144","Tmem144"
"17228","TMEM145","Tmem145"
"17229","TMEM147","Tmem147"
"17230","TMEM14A","Tmem14a"
"17231","TMEM14C","Tmem14c"
"17232","TMEM150A","Tmem150a"
"17233","TMEM150B","Tmem150b"
"17234","TMEM150C","Tmem150c"
"17235","TMEM151A","Tmem151a"
"17236","TMEM151B","Tmem151b"
"17237","TMEM154","Tmem154"
"17238","TMEM156","Tmem156"
"17239","TMEM158","Tmem158"
"17240","TMEM160","Tmem160"
"17241","TMEM161A","Tmem161a"
"17242","TMEM161B","Tmem161b"
"17243","TMEM163","Tmem163"
"17244","TMEM164","Tmem164"
"17245","TMEM165","Tmem165"
"17246","TMEM167A","Tmem167a"
"17247","TMEM167B","Tmem167b"
"17248","TMEM168","Tmem168"
"17249","TMEM169","Tmem169"
"17250","TMEM17","Tmem17"
"17251","TMEM170A","Tmem170a"
"17252","TMEM170B","Tmem170b"
"17253","TMEM171","Tmem171"
"17254","TMEM174","Tmem174"
"17255","TMEM175","Tmem175"
"17256","TMEM176A","Tmem176a"
"17257","TMEM176B","Tmem176b"
"17258","TMEM177","Tmem177"
"17259","TMEM178A","Tmem178a"
"17260","TMEM178B","Tmem178b"
"17261","TMEM179","Tmem179"
"17262","TMEM179B","Tmem179b"
"17263","TMEM18","Tmem18"
"17264","TMEM181","Tmem181"
"17265","TMEM182","Tmem182"
"17266","TMEM183A","Tmem183a"
"17267","TMEM184A","Tmem184a"
"17268","TMEM184B","Tmem184b"
"17269","TMEM184C","Tmem184c"
"17270","TMEM185A","Tmem185a"
"17271","TMEM185B","Tmem185b"
"17272","TMEM186","Tmem186"
"17273","TMEM19","Tmem19"
"17274","TMEM190","Tmem190"
"17275","TMEM191C","Tmem191c"
"17276","TMEM192","Tmem192"
"17277","TMEM198","Tmem198"
"17278","TMEM199","Tmem199"
"17279","TMEM200A","Tmem200a"
"17280","TMEM200B","Tmem200b"
"17281","TMEM200C","Tmem200c"
"17282","TMEM201","Tmem201"
"17283","TMEM203","Tmem203"
"17284","TMEM204","Tmem204"
"17285","TMEM205","Tmem205"
"17286","TMEM207","Tmem207"
"17287","TMEM208","Tmem208"
"17288","TMEM209","Tmem209"
"17289","TMEM210","Tmem210"
"17290","TMEM212","Tmem212"
"17291","TMEM214","Tmem214"
"17292","TMEM215","Tmem215"
"17293","TMEM216","Tmem216"
"17294","TMEM217B","Tmem217"
"17295","TMEM218","Tmem218"
"17296","TMEM219","Tmem219"
"17297","TMEM220","Tmem220"
"17298","TMEM221","Tmem221"
"17299","TMEM222","Tmem222"
"17300","TMEM223","Tmem223"
"17301","TMEM225","Tmem225"
"17302","TMEM229A","Tmem229a"
"17303","TMEM229B","Tmem229b"
"17304","TMEM231","Tmem231"
"17305","TMEM232","Tmem232"
"17306","TMEM233","Tmem233"
"17307","TMEM234","Tmem234"
"17308","TMEM235","Tmem235"
"17309","TMEM236","Tmem236"
"17310","TMEM237","Tmem237"
"17311","TMEM238","Tmem238"
"17312","TMEM239","Tmem239"
"17313","TMEM240","Tmem240"
"17314","TMEM241","Tmem241"
"17315","TMEM242","Tmem242"
"17316","TMEM243","Tmem243"
"17317","TMEM245","Tmem245"
"17318","TMEM247","Tmem247"
"17319","TMEM248","Tmem248"
"17320","FBXL6","Tmem249"
"17321","TMEM25","Tmem25"
"17322","TMEM250","Tmem250"
"17323","TMEM252","Tmem252"
"17324","TMEM253","Tmem253"
"17325","TMEM254","Tmem254"
"17326","TMEM255A","Tmem255a"
"17327","TMEM255B","Tmem255b"
"17328","TMEM256","Tmem256"
"17329","TMEM259","Tmem259"
"17330","TMEM26","Tmem26"
"17331","TMEM260","Tmem260"
"17332","TMEM262","Tmem262"
"17333","TMEM263","Tmem263"
"17334","TMEM266","Tmem266"
"17335","TMEM267","Tmem267"
"17336","TMEM268","Tmem268"
"17337","TMEM270","Tmem270"
"17338","TMEM275","Tmem275"
"17339","TMEM30A","Tmem30a"
"17340","TMEM30B","Tmem30b"
"17341","TMEM33","Tmem33"
"17342","TMEM35A","Tmem35a"
"17343","TMEM35B","Tmem35b"
"17344","TMEM37","Tmem37"
"17345","TMEM38A","Tmem38a"
"17346","TMEM38B","Tmem38b"
"17347","TMEM39A","Tmem39a"
"17348","TMEM39B","Tmem39b"
"17349","TMEM40","Tmem40"
"17350","TMEM41B","Tmem41b"
"17351","TMEM43","Tmem43"
"17352","TMEM44","Tmem44"
"17353","TMEM45A","Tmem45a"
"17354","TMEM45A","Tmem45a2"
"17355","TMEM45B","Tmem45b"
"17356","TMEM47","Tmem47"
"17357","TMEM50A","Tmem50a"
"17358","TMEM50B","Tmem50b"
"17359","TMEM51","Tmem51"
"17360","TMEM52","Tmem52"
"17361","TMEM52B","Tmem52b"
"17362","TMEM53","Tmem53"
"17363","TMEM54","Tmem54"
"17364","TMEM59","Tmem59"
"17365","TMEM59L","Tmem59l"
"17366","TMEM60","Tmem60"
"17367","TMEM61","Tmem61"
"17368","TMEM62","Tmem62"
"17369","TMEM63A","Tmem63a"
"17370","TMEM63B","Tmem63b"
"17371","TMEM63C","Tmem63c"
"17372","TMEM64","Tmem64"
"17373","TMEM65","Tmem65"
"17374","TMEM67","Tmem67"
"17375","TMEM68","Tmem68"
"17376","TMEM69","Tmem69"
"17377","TMEM70","Tmem70"
"17378","TMEM71","Tmem71"
"17379","TMEM72","Tmem72"
"17380","TMEM74","Tmem74"
"17381","TMEM74B","Tmem74b"
"17382","TMEM79","Tmem79"
"17383","TMEM80","Tmem80"
"17384","TMEM81","Tmem81"
"17385","TMEM82","Tmem82"
"17386","TMEM86A","Tmem86a"
"17387","TMEM87A","Tmem87a"
"17388","TMEM87B","Tmem87b"
"17389","TMEM88","Tmem88"
"17390","TMEM88B","Tmem88b"
"17391","TMEM89","Tmem89"
"17392","TMEM8B","Tmem8b"
"17393","TMEM9","Tmem9"
"17394","TMEM91","Tmem91"
"17395","TMEM94","Tmem94"
"17396","TMEM95","Tmem95"
"17397","NLK","Tmem97"
"17398","TMEM98","Tmem98"
"17399","TMEM9B","Tmem9b"
"17400","TMF1","Tmf1"
"17401","TMIE","Tmie"
"17402","TMIGD1","Tmigd1"
"17403","TMIGD3","Tmigd3"
"17404","TMLHE","Tmlhe"
"17405","TMOD1","Tmod1"
"17406","TMOD2","Tmod2"
"17407","TMOD3","Tmod3"
"17408","TMOD4","Tmod4"
"17409","SLC25A3","Tmpo"
"17410","TMPPE","Tmppe"
"17411","TMPRSS11A","Tmprss11a"
"17412","TMPRSS11D","Tmprss11d"
"17413","TMPRSS11E","Tmprss11e"
"17414","TMPRSS11F","Tmprss11f"
"17415","TMPRSS12","Tmprss12"
"17416","TMPRSS13","Tmprss13"
"17417","TMPRSS15","Tmprss15"
"17418","TMPRSS2","Tmprss2"
"17419","TMPRSS3","Tmprss3"
"17420","TMPRSS4","Tmprss4"
"17421","TMPRSS5","Tmprss5"
"17422","TMPRSS6","Tmprss6"
"17423","TMPRSS7","Tmprss7"
"17424","TMPRSS9","Tmprss9"
"17425","TMSB10","Tmsb10-ps6"
"17426","TMSB4Y","Tmsb4x"
"17427","TMTC1","Tmtc1"
"17428","TMTC2","Tmtc2"
"17429","TMTC3","Tmtc3"
"17430","TMTC4","Tmtc4"
"17431","TMUB1","Tmub1"
"17432","TMUB2","Tmub2"
"17433","TMX1","Tmx1"
"17434","TMX2","Tmx2"
"17435","TMX3","Tmx3"
"17436","TMX4","Tmx4"
"17437","TNC","Tnc"
"17438","TNF","Tnf"
"17439","TNFAIP1","Tnfaip1"
"17440","TNFAIP2","Tnfaip2"
"17441","TNFAIP3","Tnfaip3"
"17442","TNFAIP6","Tnfaip6"
"17443","TNFAIP8","Tnfaip8"
"17444","TNFAIP8L1","Tnfaip8l1"
"17445","TNFAIP8L2","Tnfaip8l2"
"17446","TNFAIP8L3","Tnfaip8l3"
"17447","TNFRSF14","Tnfrsf10b"
"17448","TNFRSF11A","Tnfrsf11a"
"17449","TNFRSF11B","Tnfrsf11b"
"17450","TNFRSF12A","Tnfrsf12a"
"17451","TNFRSF13B","Tnfrsf13b"
"17452","TNFRSF13C","Tnfrsf13c"
"17453","TNFRSF14","Tnfrsf14"
"17454","TNFRSF17","Tnfrsf17"
"17455","TNFRSF18","Tnfrsf18"
"17456","TNFRSF19","Tnfrsf19"
"17457","TNFRSF1A","Tnfrsf1a"
"17458","TNFRSF1B","Tnfrsf1b"
"17459","TNFRSF21","Tnfrsf21"
"17460","TNFRSF10D","Tnfrsf22"
"17461","TNFRSF25","Tnfrsf25"
"17462","TNFRSF10D","Tnfrsf26"
"17463","TNFRSF4","Tnfrsf4"
"17464","TNFRSF8","Tnfrsf8"
"17465","TNFRSF9","Tnfrsf9"
"17466","TNFSF10","Tnfsf10"
"17467","TNFSF11","Tnfsf11"
"17468","TNFSF12","Tnfsf12"
"17469","TNFSF13","Tnfsf13"
"17470","TNFSF13B","Tnfsf13b"
"17471","TNFSF14","Tnfsf14"
"17472","TNFSF15","Tnfsf15"
"17473","TNFSF18","Tnfsf18"
"17474","TNFSF4","Tnfsf4"
"17475","TNFSF8","Tnfsf8"
"17476","TNFSF9","Tnfsf9"
"17477","TNIK","Tnik"
"17478","TNIP1","Tnip1"
"17479","TNIP2","Tnip2"
"17480","TNIP3","Tnip3"
"17481","TNK1","Tnk1"
"17482","TNK2","Tnk2"
"17483","TNKS","Tnks"
"17484","TNKS1BP1","Tnks1bp1"
"17485","TNKS2","Tnks2"
"17486","TNMD","Tnmd"
"17487","TNN","Tnn"
"17488","TNNC1","Tnnc1"
"17489","TNNC2","Tnnc2"
"17490","TNNI1","Tnni1"
"17491","TNNI2","Tnni2"
"17492","TNNI3","Tnni3"
"17493","TNNI3K","Tnni3k"
"17494","TNNT1","Tnnt1"
"17495","TNNT2","Tnnt2"
"17496","TNNT3","Tnnt3"
"17497","TNP1","Tnp1"
"17498","TNP2","Tnp2"
"17499","TNPO1","Tnpo1"
"17500","TNPO2","Tnpo2"
"17501","TNPO3","Tnpo3"
"17502","TNR","Tnr"
"17503","TNRC18","Tnrc18"
"17504","TNRC6A","Tnrc6a"
"17505","TNRC6B","Tnrc6b"
"17506","TNRC6C","Tnrc6c"
"17507","TNS1","Tns1"
"17508","TNS2","Tns2"
"17509","TNS3","Tns3"
"17510","TNS4","Tns4"
"17511","TOB1","Tob1"
"17512","TOB2","Tob2"
"17513","TOE1","Toe1"
"17514","TOGARAM1","Togaram1"
"17515","TOGARAM2","Togaram2"
"17516","TOLLIP","Tollip"
"17517","TOM1","Tom1"
"17518","TOM1L1","Tom1l1"
"17519","TOM1L2","Tom1l2"
"17520","TOMM20L","Tomm20l"
"17521","TOMM22","Tomm22"
"17522","TOMM34","Tomm34"
"17523","TOMM40","Tomm40"
"17524","TOMM40L","Tomm40l"
"17525","TOMM5","Tomm5"
"17526","TOMM7","Tomm7"
"17527","C17orf114","Tomm7-ps4"
"17528","TOMM70","Tomm70"
"17529","TONSL","Tonsl"
"17530","TOP1","Top1"
"17531","TOP1MT","Top1mt"
"17532","TOP2A","Top2a"
"17533","TOP2B","Top2b"
"17534","TOP3A","Top3a"
"17535","TOP3B","Top3b"
"17536","TOPAZ1","Topaz1"
"17537","TOPBP1","Topbp1"
"17538","TOPORS","Topors"
"17539","TOR1A","Tor1a"
"17540","TOR1AIP1","Tor1aip1"
"17541","TOR1AIP2","Tor1aip2"
"17542","TOR1B","Tor1b"
"17543","TOR2A","Tor2a"
"17544","TOR3A","Tor3a"
"17545","TOR4A","Tor4a"
"17546","TOX","Tox"
"17547","TOX2","Tox2"
"17548","TOX3","Tox3"
"17549","TOX4","Tox4"
"17550","TP53","Tp53"
"17551","TP53BP1","Tp53bp1"
"17552","TP53BP2","Tp53bp2"
"17553","TP53I11","Tp53i11"
"17554","TP53I13","Tp53i13"
"17555","TP53INP1","Tp53inp1"
"17556","TP53INP2","Tp53inp2"
"17557","TP53TG5","Tp53tg5"
"17558","TP63","Tp63"
"17559","TP73","Tp73"
"17560","TPBG","Tpbg"
"17561","TPBGL","Tpbgl"
"17562","TPCN1","Tpcn1"
"17563","TPCN2","Tpcn2"
"17564","TPD52","Tpd52"
"17565","TPD52L1","Tpd52l1"
"17566","ABHD16B","Tpd52l2"
"17567","TPD52L3","Tpd52l3"
"17568","TPGS1","Tpgs1"
"17569","TPGS2","Tpgs2"
"17570","TPGS2","Tpgs2-ps2"
"17571","TPH1","Tph1"
"17572","TPH2","Tph2"
"17573","TPI1","Tpi1"
"17574","TPK1","Tpk1"
"17575","TPM1","Tpm1"
"17576","TPM2","Tpm2"
"17577","TPM3","Tpm3"
"17578","TPM4","Tpm4"
"17579","TPMT","Tpmt"
"17580","TPO","Tpo"
"17581","TPP1","Tpp1"
"17582","TPP2","Tpp2"
"17583","TPPP","Tppp"
"17584","TPPP2","Tppp2"
"17585","TPPP3","Tppp3"
"17586","TPR","Tpr"
"17587","TPRA1","Tpra1"
"17588","TPRG1","Tprg1"
"17589","TPRG1L","Tprg1l"
"17590","TPRKB","Tprkb"
"17591","TPRN","Tprn"
"17592","TPSB2","Tpsab1"
"17593","TPSAB1","Tpsb2"
"17594","TPSG1","Tpsg1"
"17595","TPST1","Tpst1"
"17596","TPST2","Tpst2"
"17597","TPT1","Tpt1"
"17598","TPT1","Tpt1-ps1"
"17599","TPT1","Tpt1-ps2"
"17600","TPTE2","Tpte2"
"17601","TPX2","Tpx2"
"17602","TRA2A","Tra2a"
"17603","TRA2B","Tra2b"
"17604","TRA2B","Tra2b-ps3"
"17605","TRABD","Trabd"
"17606","TRABD2B","Trabd2b"
"17607","TRADD","Tradd"
"17608","TRAF1","Traf1"
"17609","TRAF2","Traf2"
"17610","TRAF3","Traf3"
"17611","TRAF3IP1","Traf3ip1"
"17612","TRAF3IP2","Traf3ip2"
"17613","TRAF3IP3","Traf3ip3"
"17614","TRAF4","Traf4"
"17615","TRAF5","Traf5"
"17616","TRAF6","Traf6"
"17617","TRAF7","Traf7"
"17618","TRAFD1","Trafd1"
"17619","TRAIP","Traip"
"17620","TRAK1","Trak1"
"17621","TRAK2","Trak2"
"17622","TRAM1","Tram1"
"17623","TRAM2","Tram2"
"17624","TRANK1","Trank1"
"17625","TRAP1","Trap1"
"17626","TRAPPC1","Trappc1"
"17627","TRAPPC10","Trappc10"
"17628","TRAPPC11","Trappc11"
"17629","TRAPPC12","Trappc12"
"17630","TRAPPC13","Trappc13"
"17631","TRAPPC14","Trappc14"
"17632","TRAPPC2B","Trappc2"
"17633","TRAPPC2L","Trappc2l"
"17634","TRAPPC3","Trappc3"
"17635","TRAPPC3L","Trappc3l"
"17636","TRAPPC4","Trappc4"
"17637","TRAPPC5","Trappc5"
"17638","TRAPPC6A","Trappc6a"
"17639","TRAPPC6B","Trappc6b"
"17640","TRAPPC8","Trappc8"
"17641","TRAPPC9","Trappc9"
"17642","TRARG1","Trarg1"
"17643","TRAT1","Trat1"
"17644","TRAV12-2","Trav12-3"
"17645","TRAV4","Trav2"
"17646","TRAV9-2","Trav6-2"
"17647","TRDMT1","Trdmt1"
"17648","TRDN","Trdn"
"17649","TREH","Treh"
"17650","TREM1","Trem1"
"17651","TREM2","Trem2"
"17652","TREML1","Treml1"
"17653","TREML2","Treml2"
"17654","TREML4","Treml4"
"17655","TRERF1","Trerf1"
"17656","TREX1","Trex1"
"17657","TREX2","Trex2"
"17658","TRH","Trh"
"17659","TRHDE","Trhde"
"17660","TRHR","Trhr"
"17661","TRIAP1","Triap1"
"17662","TRIB1","Trib1"
"17663","TRIB2","Trib2"
"17664","TRIB3","Trib3"
"17665","TRIL","Tril"
"17666","TRIM10","Trim10"
"17667","TRIM11","Trim11"
"17668","TRIM13","Trim13"
"17669","TRIM14","Trim14"
"17670","TRIM15","Trim15"
"17671","TRIM2","Trim2"
"17672","TRIM21","Trim21"
"17673","TRIM23","Trim23"
"17674","TRIM24","Trim24"
"17675","TRIM25","Trim25"
"17676","TRIM26","Trim26"
"17677","TRIM27","Trim27"
"17678","TRIM28","Trim28"
"17679","TRIM29","Trim29"
"17680","TRIM3","Trim3"
"17681","TRIM5","Trim30c"
"17682","TRIM31","Trim31"
"17683","TRIM32","Trim32"
"17684","TRIM33","Trim33"
"17685","TRIM34","Trim34"
"17686","TRIM35","Trim35"
"17687","TRIM36","Trim36"
"17688","TRIM37","Trim37"
"17689","TRIM39","Trim39"
"17690","TRIM40","Trim40"
"17691","TRIM41","Trim41"
"17692","TRIM42","Trim42"
"17693","TRIM43","Trim43a"
"17694","TRIM44","Trim44"
"17695","TRIM45","Trim45"
"17696","TRIM46","Trim46"
"17697","TRIM47","Trim47"
"17698","TRIM5","Trim5"
"17699","TRIM50","Trim50"
"17700","TRIM52","Trim52"
"17701","TRIM54","Trim54"
"17702","TRIM55","Trim55"
"17703","TRIM56","Trim56"
"17704","TRIM58","Trim58"
"17705","TRIM59","Trim59"
"17706","TRIM6","Trim6"
"17707","TRIM62","Trim62"
"17708","TRIM63","Trim63"
"17709","TRIM65","Trim65"
"17710","TRIM66","Trim66"
"17711","TRIM67","Trim67"
"17712","TRIM68","Trim68"
"17713","TRIM69","Trim69"
"17714","TRIM7","Trim7"
"17715","TRIM71","Trim71"
"17716","TRIM72","Trim72"
"17717","TRIM8","Trim8"
"17718","TRIM9","Trim9"
"17719","TRIML1","Triml1"
"17720","TRIML2","Triml2"
"17721","TRIO","Trio"
"17722","TRIOBP","Triobp"
"17723","TRIP10","Trip10"
"17724","TRIP11","Trip11"
"17725","TRIP12","Trip12"
"17726","TRIP13","Trip13"
"17727","TRIP4","Trip4"
"17728","TRIP6","Trip6"
"17729","TRIQK","Triqk"
"17730","TRIR","Trir"
"17731","TRIT1","Trit1"
"17732","TRMO","Trmo"
"17733","TRMT1","Trmt1"
"17734","TRMT10A","Trmt10a"
"17735","TRMT10B","Trmt10b"
"17736","TRMT10C","Trmt10c"
"17737","TRMT11","Trmt11"
"17738","TRMT12","Trmt12"
"17739","TRMT13","Trmt13"
"17740","TRMT1L","Trmt1l"
"17741","TRMT2A","Trmt2a"
"17742","TRMT44","Trmt44"
"17743","TRMT5","Trmt5"
